Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-36.5621,-450.0495,-254.7992,136.5976,-130.4294,-486.6116,-248.631,-735.2426,38
1,-38.1009,-479.2426,-224.8158,133.3515,-130.8602,-517.3435,-222.3245,-739.6679999999999,38
2,-34.5678,-502.6693,-216.5603,134.4335,-129.5049,-537.2371,-211.6317,-748.8688000000001,38
3,-31.4898,-477.4166,-232.6791,136.659,-134.3676,-508.9064,-230.38770000000002,-739.2941000000001,38
4,-39.4744,-498.7232,-219.5429,130.7386,-125.6509,-538.1976,-214.4552,-752.6528,38
5,-48.4295,-454.1193,-253.8925,130.7291,-124.142,-502.5488,-247.30540000000002,-749.8542,38
6,-38.944,-480.8717,-239.6681,132.3592,-126.5065,-519.8157,-233.8154,-753.6311,38
7,-45.156,-468.9903,-238.9202,132.4254,-126.8361,-514.1463,-233.33089999999999,-747.4772,38
8,-39.3838,-467.3066,-241.9154,135.0052,-131.8966,-506.6904,-238.8068,-745.4972,38
9,-36.9519,-548.642,-191.3213,133.8382,-130.148,-585.5939000000001,-187.6311,-773.2250000000001,38
10,-39.478,-489.9567,-229.1734,133.3468,-130.057,-529.4347,-225.88359999999997,-755.3183,38
11,-37.0149,-498.772,-233.7977,131.5843,-126.6302,-535.7869,-228.84359999999998,-764.6305,38
12,-35.6273,-478.1289,-260.6427,135.421,-130.9184,-513.7562,-256.14009999999996,-769.8963000000001,38
13,-37.411,-466.4146,-263.3644,133.6775,-131.2829,-503.8256,-260.96979999999996,-764.7954000000001,38
14,-43.2808,-459.2391,-264.1889,129.8786,-127.4818,-502.5199,-261.7921,-764.312,38
15,-35.4963,-447.3304,-266.5656,135.8888,-130.5447,-482.8267,-261.2215,-744.0482000000001,38
16,-38.1388,-450.3006,-262.8406,132.2222,-127.0461,-488.4394,-257.6645,-746.1039000000001,38
17,-40.4354,-457.0648,-254.9169,130.7149,-124.3001,-497.5002,-248.50209999999998,-746.0023,38
18,-41.6116,-457.5834,-257.6174,129.3305,-124.3785,-499.195,-252.66539999999998,-751.8604,38
19,-37.2988,-457.2406,-271.2588,135.473,-132.5115,-494.5394,-268.2973,-762.8367000000001,38
