Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-94.11130000000003,-279.4619000000004,328.9664000000003,-71.43979999999996,147.44769999999994,-373.5731999999984,404.97430000000054,31.40110000000027,7
1,-94.8693000000001,-333.5344000000015,363.5333999999998,-74.71899999999991,146.7695,-428.40370000000223,435.5838999999994,7.180199999997171,7
2,-88.65470000000002,-338.36509999999885,367.6988999999999,-73.60860000000005,145.23660000000018,-427.01980000000157,439.3269000000001,12.307099999998968,7
3,-84.23959999999994,-325.9706999999999,347.3195999999999,-70.5657999999998,140.89099999999996,-410.21029999999917,417.6448000000001,7.434500000005414,7
4,-91.08210000000003,-357.21349999999825,380.65739999999994,-68.84580000000003,142.01070000000013,-448.29559999999805,453.82230000000027,5.526700000004553,7
5,-95.45820000000006,-370.20079999999956,407.04440000000005,-70.07900000000001,145.09940000000006,-465.659000000001,482.0648000000001,16.40579999999727,7
6,-87.76900000000009,-354.34530000000086,387.5457999999998,-72.14389999999992,147.1996999999999,-442.1143000000032,462.60159999999934,20.48729999999705,7
7,-97.71790000000001,-342.9119000000021,385.65980000000013,-76.87350000000015,149.01710000000003,-440.6298000000017,457.80340000000024,17.173599999996668,7
8,-99.84569999999988,-315.89440000000025,357.9603000000001,-77.40280000000007,149.1627999999999,-415.7401000000017,429.7203000000001,13.980199999995762,7
9,-94.92700000000002,-323.76200000000006,352.35310000000004,-74.32210000000015,147.2051,-418.6889999999987,425.2360999999996,6.547099999996931,7
10,-95.14840000000012,-341.5964000000001,368.23400000000026,-74.31259999999989,144.80499999999992,-436.7448000000018,438.7264000000003,1.981600000001663,7
11,-98.16769999999987,-352.5976999999975,387.1306,-73.56590000000014,144.92559999999992,-450.7653999999987,458.4902999999998,7.7249000000001615,7
12,-97.42509999999999,-334.9677999999992,368.8879,-73.91100000000012,143.67749999999984,-432.39289999999943,438.6543999999997,6.261499999999955,7
13,-101.29809999999995,-368.8554000000007,432.81180000000023,-72.44619999999983,145.3028000000001,-470.1534999999979,505.66840000000076,35.514900000000125,7
14,-90.9278000000001,-354.2558000000017,397.19959999999986,-73.08419999999995,145.37409999999994,-445.1836000000014,469.4894999999996,24.305900000000065,7
15,-95.63140000000016,-349.8416000000008,379.7160000000001,-74.77570000000011,146.04649999999992,-445.4729999999996,450.98680000000013,5.5138000000014245,7
16,-99.83710000000004,-341.99110000000127,376.40589999999986,-73.1313000000001,146.57149999999996,-441.82820000000106,449.8461,8.01790000000392,7
17,-95.48889999999994,-350.3993999999991,386.8437000000001,-73.9866000000001,143.17840000000007,-445.88829999999746,456.03549999999984,10.147200000001021,7
18,-87.62799999999983,-284.513299999999,312.9386000000001,-66.27069999999989,139.06490000000014,-372.14130000000154,385.73280000000057,13.59150000000136,7
19,-98.24180000000015,-304.6562999999994,355.6814000000002,-70.79249999999999,140.9235000000001,-402.89809999999915,425.81240000000037,22.91430000000571,7
