Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-0.06739999999984292,-32.24170000000254,32.276100000000014,-8.881784197001252e-15,-32.30910000000142,32.2761000000003,-0.033000000004221874,34
1,-0.052099999999825286,-28.198500000000024,28.22229999999999,0.0,-28.250599999997576,28.22230000000019,-0.028299999999148895,34
2,-0.052299999999831925,-37.657999999999674,37.630900000000054,1.7763568394002505e-15,-37.71029999999905,37.630900000000224,-0.07940000000007785,34
3,-0.060499999999997556,-32.53540000000123,32.54720000000006,1.7763568394002505e-15,-32.59590000000105,32.54720000000012,-0.04870000000141772,34
4,-0.04260000000009967,-29.556199999997602,29.53479999999982,1.2434497875801753e-14,-29.59880000000021,29.53479999999962,-0.06399999999973716,34
5,-0.040700000000164493,-33.74620000000198,33.697600000000335,7.19999983189723e-07,-33.786900000003016,33.69760072000017,-0.08929928000736709,34
6,-0.038399999999910506,-31.118699999999933,31.076300000000003,-1.7763568394002505e-14,-31.157099999997854,31.076299999999605,-0.0807999999982485,34
7,-0.03820000000003887,-28.936099999999442,28.887500000000045,-1.5987211554602254e-14,-28.974299999997413,28.88749999999976,-0.0867999999948097,34
8,-0.03620000000001511,-27.138499999998317,27.10180000000011,7.199999938478641e-07,-27.174699999999916,27.10180072000003,-0.07289927999806878,34
9,-0.03290000000017557,-32.56259999999935,32.49859999999984,-1.0658141036401503e-14,-32.59549999999746,32.49860000000007,-0.09689999999875454,34
10,-0.04110000000016356,-32.961099999998225,32.91969999999992,1.0658141036401503e-14,-33.00219999999882,32.919700000000205,-0.08249999999861757,34
11,-0.04210000000011149,-25.313499999997703,25.317299999999875,0.0,-25.355599999998276,25.31730000000016,-0.038300000000390355,34
12,-0.05109999999996262,-24.845800000000054,24.891299999999944,3.552713678800501e-15,-24.89689999999956,24.89129999999966,-0.0056000000002995876,34
13,-0.05999999999981043,-31.29860000000241,31.32289999999972,-7.105427357601002e-15,-31.358599999999285,31.322899999999834,-0.03570000000036089,34
14,-0.056400000000024875,-34.79350000000005,34.78090000000003,7.200000062823619e-07,-34.84990000000141,34.78090072000032,-0.06899927999825195,34
15,-0.0590999999999724,-34.331500000000176,34.31579999999968,1.7763568394002505e-15,-34.390600000000404,34.315800000000024,-0.07479999999861775,34
16,-0.059499999999946596,-39.10070000000081,39.05520000000007,7.105427357601002e-15,-39.160200000000316,39.05520000000024,-0.10500000000149612,34
17,-0.08350000000004343,-37.92259999999817,37.9361999999997,-1.0658141036401503e-14,-38.00609999999733,37.9361999999997,-0.06989999999586871,34
18,-0.11389999999988731,-36.3036999999988,36.382099999999866,-1.2434497875801753e-14,-36.41759999999823,36.382099999999866,-0.03549999999927422,34
19,-0.15350000000005792,-47.50760000000207,47.58010000000013,0.0,-47.66109999999941,47.58010000000013,-0.08099999999831198,34
