Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-66.99179999999998,-204.5442999999995,236.2741999999999,-9.313464240000002,-271.53610000000174,226.96073575999964,-44.575364240002955,14
1,-64.08989999999987,-206.02619999999763,234.6846999999999,-8.919216000000004,-270.1160999999998,225.7654839999999,-44.350615999999945,14
2,-63.245899999999814,-207.07169999999877,234.9550999999998,-8.787998159999992,-270.31759999999656,226.16710184000004,-44.1504981599993,14
3,-65.20200000000004,-230.4521999999982,254.55209999999988,-8.934022080000016,-295.6541999999969,245.61807791999996,-50.03612207999606,14
4,-65.51650000000012,-198.75139999999732,232.00700000000006,-9.116917919999999,-264.26789999999767,222.89008208000024,-41.37781791999794,14
5,-66.2088000000001,-208.14960000000013,240.60770000000042,-8.87627088000001,-274.35839999999956,231.73142912000043,-42.62697087999777,14
6,-70.31660000000005,-220.7039999999996,244.99299999999982,-9.005690160000002,-291.02059999999875,235.9873098399998,-55.03329015999907,14
7,-65.11980000000001,-209.35270000000156,231.96120000000042,-8.928480960000007,-274.4725000000036,223.03271904000076,-51.43978096000558,14
8,-66.65890000000002,-180.9528000000011,219.66809999999998,-8.766440640000006,-247.61169999999976,210.90165935999994,-36.71004064000442,14
9,-68.12479999999988,-188.39890000000076,217.67249999999996,-8.72902008000001,-256.5237000000034,208.94347991999996,-47.580220080002505,14
10,-65.25689999999994,-225.9233999999998,253.57229999999976,-9.026162640000006,-291.180299999999,244.5461373599997,-46.634162640001136,14
11,-68.92690000000002,-198.50619999999867,229.24809999999974,-9.184250879999986,-267.43309999999667,220.0638491199996,-47.369250879994865,14
12,-71.84620000000002,-207.4711000000027,238.9335999999999,-9.229821120000002,-279.3173000000018,229.70377887999985,-49.61352112000111,14
13,-65.10200000000017,-218.16380000000066,246.1328000000002,-8.986258799999998,-283.26580000000126,237.14654120000057,-46.11925880000297,14
14,-60.89250000000003,-238.30890000000068,257.79849999999993,-9.198985679999987,-299.2014000000012,248.59951432000025,-50.601885680001715,14
15,-62.33590000000007,-210.06840000000102,234.67849999999999,-9.278351280000006,-272.4043000000002,225.40014872,-47.00415127999838,14
16,-72.3375999999999,-219.51950000000323,251.1986,-9.525860639999992,-291.85710000000495,241.67273935999998,-50.18436064000275,14
17,-60.96510000000007,-199.03449999999953,226.3166,-8.79620616,-259.9996000000028,217.52039383999988,-42.479206160005106,14
18,-71.0418,-211.32680000000101,243.43760000000037,-9.374127119999988,-282.36860000000036,234.0634728800003,-48.30512711999688,14
19,-72.07719999999992,-197.98529999999892,231.4947000000002,-9.390552480000009,-270.06249999999795,222.10414752000003,-47.95835247999605,14
