GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1855.352,-17884.7829,-3251.9206,77.506632,-19740.134899999997,-3174.413968,-22914.548867999998
1,-1844.6984,-17916.8142,-3194.3985,75.83338368,-19761.512600000002,-3118.56511632,-22880.07771632
2,-1845.5959,-18003.3363,-3134.1083,74.60949744,-19848.9322,-3059.49880256,-22908.43100256
3,-1884.9414,-17904.7008,-3242.3668,76.57271064,-19789.6422,-3165.79408936,-22955.436289359997
4,-1852.3535,-17808.1657,-3259.2742,78.02235936,-19660.519200000002,-3181.25184064,-22841.771040640004
5,-1859.8022,-17803.9215,-3301.8838,76.88616191999999,-19663.723700000002,-3224.99763808,-22888.721338080002
6,-1855.7062,-17893.8013,-3250.9826,76.01779151999999,-19749.5075,-3174.9648084799996,-22924.47230848
7,-1875.2972,-17838.5386,-3266.2391,76.84144272,-19713.8358,-3189.3976572799997,-22903.23345728
8,-1855.8216,-17822.0685,-3255.6062,76.19158583999999,-19677.8901,-3179.4146141600004,-22857.30471416
9,-1825.9798,-17835.7609,-3253.7053,76.72056479999999,-19661.740700000002,-3176.9847352,-22838.7254352
10,-1870.8323,-17801.778,-3323.9497,76.4249436,-19672.6103,-3247.5247564,-22920.135056400002
11,-1846.3769,-17984.1747,-3174.3872,78.11218728,-19830.5516,-3096.27501272,-22926.82661272
12,-1833.3028,-18007.9841,-3181.5946,76.9573224,-19841.286900000003,-3104.6372776,-22945.9241776
13,-1843.4599,-17966.1849,-3227.2111,78.56132111999999,-19809.644800000002,-3148.64977888,-22958.294578880003
14,-1828.2602,-17848.5688,-3282.6465,79.28220744,-19676.829,-3203.3642925599997,-22880.19329256
15,-1856.8348,-17767.4335,-3395.0751,77.54171256000001,-19624.2683,-3317.53338744,-22941.80168744
16,-1861.0824,-17800.9531,-3378.41,77.66979264,-19662.035499999998,-3300.7402073599997,-22962.775707359997
17,-1867.1126,-17849.969,-3265.442,75.15210672,-19717.0816,-3190.28989328,-22907.37149328
18,-1864.346,-17846.1381,-3314.3452,76.18215599999999,-19710.4841,-3238.1630440000004,-22948.647144000002
19,-1867.2993,-17895.2795,-3249.3674,74.32059527999999,-19762.5788,-3175.04680472,-22937.625604719997

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1708.4435,-17170.1895,-3295.4808,82.446696,-18878.633,-3213.034104,-22091.667104000004
1,-1712.7542,-17217.6405,-3216.3497,80.75383199999999,-18930.3947,-3135.5958680000003,-22065.990568
2,-1698.6995,-17318.4339,-3158.1984,79.71409584,-19017.1334,-3078.48430416,-22095.61770416
3,-1737.0687,-17224.0116,-3267.6548,81.37764072,-18961.0803,-3186.27715928,-22147.357459280003
4,-1711.4839,-17095.7358,-3299.7727,82.44313488,-18807.219699999998,-3217.32956512,-22024.54926512
5,-1710.3998,-17073.224,-3363.0313,82.14139584,-18783.623799999998,-3280.8899041600002,-22064.513704159996
6,-1711.8277,-17233.4682,-3254.2606,80.62657704,-18945.2959,-3173.63402296,-22118.929922960004
7,-1738.1408,-17172.7711,-3278.7722,81.16308936,-18910.911900000003,-3197.60911064,-22108.52101064
8,-1713.2632,-17150.3351,-3276.3887,80.90514864,-18863.5983,-3195.48355136,-22059.081851360002
9,-1691.9643,-17157.2205,-3281.5651,81.10345751999999,-18849.1848,-3200.4616424799997,-22049.64644248
10,-1728.9447,-17097.547,-3356.7933,80.79900336,-18826.4917,-3275.99429664,-22102.48599664
11,-1710.8787,-17267.5912,-3217.6911,82.68529032000001,-18978.4699,-3135.00580968,-22113.47570968
12,-1701.9961,-17294.1312,-3229.3758,81.42117264,-18996.1273,-3147.95462736,-22144.081927360003
13,-1704.4512,-17278.2381,-3263.1435,82.66927679999999,-18982.6893,-3180.4742232000003,-22163.163523199997
