Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1752.8447,-17053.0281,-3270.4572,80.50818384,-18805.8728,-3189.9490161599997,-21995.82181616,10
1,-1712.2406,-17205.2493,-3212.9631,80.31500712,-18917.4899,-3132.64809288,-22050.13799288,10
2,-1726.4012,-17337.1508,-3048.3142,81.27481895999999,-19063.552,-2967.0393810399996,-22030.59138104,10
3,-1732.7842,-17276.7642,-3138.3313,81.50156351999999,-19009.5484,-3056.82973648,-22066.378136479998,10
4,-1738.82,-17284.7363,-3164.8737,79.27648848,-19023.5563,-3085.59721152,-22109.15351152,10
5,-1730.778,-17330.5643,-3103.6491,80.13210192,-19061.342299999997,-3023.51699808,-22084.859298079995,10
6,-1676.3019,-17255.6308,-3168.6638,81.28752408,-18931.932699999998,-3087.37627592,-22019.308975919997,10
7,-1714.15,-17213.3018,-3213.1509,81.23867064,-18927.451800000003,-3131.9122293600003,-22059.364029360004,10
8,-1759.682,-17148.637,-3280.2734,80.1482904,-18908.319,-3200.1251096,-22108.4441096,10
9,-1732.5427,-17235.6904,-3213.4574,80.434674,-18968.233099999998,-3133.0227259999997,-22101.255825999997,10
10,-1707.7269,-17257.3237,-3214.6004,82.25949024,-18965.050600000002,-3132.3409097599997,-22097.39150976,10
11,-1718.2945,-17355.4999,-3173.3227,80.37496872,-19073.7944,-3092.94773128,-22166.74213128,10
12,-1738.1482,-17484.0713,-3014.248,78.6047724,-19222.2195,-2935.6432276,-22157.862727599997,10
13,-1699.6257,-17427.6157,-3116.3871,81.37115784,-19127.2414,-3035.01594216,-22162.25734216,10
14,-1697.1088,-17362.6511,-3101.7139,79.74030239999999,-19059.759899999997,-3021.9735976,-22081.733497599995,10
15,-1724.3757,-17248.9734,-3157.4199,80.52987456,-18973.3491,-3076.89002544,-22050.23912544,10
16,-1750.6908,-17175.6806,-3220.8502,77.89399343999999,-18926.3714,-3142.95620656,-22069.32760656,10
17,-1720.7371,-17089.0936,-3314.3233,82.06461576000001,-18809.8307,-3232.25868424,-22042.08938424,10
18,-1728.7916,-17122.9597,-3336.0264,81.1608552,-18851.7513,-3254.8655448000004,-22106.6168448,10
19,-1721.3886,-17200.8129,-3250.0931,81.54382176,-18922.2015,-3168.54927824,-22090.750778240003,10
