Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-0.14990000000001658,-32.56100000000123,32.2819999999999,0.5692999999998278,0.26080000000011694,-32.71090000000038,33.11209999999983,0.40119999999853917,32
1,-0.1904000000000181,-37.45609999999971,36.88579999999999,0.569100000000077,0.3400000000001313,-37.646500000002675,37.79490000000021,0.1484000000002652,32
2,-0.13219999999986953,-29.465700000001277,29.013400000000047,0.5691000000000201,0.22590000000005261,-29.597899999997935,29.808400000000347,0.21050000000286673,32
3,-0.15059999999991192,-26.510499999999638,26.167900000000145,0.5692000000000519,0.26169999999993365,-26.661100000000943,26.99880000000013,0.33769999999640277,32
4,-0.15430000000004185,-25.38989999999808,25.026100000000184,0.5691999999998529,0.25830000000001974,-25.544199999994703,25.85359999999983,0.3094000000032793,32
5,-0.18560000000000088,-33.03299999999825,32.57259999999991,0.569200000000194,0.3219999999999743,-33.21859999999646,33.463800000000106,0.2452000000054113,32
6,-0.1311999999998008,-32.10519999999963,31.60989999999981,0.5692000000000235,0.2211000000000496,-32.23639999999966,32.4002000000001,0.1638000000032207,32
7,-0.09539999999993398,-27.767100000002586,27.313599999999866,0.5691999999999382,0.15960000000002594,-27.86250000000456,28.042400000000043,0.17989999999417705,32
8,-0.10730000000010875,-26.97590000000065,26.56580000000011,0.5692000000000519,0.18459999999988952,-27.083200000002535,27.319600000000037,0.23639999999932115,32
9,-0.13479999999994163,-38.147799999998426,37.351700000000164,0.5691999999999382,0.23660000000016623,-38.282599999998126,38.15750000000003,-0.12509999999952015,32
10,-0.1113000000001847,-39.76649999999921,39.315900000000056,0.5690999999999633,0.1971999999999241,-39.87779999999782,40.082199999999716,0.2044000000014421,32
11,-0.15469999999999828,-37.395099999998365,36.679800000000284,0.5691999999999666,0.29549999999994725,-37.549799999998356,37.54449999999997,-0.005299999999351712,32
12,-0.1799999999999926,-21.4122000000022,21.12090000000012,0.5691999999998814,0.3370999999999924,-21.592200000002208,22.027199999999993,0.4349999999982401,32
13,-0.11290000000002465,-25.569499999999266,25.21090000000015,0.5692999999999984,0.20120000000014215,-25.68240000000037,25.981400000000292,0.29900000000270666,32
14,-0.0833999999998909,-28.65350000000018,28.241199999999992,0.569199999999995,0.1435999999998785,-28.736900000000276,28.953999999999866,0.2170999999968899,32
15,-0.10309999999982011,-32.90969999999999,32.415099999999995,0.5692000000001372,0.17789999999988027,-33.012800000001846,33.162199999999785,0.14939999999523934,32
16,-0.09210000000002339,-38.80230000000046,38.319000000000216,0.5692000000000235,0.16170000000005302,-38.89440000000047,39.04990000000029,0.15550000000030195,32
17,-0.08260000000016277,-26.41259999999795,26.0812999999998,0.5691999999997961,0.1406000000000347,-26.495199999997453,26.791099999999858,0.29590000000155214,32
18,-0.06499999999991246,-28.79969999999929,28.43499999999983,0.5691999999999382,0.10829999999990036,-28.86470000000054,29.11249999999967,0.2478000000008933,32
19,-0.07350000000000279,-30.502099999999928,30.059899999999686,0.5690999999999633,0.12340000000000373,-30.575600000000122,30.752399999999653,0.17680000000132168,32
