GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1773.468,-17700.4585,-3529.1337,90.7789104,-19473.9265,-3438.3547896,-22912.2812896
1,-1743.5657,-17653.2951,-3547.9235,92.08183032,-19396.8608,-3455.84166968,-22852.70246968
2,-1731.5497,-17505.1632,-3665.7555,95.05144295999999,-19236.7129,-3570.7040570400004,-22807.416957039997
3,-1748.9051,-17543.9579,-3604.7358,93.89238984,-19292.863,-3510.84341016,-22803.70641016
4,-1743.5186,-17751.4972,-3476.0466,92.90677536,-19495.0158,-3383.13982464,-22878.155624640003
5,-1757.3784,-17779.2947,-3485.1163,95.35770504,-19536.6731,-3389.75859496,-22926.43169496
6,-1770.476,-17569.4471,-3587.036,92.8567908,-19339.9231,-3494.1792092,-22834.1023092
7,-1745.7214,-17551.5362,-3599.3803,94.76603424,-19297.257599999997,-3504.61426576,-22801.871865759997
8,-1730.9491,-17532.7432,-3629.1373,94.64025384,-19263.692300000002,-3534.49704616,-22798.18934616
9,-1755.4369,-17505.8055,-3611.6561,94.847616,-19261.2424,-3516.808484,-22778.050884
10,-1770.2707,-17575.8849,-3564.1791,93.13196328,-19346.155600000002,-3471.04713672,-22817.202736720003
11,-1723.4817,-17596.4252,-3495.9583,92.2841388,-19319.9069,-3403.6741611999996,-22723.5810612
12,-1757.9345,-17487.7443,-3579.5429,91.9171224,-19245.678799999998,-3487.6257775999998,-22733.3045776
13,-1755.9027,-17558.31,-3641.1318,93.28750056,-19314.2127,-3547.84429944,-22862.05699944
14,-1747.0469,-17529.0857,-3662.5932,94.17939695999999,-19276.1326,-3568.41380304,-22844.54640304
15,-1756.797,-17770.7874,-3425.2743,90.57530736,-19527.5844,-3334.69899264,-22862.28339264
16,-1779.4133,-17692.3461,-3471.0278,89.18655263999999,-19471.7594,-3381.8412473599997,-22853.60064736
17,-1804.6987,-17678.1789,-3515.2102,90.92239632,-19482.8776,-3424.28780368,-22907.165403680003
18,-1717.0974,-17713.1786,-3484.0451,92.39961096,-19430.275999999998,-3391.64548904,-22821.921489039996
19,-1734.0961,-17781.8437,-3444.838,92.31547176,-19515.9398,-3352.52252824,-22868.46232824

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1716.699,-17192.4039,-3312.1672,82.30636584,-18909.1029,-3229.8608341599997,-22138.963734160003
1,-1687.3254,-17162.7874,-3318.3692,83.56236695999999,-18850.112800000003,-3234.80683304,-22084.919633040005
2,-1677.8589,-17024.8816,-3425.452,86.60278368,-18702.7405,-3338.8492163200003,-22041.589716320002
3,-1698.8086,-17060.382,-3373.0577,84.82563144,-18759.1906,-3288.23206856,-22047.422668560004
4,-1697.0591,-17258.3109,-3241.9897,83.95042824,-18955.37,-3158.0392717600002,-22113.40927176
5,-1700.9673,-17296.6531,-3252.1393,86.75149463999999,-18997.6204,-3165.3878053599997,-22163.008205359998
6,-1709.2784,-17079.2398,-3351.1405,85.59758231999999,-18788.5182,-3265.54291768,-22054.06111768
7,-1688.6297,-17083.3361,-3350.2305,85.86856512,-18771.9658,-3264.3619348800003,-22036.327734880004
8,-1681.7577,-17077.2851,-3373.8808,85.80111768,-18759.042800000003,-3288.07968232,-22047.122482320003
9,-1709.1653,-16993.6101,-3401.1538,85.75316712,-18702.775400000002,-3315.40063288,-22018.17603288
10,-1721.0174,-17040.2516,-3375.9248,84.27882815999999,-18761.269,-3291.6459718399997,-22052.91497184
11,-1682.4926,-17059.5183,-3308.8776,83.48435280000001,-18742.0109,-3225.3932471999997,-21967.404147200003
12,-1709.3788,-16972.614,-3370.0804,83.14062408,-18681.9928,-3286.9397759199996,-21968.93257592
13,-1707.9718,-17028.9125,-3439.7985,84.46693824,-18736.884299999998,-3355.3315617599997,-22092.21586176
14,-1696.4464,-17001.8126,-3461.9247,85.5053064,-18698.259000000002,-3376.4193936,-22074.678393600003
15,-1708.4488,-17272.395,-3215.5639,81.72265032,-18980.8438,-3133.84124968,-22114.68504968
16,-1725.9446,-17200.7251,-3250.264,80.72703,-18926.6697,-3169.53697,-22096.20667
17,-1750.6986,-17176.4863,-3306.4757,82.5480792,-18927.1849,-3223.9276208,-22151.112520799998
18,-1665.741,-17196.4841,-3290.7573,84.02918976,-18862.225100000003,-3206.72811024,-22068.953210240004
19,-1682.3875,-17272.6903,-3240.7621,83.64820896,-18955.0778,-3157.11389104,-22112.19169104

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-33.7827,-467.471,-267.775,11.42256024,-501.2537,-256.35243976,-757.6061397599999
1,-32.9907,-435.5848,-295.7268,11.699500319999999,-468.5755,-284.02729968000006,-752.6027996800001
2,-31.7524,-436.2501,-296.3612,11.624949359999999,-468.0025,-284.73625064,-752.73875064
3,-33.053,-432.3398,-292.3806,11.61981,-465.3928,-280.76079000000004,-746.15359
4,-27.8604,-447.014,-287.871,11.62712304,-474.87440000000004,-276.24387695999997,-751.11827696
5,-31.6068,-441.7378,-289.9607,11.67131736,-473.3446,-278.28938264,-751.63398264
6,-32.1623,-442.5072,-295.2896,11.17658952,-474.6695,-284.11301048,-758.78251048
7,-34.4881,-433.4112,-294.8745,11.59113312,-467.89930000000004,-283.28336688,-751.18266688
8,-32.5855,-430.0643,-289.1004,11.1600324,-462.6498,-277.9403676,-740.5901676
9,-32.2846,-440.3018,-287.4483,11.237441039999998,-472.5864,-276.21085896,-748.79725896
10,-37.6161,-456.4975,-270.2395,11.070198719999999,-494.1136,-259.16930128,-753.28290128
11,-30.249,-456.7562,-269.5122,10.8913212,-487.0052,-258.6208788,-745.6260788
12,-35.839,-459.674,-271.2941,10.71755712,-495.513,-260.57654288000003,-756.08954288
13,-37.2083,-451.8441,-278.0951,10.9260036,-489.05240000000003,-267.1690964,-756.2214964000001
14,-35.1695,-467.71,-269.4636,10.98113904,-502.8795,-258.48246095999997,-761.36196096
15,-33.561,-436.2057,-279.9291,10.968626879999999,-469.76669999999996,-268.96047312,-738.72717312
16,-38.541,-433.5391,-289.7892,10.83502584,-472.0801,-278.95417416,-751.0342741600001
17,-38.3931,-449.2955,-274.3752,10.79337096,-487.6886,-263.58182904,-751.2704290400001
18,-35.625,-443.4313,-275.2581,10.7899128,-479.0563,-264.4681872,-743.5244872
19,-34.0692,-444.3546,-279.7409,11.35250928,-478.4238,-268.38839072,-746.81219072

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-22.986300000000007,-40.58359999999948,50.80849999999998,-2.9500156799999964,-63.569899999999734,47.85848431999972,-15.71141567999689
1,-23.249600000000164,-54.92289999999832,66.17250000000024,-3.1800369599999954,-78.17249999999598,62.99246304000019,-15.180036959995277
2,-21.93840000000008,-44.03149999999846,56.05770000000001,-3.176290080000012,-65.96989999999874,52.881409919999896,-13.088490079994699
3,-17.04349999999988,-51.236099999999794,60.70249999999993,-2.5530515999999874,-68.27959999999945,58.149448399999756,-10.130151599996566
4,-18.599100000000163,-46.1723000000012,53.81409999999994,-2.670775919999997,-64.77140000000202,51.1433240800003,-13.628075920003539
5,-24.804300000000033,-40.90379999999902,56.98369999999966,-3.0651069599999907,-65.70810000000017,53.91859303999945,-11.789506960001631
6,-29.03530000000019,-47.70010000000184,59.39409999999992,-3.917381039999988,-76.73540000000133,55.4767189599998,-21.25868103999835
7,-22.603599999999943,-34.78889999999819,45.724700000000325,-2.6936640000000036,-57.39249999999538,43.03103600000043,-14.36146399999268
8,-16.605899999999927,-25.39379999999983,33.84390000000002,-2.320896240000005,-41.99969999999951,31.523003759999767,-10.476696239998432
9,-13.987000000000037,-71.89359999999687,76.94599999999991,-2.142992159999997,-85.88059999999689,74.80300783999996,-11.077592159999199
10,-11.637200000000078,-79.13580000000132,81.98519999999996,-2.217063599999994,-90.77300000000162,79.76813639999989,-11.004863600002182
11,-10.740100000000009,-80.15070000000179,82.43150000000003,-2.091535200000017,-90.89080000000064,80.33996480000008,-10.550835199996072
12,-12.716700000000117,-55.4562999999971,61.83159999999992,-1.9410587999999986,-68.1729999999979,59.890541199999916,-8.282458799999858
13,-10.722600000000064,-77.55340000000274,76.76179999999977,-2.105441280000006,-88.27600000000211,74.65635871999945,-13.619641279999428
14,-15.431000000000012,-59.56309999999854,68.79510000000022,-2.307048480000004,-74.99409999999898,66.48805152000017,-8.506048479996934
15,-14.787200000000134,-62.186700000000656,70.21870000000007,-2.1159698400000018,-76.97390000000104,68.10273016000002,-8.871169840001926
16,-14.927699999999902,-58.081899999999166,69.02540000000027,-2.3755032000000114,-73.00960000000043,66.64989680000042,-6.359703199999444
17,-15.606999999999978,-52.39709999999849,65.64069999999998,-2.41905384,-68.0040999999996,63.22164616000032,-4.782453840005132
18,-15.731400000000122,-73.26319999999777,81.9703000000004,-2.41949159999999,-88.9945999999947,79.55080840000016,-9.443791599991869
19,-17.63939999999993,-64.79880000000287,75.66499999999974,-2.6852464800000106,-82.43820000000096,72.97975351999986,-9.458446479999338


POISSON BOLTZMANN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,-1773.468,-17700.4585,-3380.5267,1979.0782,-1292.1299,-19473.9265,-2693.5784,-22167.5049
1,-1743.5657,-17653.2951,-3431.2636,1982.2629,-1304.5958,-19396.8608,-2753.5965000000006,-22150.4573
2,-1731.5497,-17505.1632,-3527.0677,2007.1683,-1323.425,-19236.7129,-2843.3244,-22080.037299999996
3,-1748.9051,-17543.9579,-3477.9793,1994.8692,-1313.2506,-19292.863,-2796.3607,-22089.2237
4,-1743.5186,-17751.4972,-3341.7263,1993.0595,-1312.9846,-19495.0158,-2661.6513999999997,-22156.6672
5,-1757.3784,-17779.2947,-3337.9482,1999.0792,-1324.5662,-19536.6731,-2663.4352,-22200.1083
6,-1770.476,-17569.4471,-3463.8373,1983.7087,-1306.8638,-19339.9231,-2786.9924,-22126.9155
7,-1745.7214,-17551.5362,-3490.3451,1990.9474,-1322.113,-19297.257599999997,-2821.5107,-22118.768299999996
8,-1730.9491,-17532.7432,-3507.2829,1999.6556,-1330.2742,-19263.692300000002,-2837.9015,-22101.593800000002
9,-1755.4369,-17505.8055,-3477.8007,1996.6694,-1314.6836,-19261.2424,-2795.8149,-22057.0573
10,-1770.2707,-17575.8849,-3414.1242,1989.7567,-1309.7441,-19346.155600000002,-2734.1116,-22080.267200000006
11,-1723.4817,-17596.4252,-3377.4272,1984.6773,-1312.8709,-19319.9069,-2705.6207999999997,-22025.5277
12,-1757.9345,-17487.7443,-3442.4202,1983.0945,-1300.8965,-19245.678799999998,-2760.2222,-22005.900999999998
13,-1755.9027,-17558.31,-3523.2426,1990.9096,-1316.2827,-19314.2127,-2848.6157000000003,-22162.828400000002
14,-1747.0469,-17529.0857,-3523.3182,1994.5384,-1310.3273,-19276.1326,-2839.1071,-22115.239700000002
