Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-28.358499999999978,-50.02239999999864,60.856899999999996,-3.4777007999999974,-78.38089999999909,57.37919919999979,-21.001700799995206,26
1,-31.584099999999975,-52.47449999999873,70.90420000000017,-3.971784960000001,-84.05859999999689,66.93241504000025,-17.12618495999982,26
2,-23.31759999999986,-55.62139999999971,67.53210000000018,-3.0798453599999878,-78.93900000000002,64.45225464000032,-14.486745359999759,26
3,-26.762499999999882,-41.2422999999996,55.24320000000006,-3.4219216800000005,-68.00480000000107,51.821278320000374,-16.18352168000297,26
4,-25.217799999999976,-39.45159999999987,52.0026000000002,-3.4178781600000043,-64.66939999999988,48.5847218399999,-16.084678159998703,26
5,-27.4125999999999,-35.46359999999953,48.713500000000124,-3.4711984799999946,-62.876199999998505,45.24230152000035,-17.633898479998606,26
6,-28.37920000000012,-65.44409999999908,78.04859999999968,-3.8236305600000016,-93.82329999999968,74.22496943999971,-19.598330560002182,26
7,-27.937299999999905,-47.95840000000004,62.417900000000145,-3.87155952,-75.8956999999981,58.54634048000008,-17.349359519997165,26
8,-26.50509999999997,-39.94029999999731,52.91430000000025,-3.4853255999999924,-66.44539999999819,49.42897440000007,-17.01642560000039,26
9,-25.09139999999996,-52.403600000001404,62.11660000000006,-3.2008996800000133,-77.49500000000319,58.91570032000004,-18.5792996800036,26
10,-27.41410000000006,-32.73129999999986,47.78570000000008,-3.337761600000004,-60.14539999999835,44.44793840000028,-15.697461599998974,26
11,-28.061599999999974,-44.56329999999883,59.85369999999995,-3.429167759999988,-72.62489999999792,56.42453223999996,-16.20036775999472,26
12,-23.64750000000015,-44.33599999999825,55.733699999999885,-3.177339840000011,-67.98349999999976,52.556360159999656,-15.427139840003179,26
13,-25.697200000000137,-39.63830000000098,53.31100000000038,-3.4765624800000055,-65.33549999999951,49.834437520000336,-15.5010624799977,26
14,-26.83929999999995,-29.275999999998874,43.85449999999997,-3.681542160000003,-56.11530000000198,40.17295783999987,-15.942342160004841,26
15,-24.975999999999836,-29.162000000002593,40.110099999999704,-3.362457599999999,-54.13800000000106,36.747642400000075,-17.39035760000104,26
16,-24.645999999999965,-26.266499999998985,39.081000000000245,-2.952581040000009,-50.91249999999826,36.128418959999806,-14.784081039997886,26
17,-23.409799999999976,-48.9282999999993,61.53950000000003,-3.310341120000013,-72.33809999999698,58.2291588800004,-14.108941119991528,26
18,-26.334100000000028,-40.02340000000072,52.48939999999959,-3.134949840000001,-66.35750000000075,49.354450159999544,-17.003049839998994,26
19,-21.63840000000002,-34.236000000000445,44.75220000000013,-3.0384561600000044,-55.874400000000946,41.713743840000234,-14.160656160003896,26
