GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1707.7596,-17601.0951,-3563.7457,96.17203943999999,-19308.8547,-3467.57366056,-22776.42836056
1,-1760.2994,-17777.4701,-3402.0506,96.07573872,-19537.7695,-3305.97486128,-22843.744361279998
2,-1710.7353,-17798.6116,-3415.9627,96.67117368,-19509.3469,-3319.2915263200002,-22828.63842632
3,-1738.0241,-17617.0623,-3549.8016,95.67867168000001,-19355.0864,-3454.1229283199996,-22809.209328319997
4,-1720.7923,-17768.4003,-3423.0611,96.1006968,-19489.192600000002,-3326.9604031999997,-22816.1530032
5,-1746.6486,-17737.4762,-3451.4354,93.93616224,-19484.1248,-3357.4992377599997,-22841.62403776
6,-1738.0263,-17659.1752,-3541.1131,94.31686511999999,-19397.201500000003,-3446.79623488,-22843.997734880002
7,-1737.1992,-17601.9697,-3566.066,93.28209048,-19339.1689,-3472.7839095199997,-22811.95280952
8,-1716.9755,-17841.7775,-3444.2068,94.35927168,-19558.753,-3349.84752832,-22908.60052832
9,-1708.9466,-17626.8675,-3568.5743,94.18684535999999,-19335.8141,-3474.38745464,-22810.20155464
10,-1752.8732,-17596.8596,-3582.2092,93.79267847999999,-19349.732799999998,-3488.4165215199996,-22838.14932152
11,-1738.5825,-17588.54,-3592.7622,95.10991416,-19327.1225,-3497.6522858400003,-22824.774785840003
12,-1700.5247,-17645.8164,-3576.5876,96.13268783999999,-19346.341099999998,-3480.45491216,-22826.796012159997
13,-1731.5282,-17686.6933,-3542.6753,96.27621768,-19418.2215,-3446.3990823199997,-22864.62058232
14,-1729.1552,-17703.7975,-3552.3263,94.94155296,-19432.9527,-3457.38474704,-22890.33744704
15,-1676.4577,-17794.3624,-3428.9883,95.65058952,-19470.8201,-3333.33771048,-22804.157810480003
16,-1758.1963,-17541.5592,-3591.3427,91.59211584,-19299.7555,-3499.75058416,-22799.50608416
17,-1768.9453,-17578.038,-3579.1138,93.17360232,-19346.9833,-3485.94019768,-22832.92349768
18,-1718.4749,-17594.309,-3645.5645,94.69153367999999,-19312.783900000002,-3550.87296632,-22863.65686632
19,-1726.0399,-17546.4042,-3606.2195,94.37521248,-19272.4441,-3511.8442875200003,-22784.28838752

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1661.3922,-17121.4103,-3321.6567,86.47774487999999,-18782.802499999998,-3235.17895512,-22017.981455119996
1,-1711.7038,-17272.2697,-3168.34,85.78348199999999,-18983.9735,-3082.5565180000003,-22066.530018
2,-1667.0734,-17300.8119,-3181.0942,86.33645208,-18967.8853,-3094.75774792,-22062.643047920003
3,-1697.8714,-17142.8,-3301.9195,85.22559288,-18840.6714,-3216.69390712,-22057.36530712
4,-1676.944,-17303.7701,-3162.4764,85.82959368,-18980.7141,-3076.64680632,-22057.360906320002
5,-1701.0702,-17241.1378,-3218.7971,84.01042079999999,-18942.208,-3134.7866792,-22076.994679199997
6,-1691.0402,-17158.2616,-3314.4609,84.6725508,-18849.3018,-3229.7883492,-22079.090149199998
7,-1689.67,-17128.1342,-3318.8364,83.62789271999999,-18817.8042,-3235.20850728,-22053.01270728
8,-1675.801,-17355.2594,-3200.6518,83.77458552,-19031.0604,-3116.87721448,-22147.937614479997
9,-1665.8176,-17154.7504,-3321.2528,83.91177,-18820.568,-3237.34103,-22057.909030000003
10,-1712.1859,-17089.1702,-3349.5698,83.53191960000001,-18801.3561,-3266.0378804,-22067.393980400004
11,-1697.1126,-17103.0648,-3349.8221,84.89908656,-18800.1774,-3264.92301344,-22065.100413440003
12,-1658.2837,-17155.7855,-3328.7573,85.9580244,-18814.0692,-3242.7992756000003,-22056.868475600004
13,-1690.8667,-17185.2798,-3315.8131,85.85349839999999,-18876.1465,-3229.9596016,-22106.1061016
14,-1692.7958,-17177.8186,-3330.5314,83.73957623999999,-18870.6144,-3246.7918237599997,-22117.406223759997
15,-1636.555,-17274.553,-3225.418,85.22628696,-18911.108,-3140.19171304,-22051.29971304
16,-1713.3462,-17063.876,-3349.9869,81.75692088,-18777.2222,-3268.22997912,-22045.45217912
17,-1728.435,-17073.4477,-3349.863,82.77231528,-18801.882700000002,-3267.09068472,-22068.973384720004
18,-1672.089,-17096.6432,-3422.6927,85.03019855999999,-18768.7322,-3337.66250144,-22106.394701439996
19,-1680.6386,-17056.6558,-3368.8551,84.41163863999999,-18737.2944,-3284.44346136,-22021.73786136

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-38.2209,-432.4137,-294.0013,10.75602384,-470.6346,-283.24527616,-753.87987616
1,-42.0196,-463.6914,-277.8934,10.966813199999999,-505.711,-266.9265868,-772.6375867999999
2,-38.901,-458.026,-277.4216,10.80903744,-496.927,-266.61256256,-763.53956256
3,-36.1681,-435.7877,-289.833,11.04216048,-471.95579999999995,-278.79083952,-750.74663952
4,-42.6628,-433.1154,-293.3548,10.28226168,-475.7782,-283.07253832000004,-758.85073832
5,-43.3238,-447.9728,-282.86,10.20164112,-491.2966,-272.65835888000004,-763.95495888
6,-46.319,-460.7369,-267.6663,9.653650559999999,-507.0559,-258.01264943999996,-765.06854944
7,-46.9858,-442.19,-279.7325,9.654197759999999,-489.1758,-270.07830224,-759.2541022400001
8,-39.5982,-451.8614,-280.1097,10.791635759999998,-491.4596,-269.31806423999996,-760.77766424
9,-41.4739,-438.8298,-282.3985,10.52102088,-480.3037,-271.87747912000003,-752.1811791199999
10,-39.1201,-469.3806,-272.8143,10.54927512,-508.5007,-262.26502488,-770.7657248800001
11,-38.0221,-442.3909,-288.8649,10.74605328,-480.413,-278.11884671999996,-758.5318467200001
12,-39.864,-459.4031,-280.9571,10.60188912,-499.26709999999997,-270.35521088,-769.62231088
13,-38.5006,-465.9151,-264.8117,10.79715384,-504.4157,-254.01454615999998,-758.43024616
14,-34.8766,-488.0243,-260.8813,11.276838,-522.9009,-249.604462,-772.505362
15,-35.8066,-482.0423,-244.362,10.971668880000001,-517.8489,-233.39033111999998,-751.2392311199999
16,-40.3988,-437.705,-285.9486,10.67200488,-478.1038,-275.27659512,-753.38039512
17,-36.0973,-460.2544,-276.7482,10.9060956,-496.3517,-265.8421044,-762.1938044
18,-38.3602,-455.5148,-269.675,10.67290416,-493.875,-259.00209584000004,-752.8770958399999
19,-40.4539,-454.0195,-276.1199,10.796780159999999,-494.47339999999997,-265.32311983999995,-759.79651984

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-8.146500000000088,-47.27109999999908,51.91230000000007,-1.0617292799999962,-55.417600000001926,50.85057071999995,-4.567029280003339
1,-6.576000000000107,-41.50899999999791,44.1828000000001,-0.6745564799999872,-48.084999999998445,43.508243520000406,-4.576756479996789
2,-4.760900000000056,-39.773699999999565,42.55309999999997,-0.47431584000000626,-44.534599999998704,42.078784159999714,-2.4558158399989907
3,-3.9846000000000927,-38.47460000000217,41.95090000000022,-0.5890816799999854,-42.45920000000092,41.361818320000395,-1.097381679998648
