Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1731.8012,-17134.5862,-3303.5231,82.59724728,-18866.387400000003,-3220.92585272,-22087.313252720003,9
1,-1685.1388,-17126.4061,-3373.4765,84.9035808,-18811.5449,-3288.5729192000003,-22100.1178192,9
2,-1670.2437,-17126.344,-3299.2042,83.73445488,-18796.5877,-3215.46974512,-22012.05744512,9
3,-1712.5846,-17204.5911,-3274.8874,81.85420008,-18917.1757,-3193.0331999200002,-22110.20889992,9
4,-1716.1003,-17157.9932,-3266.1151,81.60263927999999,-18874.093500000003,-3184.51246072,-22058.60596072,9
5,-1677.8883,-17211.3334,-3270.011,83.62527048,-18889.2217,-3186.38572952,-22075.607429519998,9
6,-1722.1165,-17289.7979,-3241.8429,81.19795104,-19011.9144,-3160.64494896,-22172.55934896,9
7,-1713.8775,-17300.4562,-3173.1637,80.20254672,-19014.3337,-3092.96115328,-22107.29485328,9
8,-1711.0331,-17334.9081,-3178.3426,80.29528416,-19045.9412,-3098.04731584,-22143.98851584,9
9,-1748.8635,-17166.6145,-3249.9484,81.51381144,-18915.478,-3168.43458856,-22083.91258856,9
10,-1697.5293,-17363.5676,-3090.4484,80.96665464,-19061.096899999997,-3009.4817453600003,-22070.578645359998,9
11,-1709.8102,-17235.8427,-3291.4787,82.38769416,-18945.6529,-3209.09100584,-22154.74390584,9
12,-1662.3714,-17151.9533,-3362.2016,84.97440864000001,-18814.3247,-3277.22719136,-22091.551891360003,9
13,-1674.9984,-17200.826,-3286.0194,84.417696,-18875.8244,-3201.601704,-22077.426104000002,9
14,-1700.3162,-17285.2877,-3186.1474,83.96921448,-18985.603900000002,-3102.1781855199997,-22087.782085520004,9
15,-1723.5652,-17140.6883,-3256.9158,82.14066144,-18864.253500000003,-3174.7751385600004,-22039.02863856,9
16,-1737.0787,-17337.0827,-3156.1455,82.47802752,-19074.161399999997,-3073.66747248,-22147.828872479997,9
17,-1713.6989,-17329.4121,-3143.3941,81.66068424,-19043.111,-3061.73341576,-22104.844415760002,9
18,-1743.6401,-17162.5819,-3293.9984,78.04554048,-18906.222,-3215.95285952,-22122.17485952,9
19,-1745.4251,-17166.0442,-3215.8206,77.93996256,-18911.4693,-3137.88063744,-22049.349937439998,9
