Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-37.2033,-448.0355,-273.5472,10.26216792,-485.2388,-263.28503207999995,-748.52383208,3
1,-34.3828,-466.9059,-275.582,10.4378976,-501.28869999999995,-265.1441024,-766.4328023999999,3
2,-38.7998,-473.4342,-263.0893,10.117602,-512.2339999999999,-252.97169799999998,-765.2056979999999,3
3,-31.6267,-461.6135,-266.3189,10.18390248,-493.24019999999996,-256.13499751999996,-749.3751975199999,3
4,-32.749,-454.0287,-272.5099,10.2574764,-486.77770000000004,-262.25242360000004,-749.0301236000001,3
5,-37.2524,-459.6233,-266.1965,10.05163992,-496.8757,-256.14486008,-753.0205600800001,3
6,-39.035,-460.9893,-260.1523,9.99210024,-500.02430000000004,-250.16019976,-750.18449976,3
7,-40.723,-447.8096,-275.5533,10.381338,-488.5326,-265.171962,-753.704562,3
8,-39.9765,-451.5979,-274.047,10.3002516,-491.57439999999997,-263.7467484,-755.3211484,3
9,-41.3357,-455.3643,-269.1441,10.0758492,-496.70000000000005,-259.0682508,-755.7682508,3
10,-35.4765,-451.4532,-277.279,10.4791644,-486.92969999999997,-266.7998356,-753.7295356,3
11,-33.0836,-451.5197,-271.5831,10.28570112,-484.6033,-261.29739888,-745.90069888,3
12,-39.794,-458.1129,-265.9235,10.4090976,-497.9069,-255.5144024,-753.4213024000001,3
13,-35.0827,-457.0294,-271.2901,10.47749832,-492.1121,-260.81260168,-752.92470168,3
14,-30.0575,-460.5031,-270.7635,10.3174164,-490.5606,-260.4460836,-751.0066836000001,3
15,-38.9018,-426.4617,-294.6204,10.40259888,-465.3635,-284.21780112,-749.5813011199999,3
16,-38.5397,-436.1454,-286.3273,10.25254512,-474.6851,-276.07475488,-750.7598548799999,3
17,-43.1924,-438.1735,-278.6691,10.22092416,-481.3659,-268.44817584000003,-749.8140758400001,3
18,-43.487,-440.9724,-285.1646,10.571965200000001,-484.4594,-274.5926348,-759.0520348,3
19,-39.1305,-435.7994,-290.5719,10.416322079999999,-474.9299,-280.15557792000004,-755.08547792,3
