Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-78.71439999999978,-221.77369999999996,260.4919999999998,-10.496916719999996,-300.4881000000025,249.99508327999996,-50.49301672000388,12
1,-79.62620000000001,-225.6160999999994,256.41239999999993,-10.888938720000002,-305.24229999999875,245.52346128000005,-59.718838719996825,12
2,-74.46669999999997,-222.61310000000225,260.0272000000001,-9.764004960000003,-297.07980000000407,250.2631950400002,-46.816604960003815,12
3,-75.58320000000002,-198.56599999999918,242.87040000000042,-10.12688352000002,-274.14919999999967,232.74351648000038,-41.4056835200015,12
4,-71.35460000000009,-254.70150000000012,285.2501999999999,-10.404919439999988,-326.05609999999933,274.8452805599998,-51.210819439997636,12
5,-66.8982000000001,-213.0854999999994,244.4050000000001,-9.589383359999987,-279.9837000000013,234.81561664000014,-45.16808336000247,12
6,-74.19479999999993,-212.97040000000135,246.05360000000002,-9.892098719999998,-287.1652000000022,236.16150127999964,-51.003698720001694,12
7,-70.5278000000001,-203.98409999999717,242.60270000000014,-9.223412400000004,-274.51189999999656,233.37928760000028,-41.132612399993036,12
8,-75.32009999999994,-212.97320000000127,247.21529999999984,-10.008527760000002,-288.2933000000005,237.20677223999957,-51.08652776000008,12
9,-80.32129999999998,-226.95249999999845,264.19150000000013,-10.889989919999993,-307.2737999999998,253.3015100799999,-53.97228991999998,12
10,-72.16059999999987,-235.63989999999887,262.7193000000002,-10.584567360000003,-307.8004999999983,252.13473264000027,-55.66576735999888,12
11,-77.53909999999995,-205.13770000000125,244.07249999999965,-10.25932607999999,-282.67680000000075,233.81317391999997,-48.86362608000263,12
12,-69.1882999999999,-218.77719999999908,254.70870000000014,-10.057477680000009,-287.9654999999992,244.65122232000041,-43.3142776800006,12
13,-74.61530000000019,-208.16010000000176,241.8245999999998,-10.224766079999988,-282.77540000000056,231.5998339199998,-51.17556607999984,12
14,-73.75510000000006,-217.58349999999922,252.0507,-10.557461519999988,-291.3386,241.49323848000017,-49.845361520000324,12
15,-73.47719999999984,-218.48559999999918,251.64659999999998,-10.234476719999996,-291.9627999999956,241.41212328000023,-50.55067671999541,12
16,-75.08349999999993,-204.68779999999975,245.47900000000004,-10.581274080000005,-279.77129999999926,234.89772591999983,-44.87357408000071,12
17,-66.40349999999978,-210.8331000000016,243.67019999999997,-9.816592319999991,-277.23660000000365,233.85360768,-43.3829923200027,12
18,-72.36259999999989,-213.60920000000084,244.05580000000037,-10.316057760000012,-285.97180000000026,233.73974224000068,-52.23205775999827,12
19,-67.74349999999988,-215.84960000000007,244.99430000000035,-9.436516560000012,-283.5930999999995,235.5577834400005,-48.03531655999802,12
