Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1746.0836,-17290.1992,-3071.7576,1829.7588,-1160.8859,-19036.2828,-2402.8846999999996,-21439.167500000003,1
1,-1744.8361,-17384.0321,-2986.4362,1820.7955,-1146.5349,-19128.8682,-2312.1756000000005,-21441.0438,1
2,-1756.5781,-17343.5275,-3013.321,1823.2903,-1140.9998,-19100.1056,-2331.0305,-21431.1361,1
3,-1718.2498,-17463.2487,-2950.8012,1825.9173,-1142.903,-19181.4985,-2267.7869,-21449.2854,1
4,-1719.1575,-17469.211,-2963.613,1825.2511,-1155.3428,-19188.3685,-2293.7047,-21482.0732,1
5,-1708.4342,-17482.8216,-2929.0474,1830.7321,-1161.9956,-19191.2558,-2260.3109,-21451.566699999996,1
6,-1721.9784,-17430.8963,-2965.4638,1819.6426,-1136.3568,-19152.8747,-2282.178,-21435.052700000004,1
7,-1730.3918,-17409.8899,-2943.6389,1828.4641,-1154.954,-19140.2817,-2270.1288,-21410.410499999998,1
8,-1712.0928,-17452.6214,-2967.1182,1825.1614,-1153.7659,-19164.7142,-2295.7227000000003,-21460.436899999997,1
9,-1707.3174,-17288.0457,-3013.1828,1832.7828,-1149.6616,-18995.3631,-2330.0616,-21325.424699999996,1
10,-1724.2075,-17307.811,-3083.5323,1824.5944,-1144.1879,-19032.018500000002,-2403.1258,-21435.144300000004,1
11,-1722.4808,-17328.521,-3079.5396,1833.7892,-1153.0402,-19051.001800000002,-2398.7906000000003,-21449.792400000002,1
12,-1704.0052,-17282.5615,-3074.0743,1831.9748,-1148.6171,-18986.5667,-2390.7166,-21377.2833,1
13,-1700.867,-17248.9715,-3121.9924,1836.4777,-1164.1545,-18949.838499999998,-2449.6692000000003,-21399.5077,1
14,-1719.0063,-17209.4067,-3140.2555,1831.5684,-1153.1868,-18928.413,-2461.8739,-21390.2869,1
15,-1682.6624,-17270.1263,-3177.8175,1850.7189,-1177.8288,-18952.7887,-2504.9274,-21457.7161,1
16,-1703.0427,-17139.8832,-3210.6279,1843.3101,-1178.3455,-18842.925900000002,-2545.6633,-21388.589200000002,1
17,-1670.1676,-17242.5274,-3134.0177,1848.5926,-1186.2683,-18912.695,-2471.6934,-21384.3884,1
18,-1699.0484,-17059.3208,-3228.6737,1848.7344,-1172.0693,-18758.3692,-2552.0086,-21310.3778,1
19,-1703.6526,-17125.2257,-3191.6367,1832.3434,-1171.0996,-18828.8783,-2530.3929,-21359.2712,1
0,-1695.4783,-17142.1076,-3195.804,1836.4352,-1166.5864,-18837.5859,-2525.9552000000003,-21363.5411,2
1,-1695.9731,-17345.273,-3081.4416,1839.1804,-1168.6048,-19041.2461,-2410.866,-21452.112100000002,2
2,-1692.5346,-17153.8058,-3187.9626,1848.9706,-1176.9684,-18846.340399999997,-2515.9604,-21362.300799999997,2
3,-1706.732,-17181.098,-3155.5377,1839.7427,-1160.0208,-18887.83,-2475.8158,-21363.645800000002,2
4,-1727.649,-17153.7732,-3201.5532,1839.1096,-1165.8225,-18881.4222,-2528.2661,-21409.688299999998,2
5,-1694.1896,-17225.9242,-3203.9128,1837.7487,-1172.6003,-18920.113800000003,-2538.7644,-21458.878200000006,2
6,-1724.1534,-17124.2562,-3235.944,1839.9081,-1166.2182,-18848.4096,-2562.2541,-21410.663699999997,2
7,-1723.3395,-17192.6303,-3219.9217,1846.1073,-1179.0349,-18915.9698,-2552.8493,-21468.819099999997,2
8,-1679.0152,-17206.6637,-3154.0803,1839.6907,-1175.5778,-18885.678900000003,-2489.9674,-21375.646300000004,2
9,-1715.3003,-17253.2447,-3139.6566,1846.2396,-1179.5394,-18968.545,-2472.9563999999996,-21441.501399999997,2
10,-1710.9744,-17234.3418,-3154.514,1843.5416,-1177.6401,-18945.316199999997,-2488.6125,-21433.928699999997,2
11,-1726.8873,-17292.4916,-3092.8368,1833.8554,-1170.6004,-19019.3789,-2429.5818,-21448.9607,2
12,-1671.0692,-17367.4774,-3008.7529,1846.9436,-1178.5518,-19038.5466,-2340.3611,-21378.907700000003,2
13,-1704.8526,-17413.0729,-3019.2873,1836.5911,-1169.201,-19117.925499999998,-2351.8972,-21469.822699999997,2
14,-1680.0156,-17432.9691,-2915.9714,1846.1309,-1179.3689,-19112.984699999997,-2249.2093999999997,-21362.194099999997,2
15,-1694.6068,-17355.0883,-2968.217,1845.3324,-1179.7133,-19049.6951,-2302.5978999999998,-21352.293,2
16,-1695.4963,-17431.6386,-2929.5602,1856.4314,-1189.5239,-19127.134899999997,-2262.6526999999996,-21389.787599999996,2
17,-1714.3175,-17380.9731,-3030.2255,1835.6367,-1177.6482,-19095.2906,-2372.237,-21467.5276,2
18,-1676.7397,-17425.2716,-2957.1699,1853.1948,-1190.1884,-19102.0113,-2294.1634999999997,-21396.174799999997,2
19,-1681.2677,-17292.4522,-3113.2516,1849.8447,-1191.9333,-18973.7199,-2455.3401999999996,-21429.0601,2
0,-1734.2585,-17363.5165,-3032.8973,1855.0186,-1192.1784,-19097.775,-2370.0571,-21467.832100000003,3
1,-1707.4044,-17319.2422,-3050.0034,1856.233,-1188.3949,-19026.6466,-2382.1653,-21408.8119,3
2,-1700.8295,-17385.5813,-3039.8711,1843.2723,-1178.4408,-19086.4108,-2375.0396,-21461.4504,3
3,-1718.3996,-17349.855,-3080.8467,1849.2211,-1177.9038,-19068.2546,-2409.5294000000004,-21477.784000000003,3
4,-1678.7096,-17380.5248,-3047.9516,1847.0003,-1183.4933,-19059.234399999998,-2384.4446,-21443.678999999996,3
5,-1671.9597,-17380.0234,-3032.4736,1846.9011,-1180.9072,-19051.983099999998,-2366.4797,-21418.4628,3
6,-1683.5307,-17498.5753,-2944.4199,1855.2171,-1187.1075,-19182.106,-2276.3103,-21458.416299999997,3
7,-1735.5548,-17363.5937,-2984.7965,1829.7257,-1162.0138,-19099.148500000003,-2317.0846,-21416.233100000005,3
8,-1703.4734,-17425.2562,-2987.8741,1855.3541,-1187.3939,-19128.7296,-2319.9139,-21448.6435,3
9,-1680.2898,-17312.1786,-3021.9212,1846.2821,-1181.7314,-18992.468399999998,-2357.3705,-21349.8389,3
10,-1685.2836,-17290.792,-3113.714,1857.6221,-1185.2863,-18976.0756,-2441.3782,-21417.4538,3
11,-1708.8306,-17322.4893,-3101.3642,1854.7398,-1179.2715,-19031.319900000002,-2425.8959,-21457.2158,3
12,-1693.348,-17311.2401,-3080.8666,1846.4711,-1184.2051,-19004.5881,-2418.6005999999998,-21423.188700000002,3
13,-1689.1783,-17354.339,-3061.3974,1846.3577,-1181.4421,-19043.5173,-2396.4817999999996,-21439.9991,3
14,-1708.0312,-17421.3781,-2999.4572,1849.325,-1191.5604,-19129.409300000003,-2341.6926,-21471.1019,3
15,-1721.6813,-17454.769,-2941.8296,1840.8389,-1166.2126,-19176.4503,-2267.2033,-21443.6536,3
16,-1682.8725,-17390.6482,-3062.1692,1839.9742,-1170.3658,-19073.5207,-2392.5607999999997,-21466.0815,3
17,-1698.5226,-17406.6698,-2963.4521,1844.5102,-1178.1763,-19105.1924,-2297.1182,-21402.310599999997,3
18,-1720.7398,-17444.959,-2978.5636,1835.2965,-1173.894,-19165.6988,-2317.1611000000003,-21482.8599,3
19,-1657.1623,-17370.5871,-3113.1979,1849.8826,-1182.859,-19027.7494,-2446.1743,-21473.9237,3
0,-1685.8847,-17402.7713,-3107.0886,1841.0279,-1178.4282,-19088.656,-2444.4889000000003,-21533.144899999996,4
1,-1702.2575,-17388.5485,-3030.8006,1844.6331,-1181.8609,-19090.806,-2368.0284,-21458.8344,4
2,-1717.9657,-17308.1016,-3127.524,1849.3581,-1183.3173,-19026.067300000002,-2461.4831999999997,-21487.5505,4
3,-1712.4758,-17330.6932,-3121.6018,1851.6166,-1193.9411,-19043.169,-2463.9263,-21507.0953,4
4,-1687.078,-17295.9409,-3096.7083,1851.8718,-1191.1608,-18983.018900000003,-2435.9973,-21419.016200000002,4
5,-1675.0493,-17263.8935,-3144.6217,1857.1071,-1193.2661,-18938.942799999997,-2480.7807000000003,-21419.723499999996,4
6,-1696.3075,-17372.5143,-3037.2798,1836.0052,-1176.6832,-19068.821799999998,-2377.9577999999997,-21446.779599999998,4
7,-1711.8475,-17361.037,-3083.7998,1839.2182,-1179.1997,-19072.8845,-2423.7812999999996,-21496.665800000002,4
8,-1701.5305,-17314.8431,-3083.2712,1845.871,-1185.8153,-19016.3736,-2423.2155000000002,-21439.589099999997,4
9,-1699.0453,-17319.4033,-3125.0752,1850.7047,-1187.1135,-19018.448600000003,-2461.4840000000004,-21479.932600000004,4
10,-1673.6362,-17220.5268,-3165.8028,1860.0413,-1197.0007,-18894.163,-2502.7622,-21396.9252,4
11,-1667.7487,-17234.562,-3183.415,1853.6106,-1190.1684,-18902.3107,-2519.9728,-21422.2835,4
12,-1691.065,-17235.7729,-3150.4265,1850.9882,-1184.9693,-18926.8379,-2484.4076,-21411.2455,4
13,-1667.9234,-17338.2718,-3068.6588,1848.6777,-1190.6983,-19006.1952,-2410.6794,-21416.8746,4
14,-1706.847,-17281.0292,-3134.6254,1851.1016,-1184.7931,-18987.876200000002,-2468.3169,-21456.1931,4
15,-1705.0896,-17164.2498,-3167.3282,1837.8196,-1171.6635,-18869.3394,-2501.1721,-21370.5115,4
16,-1706.5571,-17174.8043,-3170.0721,1849.892,-1185.0189,-18881.3614,-2505.1989999999996,-21386.560400000002,4
17,-1710.331,-17228.3794,-3143.8031,1838.7835,-1173.294,-18938.7104,-2478.3136000000004,-21417.024,4
18,-1716.8012,-17289.1014,-3096.8964,1846.92,-1178.0468,-19005.9026,-2428.0232,-21433.9258,4
19,-1719.4617,-17179.361,-3159.4229,1849.136,-1184.4607,-18898.8227,-2494.7476,-21393.570300000003,4
0,-1708.4435,-17170.1895,-3180.2961,1848.7486,-1183.2447,-18878.633,-2514.7922,-21393.4252,5
1,-1712.7542,-17217.6405,-3120.3113,1842.2469,-1170.6542,-18930.3947,-2448.7185999999997,-21379.1133,5
2,-1698.6995,-17318.4339,-3029.0624,1841.2027,-1170.9436,-19017.1334,-2358.8032999999996,-21375.936699999995,5
3,-1737.0687,-17224.0116,-3145.7593,1843.3809,-1166.0988,-18961.0803,-2468.4772000000003,-21429.557500000003,5
4,-1711.4839,-17095.7358,-3188.477,1848.7769,-1171.4607,-18807.219699999998,-2511.1607999999997,-21318.380499999996,5
5,-1710.3998,-17073.224,-3243.6873,1846.4097,-1167.4423,-18783.623799999998,-2564.7199,-21348.343699999998,5
6,-1711.8277,-17233.4682,-3157.4024,1840.1112,-1166.578,-18945.2959,-2483.8692,-21429.165100000002,5
7,-1738.1408,-17172.7711,-3158.6613,1844.1559,-1167.3557,-18910.911900000003,-2481.8611,-21392.773,5
8,-1713.2632,-17150.3351,-3157.7108,1842.7289,-1164.4501,-18863.5983,-2479.432,-21343.030300000006,5
9,-1691.9643,-17157.2205,-3165.7643,1840.5318,-1166.3175,-18849.1848,-2491.55,-21340.7348,5
10,-1728.9447,-17097.547,-3245.0556,1844.8079,-1167.4752,-18826.4917,-2567.7229,-21394.2146,5
11,-1710.8787,-17267.5912,-3116.9891,1844.1086,-1178.9959,-18978.4699,-2451.8763999999996,-21430.346299999997,5
12,-1701.9961,-17294.1312,-3110.7158,1848.6918,-1177.6774,-18996.1273,-2439.7014,-21435.8287,5
13,-1704.4512,-17278.2381,-3145.9058,1850.0007,-1182.0016,-18982.6893,-2477.9067,-21460.595999999998,5
14,-1695.6352,-17148.5772,-3195.1708,1855.94,-1186.9352,-18844.2124,-2526.1659999999997,-21370.3784,5
15,-1708.2497,-17076.8931,-3326.7083,1843.4754,-1176.9458,-18785.1428,-2660.1786999999995,-21445.321500000002,5
16,-1718.3432,-17085.0681,-3296.587,1849.2636,-1171.1127,-18803.4113,-2618.4361,-21421.847400000002,5
17,-1720.8337,-17162.3647,-3176.3469,1838.8544,-1154.6299,-18883.198399999997,-2492.1224,-21375.320799999998,5
