Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1705.2316,-17155.709,-3312.9188,83.91917592,-18860.940599999998,-3228.99962408,-22089.940224079997,23
1,-1690.3599,-17096.9313,-3327.9958,82.89646632,-18787.2912,-3245.09933368,-22032.39053368,23
2,-1665.2609,-17210.6729,-3299.5443,85.16833128,-18875.933800000003,-3214.37596872,-22090.309768720002,23
3,-1683.9337,-17254.8094,-3194.9597,84.29890392,-18938.7431,-3110.6607960799997,-22049.40389608,23
4,-1698.2351,-17237.8653,-3206.4675,84.7835388,-18936.100400000003,-3121.6839612000003,-22057.784361200003,23
5,-1672.2273,-17237.0854,-3288.3636,86.316876,-18909.3127,-3202.0467240000003,-22111.359424,23
6,-1669.1989,-17182.3383,-3284.1719,86.19377831999999,-18851.5372,-3197.9781216799997,-22049.51532168,23
7,-1678.2969,-17303.1957,-3196.1833,84.34236672,-18981.4926,-3111.84093328,-22093.33353328,23
8,-1675.0642,-17276.2949,-3181.1886,85.52395872,-18951.3591,-3095.66464128,-22047.02374128,23
9,-1691.8019,-17410.1869,-3121.2404,85.00107671999999,-19101.9888,-3036.23932328,-22138.228123279998,23
10,-1691.4337,-17208.1208,-3243.7364,85.04386488,-18899.554500000002,-3158.69253512,-22058.24703512,23
11,-1674.065,-17264.4173,-3270.2032,85.17738816,-18938.4823,-3185.0258118399997,-22123.50811184,23
12,-1695.9255,-17208.4896,-3254.925,83.11988088,-18904.415100000002,-3171.80511912,-22076.22021912,23
13,-1699.7928,-17269.087,-3163.3909,85.3504128,-18968.8798,-3078.0404872,-22046.9202872,23
14,-1693.4355,-17158.858,-3272.4115,83.20072752,-18852.2935,-3189.2107724800003,-22041.50427248,23
15,-1723.5371,-17126.9857,-3302.49,83.86298928,-18850.522800000002,-3218.62701072,-22069.149810720002,23
16,-1689.0327,-17249.8396,-3205.0668,83.2926888,-18938.8723,-3121.7741112,-22060.6464112,23
17,-1671.0447,-17184.7567,-3235.3821,83.8305108,-18855.8014,-3151.5515892,-22007.3529892,23
18,-1696.1379,-17161.9384,-3286.8107,86.66744471999999,-18858.0763,-3200.14325528,-22058.219555280004,23
19,-1662.2964,-17206.0063,-3278.0253,86.16133943999999,-18868.3027,-3191.8639605599997,-22060.16666056,23
