Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-31.7095,-447.5296,-268.2778,11.17397448,-479.2391,-257.10382552,-736.3429255200001,24
1,-37.0263,-450.1782,-269.3633,10.941443999999999,-487.2045,-258.421856,-745.626356,24
2,-39.3574,-444.0774,-271.6405,10.71930672,-483.4348,-260.92119327999995,-744.35599328,24
3,-28.1411,-439.7114,-281.587,11.06813232,-467.8525,-270.51886767999997,-738.3713676799999,24
4,-38.661,-447.3969,-265.7838,10.65906504,-486.0579,-255.12473495999998,-741.18263496,24
5,-40.3082,-449.4804,-279.9999,10.619578079999998,-489.7886,-269.38032192000003,-759.16892192,24
6,-32.2793,-443.3975,-274.7318,10.76436864,-475.67679999999996,-263.96743136000003,-739.6442313599999,24
7,-33.8491,-441.7299,-278.119,11.11445712,-475.579,-267.00454288000003,-742.5835428800001,24
8,-32.9651,-459.7257,-273.7552,11.28779712,-492.6908,-262.46740288,-755.15820288,24
9,-32.8314,-436.9903,-276.3084,10.99754208,-469.82169999999996,-265.31085792,-735.13255792,24
10,-29.4119,-459.8383,-268.4014,11.0631492,-489.2502,-257.3382508,-746.5884508,24
11,-35.0549,-443.8593,-275.497,11.054834640000001,-478.91420000000005,-264.44216536,-743.35636536,24
12,-32.251,-456.1624,-265.9481,11.017756799999999,-488.41339999999997,-254.9303432,-743.3437432,24
13,-27.4637,-446.6171,-278.7404,11.3169492,-474.0808,-267.4234508,-741.5042508000001,24
14,-35.7828,-443.495,-272.8325,10.973774879999999,-479.2778,-261.85872512,-741.1365251200001,24
15,-35.5371,-449.7773,-262.1427,10.4836176,-485.31440000000003,-251.6590824,-736.9734824000001,24
16,-36.8257,-457.329,-262.1539,10.96527168,-494.1547,-251.18862832000002,-745.3433283200001,24
17,-30.1798,-456.7838,-268.7289,11.2762476,-486.9636,-257.45265240000003,-744.4162524,24
18,-33.7928,-466.2599,-253.3387,10.39763664,-500.0527,-242.94106336,-742.99376336,24
19,-38.5261,-444.1684,-275.3256,10.515922559999998,-482.6945,-264.80967744000003,-747.5041774399999,24
