Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-38.2463,-473.8405,-255.0196,11.02417776,-512.0868,-243.99542223999998,-756.08222224,39
1,-37.891,-458.4879,-271.7405,10.83569904,-496.37890000000004,-260.90480096,-757.28370096,39
2,-39.8095,-444.8345,-285.2797,10.86711264,-484.644,-274.41258736,-759.0565873600001,39
3,-41.9929,-468.9898,-266.3475,10.46771208,-510.9827,-255.87978792,-766.8624879200001,39
4,-41.1158,-453.1323,-271.6719,10.4040756,-494.24809999999997,-261.2678244,-755.5159243999999,39
5,-45.9226,-457.7836,-277.3537,10.40683896,-503.70619999999997,-266.94686104,-770.65306104,39
6,-40.9568,-464.0464,-275.9187,9.92449224,-505.0032,-265.99420776,-770.9974077600001,39
7,-40.3547,-450.9071,-281.8758,10.96852032,-491.2618,-270.90727968000004,-762.16907968,39
8,-41.0788,-436.0091,-281.8221,10.29585672,-477.0879,-271.52624327999996,-748.61414328,39
9,-43.7996,-442.2378,-280.5209,10.62049104,-486.0374,-269.90040896,-755.9378089599999,39
10,-41.2357,-443.8574,-272.0504,10.020511439999998,-485.0931,-262.02988856,-747.1229885600001,39
11,-41.768,-444.8411,-278.5151,10.06211592,-486.6091,-268.45298408,-755.06208408,39
12,-36.6112,-459.3017,-264.1109,10.41269904,-495.9129,-253.69820096,-749.6111009599999,39
13,-35.0587,-456.1162,-283.8731,10.85607576,-491.1749,-273.01702424,-764.19192424,39
14,-35.4626,-435.0297,-285.339,11.06148024,-470.4923,-274.27751976,-744.76981976,39
15,-40.0177,-447.1376,-290.7588,10.84717296,-487.1553,-279.91162704,-767.06692704,39
16,-42.0015,-447.8206,-278.8134,10.52343144,-489.82210000000003,-268.28996856,-758.1120685600001,39
17,-41.1311,-443.0313,-278.0102,10.08124848,-484.1624,-267.92895152,-752.09135152,39
18,-39.038,-450.0373,-274.1654,10.33742592,-489.0753,-263.82797408,-752.9032740800001,39
19,-39.5284,-451.9073,-271.9737,10.24937712,-491.4357,-261.72432288,-753.16002288,39
