Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-31.8508,-445.0695,-274.0787,138.4923,-137.7927,-476.9203,-273.3791,-750.2994,28
1,-34.9825,-447.1461,-282.7972,136.4463,-132.4422,-482.1286,-278.7931,-760.9216999999999,28
2,-36.092,-464.1682,-275.753,133.5877,-132.432,-500.2602,-274.59729999999996,-774.8575,28
3,-38.8815,-444.3354,-290.9824,133.309,-131.4202,-483.2169,-289.0936,-772.3105,28
4,-35.5406,-453.3952,-284.3567,132.742,-131.21,-488.9358,-282.8247,-771.7605000000001,28
5,-39.284,-442.6854,-291.0794,134.0035,-129.9869,-481.9694,-287.06280000000004,-769.0322,28
6,-41.3044,-458.8399,-273.7317,134.6083,-132.6785,-500.1443,-271.8019,-771.9462,28
7,-39.3396,-452.8974,-284.4391,134.2729,-132.3435,-492.237,-282.5097,-774.7466999999999,28
8,-34.1313,-466.4005,-274.6687,133.8145,-131.6698,-500.53180000000003,-272.524,-773.0558,28
9,-35.747,-450.2779,-281.8484,134.0272,-130.6107,-486.0249,-278.43190000000004,-764.4567999999999,28
10,-38.3316,-467.7819,-270.5584,134.1594,-133.4891,-506.1135,-269.8881,-776.0016,28
11,-36.177,-476.4589,-268.8669,137.278,-135.0342,-512.6359,-266.6231,-779.259,28
12,-33.4555,-470.3059,-265.7159,134.9958,-133.8831,-503.7614,-264.6032,-768.3646,28
13,-32.6153,-468.2651,-263.2875,137.0228,-135.804,-500.8804,-262.06870000000004,-762.9491,28
14,-36.2218,-451.3063,-268.0098,134.5516,-130.0484,-487.5281,-263.50659999999993,-751.0347,28
15,-34.6604,-463.2705,-265.5108,136.6826,-133.724,-497.9309,-262.55219999999997,-760.4831000000001,28
16,-36.7233,-440.4837,-274.101,135.1139,-132.7608,-477.207,-271.74789999999996,-748.9549,28
17,-39.8162,-469.7379,-268.8541,134.4099,-129.6509,-509.5541,-264.0951,-773.6492000000001,28
18,-42.9805,-451.82,-266.7948,131.6032,-127.0061,-494.8005,-262.19770000000005,-756.9982,28
19,-41.6535,-437.4289,-284.8052,133.6302,-130.6333,-479.0824,-281.80830000000003,-760.8906999999999,28
