Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-138.6411000000001,-373.2010999999997,410.2148,-98.62740000000011,189.12299999999993,-511.842199999998,500.7103999999996,-11.131799999995224,1
1,-152.49479999999994,-379.323499999998,414.7133999999999,-101.23100000000005,187.27540000000005,-531.818299999997,500.75780000000015,-31.060499999999138,1
2,-145.91789999999995,-370.51369999999974,406.83999999999975,-100.50809999999987,185.23460000000017,-516.4316000000013,491.5664999999998,-24.86510000000112,1
3,-145.85079999999988,-388.8700999999995,434.32070000000004,-100.4938,187.4658000000001,-534.7208999999968,521.2927000000004,-13.428200000000857,1
4,-150.16639999999995,-382.824700000002,420.1163,-100.04499999999987,188.7391,-532.9911000000016,508.8104000000002,-24.180700000004208,1
5,-143.1110000000002,-380.4247999999998,413.6352999999998,-100.55529999999987,186.53580000000008,-523.5357999999998,499.61580000000004,-23.92000000000428,1
6,-146.23350000000002,-363.508999999999,408.6658000000002,-99.2983999999998,184.4105,-509.74249999999813,493.77790000000016,-15.964599999993197,1
7,-148.44199999999995,-378.7859000000001,427.59209999999985,-99.72839999999985,187.28650000000005,-527.2278999999987,515.1502,-12.07770000000005,1
8,-149.9473000000001,-367.94160000000136,413.8365999999998,-101.73189999999985,188.99920000000003,-517.8889000000033,501.1039000000002,-16.785000000006676,1
9,-147.6817,-392.6695000000023,422.6856000000001,-100.2953,188.07069999999996,-540.3512000000035,510.46100000000024,-29.89020000000869,1
10,-149.53379999999996,-352.89009999999877,405.94140000000004,-100.30009999999996,184.37759999999983,-502.4238999999965,490.01890000000014,-12.404999999994516,1
11,-145.12119999999987,-359.2503999999993,405.29120000000023,-100.0827999999999,186.08229999999995,-504.3715999999964,491.29070000000047,-13.08089999999504,1
12,-141.92929999999987,-368.7729999999989,407.7555000000002,-101.04189999999991,185.61260000000004,-510.7022999999997,492.32620000000037,-18.376100000000292,1
13,-151.68970000000013,-385.5634000000002,438.0531000000002,-98.95809999999986,186.3116,-537.2531000000015,525.4066000000006,-11.846500000002607,1
14,-152.4353999999999,-357.17910000000177,405.79360000000025,-100.56470000000002,186.77630000000005,-509.614500000001,492.00520000000006,-17.60930000000326,1
15,-149.2795,-334.3162000000004,382.45790000000034,-100.23870000000011,187.397,-483.5956999999988,469.6162000000002,-13.979499999999916,1
16,-142.77999999999992,-378.2475999999985,419.9508999999998,-101.81680000000003,189.2049999999998,-521.0275999999977,507.3391000000001,-13.688499999997703,1
17,-147.3263000000001,-353.1902999999995,398.92969999999997,-101.33489999999998,188.30329999999998,-500.51659999999737,485.8981,-14.61849999999913,1
18,-133.91280000000015,-330.82479999999885,379.98089999999996,-97.4131000000001,184.48170000000022,-464.7375999999995,467.0495000000003,2.3118999999991274,1
19,-148.9881000000002,-355.5901000000015,410.1448,-97.86679999999993,188.07460000000003,-504.57820000000146,500.3526000000001,-4.225599999999531,1
