Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1734.7881,-17197.0522,-3144.4422,1843.5274,-1176.9121,-18931.8403,-2477.8269,-21409.667200000004,13
1,-1682.9199,-17088.1034,-3229.6796,1844.2362,-1172.8826,-18771.0233,-2558.326,-21329.3493,13
2,-1725.3703,-17156.1475,-3190.0444,1852.1269,-1181.5302,-18881.517799999998,-2519.4477,-21400.9655,13
3,-1682.5912,-17146.3437,-3203.944,1840.5743,-1180.0327,-18828.9349,-2543.4024,-21372.3373,13
4,-1721.7244,-17218.5249,-3182.9362,1854.7209,-1181.5075,-18940.2493,-2509.7228,-21449.9721,13
5,-1754.5435,-17210.1529,-3210.7877,1846.6979,-1178.6313,-18964.6964,-2542.7210999999998,-21507.417500000003,13
6,-1707.9898,-17273.3275,-3123.3308,1855.3494,-1179.2234,-18981.3173,-2447.2048000000004,-21428.5221,13
7,-1696.9762,-17385.1939,-3067.0723,1855.9731,-1188.9797,-19082.1701,-2400.0789,-21482.249,13
8,-1702.6039,-17206.4514,-3116.5067,1853.2278,-1179.9239,-18909.0553,-2443.2028,-21352.2581,13
9,-1700.3835,-17242.116,-3175.4152,1861.8935,-1189.9342,-18942.4995,-2503.4559,-21445.955400000003,13
10,-1699.8186,-17206.1467,-3196.3367,1849.8873,-1173.9952,-18905.9653,-2520.4446,-21426.409900000002,13
11,-1703.5977,-17161.6296,-3242.8573,1856.3038,-1181.4835,-18865.2273,-2568.0370000000003,-21433.264299999995,13
12,-1716.7542,-17347.0098,-3030.6852,1846.5231,-1178.12,-19063.764,-2362.2820999999994,-21426.0461,13
13,-1705.6114,-17166.054,-3196.4137,1851.2859,-1190.6707,-18871.6654,-2535.7985,-21407.463900000002,13
14,-1658.5517,-17235.8213,-3175.8233,1851.8245,-1188.8631,-18894.373,-2512.8619,-21407.2349,13
15,-1684.8121,-17337.9157,-3086.7616,1850.5535,-1196.3701,-19022.7278,-2432.5782,-21455.305999999997,13
16,-1675.1623,-17315.8496,-3135.5614,1861.4919,-1210.9079,-18991.0119,-2484.9773999999998,-21475.989299999997,13
17,-1704.6777,-17245.0038,-3152.0822,1856.1148,-1197.2308,-18949.6815,-2493.1982,-21442.8797,13
18,-1701.1144,-17248.504,-3187.9805,1855.3494,-1201.0078,-18949.6184,-2533.6389,-21483.2573,13
19,-1734.3403,-17189.2017,-3151.7272,1855.9117,-1192.9839,-18923.542,-2488.7994,-21412.3414,13
