Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-0.1680999999999102,-41.972499999999684,41.31840000000008,0.5692000000000235,0.3138999999998475,-42.140599999998926,42.20150000000018,0.060900000001765875,31
1,-0.17569999999997776,-39.823900000000094,39.190000000000396,0.5691999999998814,0.3334000000001822,-39.99960000000078,40.09260000000046,0.09299999999927877,31
2,-0.2482000000001392,-41.211200000000645,40.64420000000018,0.5693000000000268,0.4826999999999373,-41.45939999999848,41.69620000000015,0.23680000000160817,31
3,-0.27709999999988355,-45.08640000000037,44.464600000000075,0.569200000000194,0.6232000000000824,-45.36350000000209,45.65700000000015,0.2934999999985166,31
4,-0.22630000000004458,-43.341500000002895,42.672499999999786,0.5691999999998245,0.46720000000007644,-43.567800000001625,43.70889999999969,0.14109999999755019,31
5,-0.1875,-36.5478000000013,35.97509999999983,0.5691999999998529,0.33540000000016335,-36.73529999999994,36.87969999999984,0.1444000000003598,31
6,-0.1311000000002167,-37.28959999999881,36.67800000000011,0.5692000000001372,0.22769999999982815,-37.42069999999853,37.474900000000076,0.05420000000287928,31
7,-0.1809000000000509,-39.58109999999783,38.96009999999973,0.5691999999999382,0.32030000000003156,-39.76199999999494,39.84959999999967,0.08760000000256696,31
8,-0.10000000000002984,-36.527800000000695,35.954800000000034,0.5692000000000519,0.16760000000019204,-36.62779999999964,36.69160000000028,0.06380000000251584,31
9,-0.09460000000009217,-37.56489999999866,36.975300000000175,0.5691999999998814,0.1589000000001306,-37.659500000000776,37.70339999999996,0.04389999999966676,31
10,-0.0819999999999439,-31.595199999999465,31.090500000000276,0.5691999999997961,0.1376999999997679,-31.677199999998038,31.797399999999612,0.12020000000745767,31
11,-0.05659999999993914,-35.44099999999878,34.871199999999874,0.5691000000000486,0.09450000000006753,-35.497599999998044,35.53480000000002,0.037200000006464506,31
12,-0.052199999999878344,-30.503399999999033,30.029799999999796,0.5691999999999098,0.08629999999999427,-30.555599999999117,30.685300000000154,0.12970000000291293,31
13,-0.05590000000012196,-30.749599999998622,30.132399999999933,0.5691000000001907,0.09140000000007831,-30.805499999999483,30.792899999999975,-0.012599999999110878,31
14,-0.09299999999994668,-34.2080000000002,33.69899999999976,0.5691999999998814,0.15819999999988,-34.30100000000357,34.426399999999745,0.12540000000024065,31
15,-0.07650000000005264,-34.38680000000119,33.89839999999987,0.5692999999999984,0.12770000000014647,-34.463300000002846,34.59540000000024,0.1320999999968535,31
16,-0.09120000000002193,-29.563700000001006,29.175699999999694,0.5691999999999098,0.15070000000021366,-29.654899999998293,29.895599999999604,0.24070000000358505,31
17,-0.10940000000000794,-44.47949999999969,43.58530000000019,0.5693000000000836,0.18919999999994275,-44.58889999999877,44.34380000000044,-0.24510000000020682,31
18,-0.12840000000018392,-41.22000000000014,40.572000000000116,0.5692000000001656,0.22609999999990293,-41.34839999999963,41.36729999999994,0.018899999998438943,31
19,-0.1780000000000186,-39.04859999999894,38.447999999999865,0.5692000000001372,0.3207000000001585,-39.22659999999985,39.33790000000016,0.11130000000252949,31
