Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-30.5384,-434.6062,-285.8369,11.221899839999999,-465.1446,-274.61500016,-739.7596001600001,22
1,-29.7306,-432.2273,-290.036,11.62544616,-461.9579,-278.41055384,-740.3684538399999,22
2,-26.0569,-432.5698,-284.5939,11.7460152,-458.62669999999997,-272.84788480000003,-731.4745848,22
3,-27.6664,-429.8858,-290.3042,12.10290984,-457.5522,-278.20129016,-735.75349016,22
4,-32.3707,-431.5354,-290.065,11.76933744,-463.9061,-278.29566256,-742.20176256,22
5,-30.4387,-419.2902,-289.2802,11.27777688,-449.7289,-278.00242312,-727.73132312,22
6,-35.6217,-450.574,-276.3888,11.098925999999999,-486.1957,-265.289874,-751.4855739999999,22
7,-28.9406,-448.2364,-270.1221,11.00722392,-477.177,-259.11487608,-736.29187608,22
8,-37.4897,-443.5167,-280.3647,10.96472664,-481.0064,-269.39997336000005,-750.4063733600001,22
9,-35.0958,-446.6055,-271.8672,11.03683104,-481.7013,-260.83036896000004,-742.53166896,22
10,-27.4498,-446.9282,-282.7022,11.587541759999999,-474.378,-271.11465824,-745.49265824,22
11,-31.6282,-450.7071,-277.8324,11.47244184,-482.3353,-266.35995816,-748.69525816,22
12,-30.4002,-453.0187,-275.2971,11.440763279999999,-483.4189,-263.85633672,-747.2752367200001,22
13,-29.8439,-456.966,-269.6577,11.17971,-486.8099,-258.47799,-745.28789,22
14,-29.1207,-444.5244,-275.8665,11.31602832,-473.6451,-264.55047168,-738.1955716800001,22
15,-35.3266,-450.1066,-265.9078,11.18942496,-485.4332,-254.71837504,-740.15157504,22
16,-38.4801,-441.8658,-270.1678,11.00030544,-480.3459,-259.16749456,-739.5133945599999,22
17,-30.1065,-458.4028,-269.2645,11.27279304,-488.5093,-257.99170696,-746.5010069599999,22
18,-34.0029,-471.3604,-264.9869,11.00296944,-505.36330000000004,-253.98393056,-759.3472305600001,22
19,-28.4678,-455.4369,-267.7096,11.39171688,-483.9047,-256.31788312000003,-740.22258312,22
