Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-33.7827,-467.471,-267.775,11.42256024,-501.2537,-256.35243976,-757.6061397599999,27
1,-32.9907,-435.5848,-295.7268,11.699500319999999,-468.5755,-284.02729968000006,-752.6027996800001,27
2,-31.7524,-436.2501,-296.3612,11.624949359999999,-468.0025,-284.73625064,-752.73875064,27
3,-33.053,-432.3398,-292.3806,11.61981,-465.3928,-280.76079000000004,-746.15359,27
4,-27.8604,-447.014,-287.871,11.62712304,-474.87440000000004,-276.24387695999997,-751.11827696,27
5,-31.6068,-441.7378,-289.9607,11.67131736,-473.3446,-278.28938264,-751.63398264,27
6,-32.1623,-442.5072,-295.2896,11.17658952,-474.6695,-284.11301048,-758.78251048,27
7,-34.4881,-433.4112,-294.8745,11.59113312,-467.89930000000004,-283.28336688,-751.18266688,27
8,-32.5855,-430.0643,-289.1004,11.1600324,-462.6498,-277.9403676,-740.5901676,27
9,-32.2846,-440.3018,-287.4483,11.237441039999998,-472.5864,-276.21085896,-748.79725896,27
10,-37.6161,-456.4975,-270.2395,11.070198719999999,-494.1136,-259.16930128,-753.28290128,27
11,-30.249,-456.7562,-269.5122,10.8913212,-487.0052,-258.6208788,-745.6260788,27
12,-35.839,-459.674,-271.2941,10.71755712,-495.513,-260.57654288000003,-756.08954288,27
13,-37.2083,-451.8441,-278.0951,10.9260036,-489.05240000000003,-267.1690964,-756.2214964000001,27
14,-35.1695,-467.71,-269.4636,10.98113904,-502.8795,-258.48246095999997,-761.36196096,27
15,-33.561,-436.2057,-279.9291,10.968626879999999,-469.76669999999996,-268.96047312,-738.72717312,27
16,-38.541,-433.5391,-289.7892,10.83502584,-472.0801,-278.95417416,-751.0342741600001,27
17,-38.3931,-449.2955,-274.3752,10.79337096,-487.6886,-263.58182904,-751.2704290400001,27
18,-35.625,-443.4313,-275.2581,10.7899128,-479.0563,-264.4681872,-743.5244872,27
19,-34.0692,-444.3546,-279.7409,11.35250928,-478.4238,-268.38839072,-746.81219072,27
