Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-138.6411000000001,-373.2010999999997,410.2148,-98.62740000000011,189.12299999999993,-511.842199999998,500.7103999999996,-11.131799999995224,1
1,-152.49479999999994,-379.323499999998,414.7133999999999,-101.23100000000005,187.27540000000005,-531.818299999997,500.75780000000015,-31.060499999999138,1
2,-145.91789999999995,-370.51369999999974,406.83999999999975,-100.50809999999987,185.23460000000017,-516.4316000000013,491.5664999999998,-24.86510000000112,1
3,-145.85079999999988,-388.8700999999995,434.32070000000004,-100.4938,187.4658000000001,-534.7208999999968,521.2927000000004,-13.428200000000857,1
4,-150.16639999999995,-382.824700000002,420.1163,-100.04499999999987,188.7391,-532.9911000000016,508.8104000000002,-24.180700000004208,1
5,-143.1110000000002,-380.4247999999998,413.6352999999998,-100.55529999999987,186.53580000000008,-523.5357999999998,499.61580000000004,-23.92000000000428,1
6,-146.23350000000002,-363.508999999999,408.6658000000002,-99.2983999999998,184.4105,-509.74249999999813,493.77790000000016,-15.964599999993197,1
7,-148.44199999999995,-378.7859000000001,427.59209999999985,-99.72839999999985,187.28650000000005,-527.2278999999987,515.1502,-12.07770000000005,1
8,-149.9473000000001,-367.94160000000136,413.8365999999998,-101.73189999999985,188.99920000000003,-517.8889000000033,501.1039000000002,-16.785000000006676,1
9,-147.6817,-392.6695000000023,422.6856000000001,-100.2953,188.07069999999996,-540.3512000000035,510.46100000000024,-29.89020000000869,1
10,-149.53379999999996,-352.89009999999877,405.94140000000004,-100.30009999999996,184.37759999999983,-502.4238999999965,490.01890000000014,-12.404999999994516,1
11,-145.12119999999987,-359.2503999999993,405.29120000000023,-100.0827999999999,186.08229999999995,-504.3715999999964,491.29070000000047,-13.08089999999504,1
12,-141.92929999999987,-368.7729999999989,407.7555000000002,-101.04189999999991,185.61260000000004,-510.7022999999997,492.32620000000037,-18.376100000000292,1
13,-151.68970000000013,-385.5634000000002,438.0531000000002,-98.95809999999986,186.3116,-537.2531000000015,525.4066000000006,-11.846500000002607,1
14,-152.4353999999999,-357.17910000000177,405.79360000000025,-100.56470000000002,186.77630000000005,-509.614500000001,492.00520000000006,-17.60930000000326,1
15,-149.2795,-334.3162000000004,382.45790000000034,-100.23870000000011,187.397,-483.5956999999988,469.6162000000002,-13.979499999999916,1
16,-142.77999999999992,-378.2475999999985,419.9508999999998,-101.81680000000003,189.2049999999998,-521.0275999999977,507.3391000000001,-13.688499999997703,1
17,-147.3263000000001,-353.1902999999995,398.92969999999997,-101.33489999999998,188.30329999999998,-500.51659999999737,485.8981,-14.61849999999913,1
18,-133.91280000000015,-330.82479999999885,379.98089999999996,-97.4131000000001,184.48170000000022,-464.7375999999995,467.0495000000003,2.3118999999991274,1
19,-148.9881000000002,-355.5901000000015,410.1448,-97.86679999999993,188.07460000000003,-504.57820000000146,500.3526000000001,-4.225599999999531,1
0,-143.37199999999999,-367.1761,410.6928000000002,-98.91099999999989,187.5821,-510.5481000000014,499.36390000000074,-11.184200000000715,2
1,-142.82139999999995,-371.2564999999979,411.8202000000003,-101.11749999999986,186.83610000000004,-514.0778999999973,497.5388000000005,-16.539099999995756,2
2,-147.27480000000014,-389.6000000000029,440.5015,-100.40870000000007,186.81890000000004,-536.8748000000023,526.9117000000002,-9.963100000005397,2
3,-146.92909999999995,-370.58119999999997,426.4045,-96.62409999999997,186.2253,-517.5103000000001,516.0057000000002,-1.5045999999977084,2
4,-140.9829000000001,-355.73939999999993,404.64639999999986,-97.73919999999998,186.46730000000002,-496.7222999999973,493.37449999999967,-3.3478000000003476,2
5,-145.21500000000006,-369.55359999999945,419.7598999999999,-98.29660000000018,186.5635,-514.7685999999966,508.0268,-6.741799999993873,2
6,-145.3147,-377.928399999999,420.97429999999997,-100.95690000000008,190.3543000000001,-523.2431000000006,510.37170000000003,-12.871400000000563,2
7,-148.83530000000002,-374.70880000000005,427.3451999999999,-97.99430000000001,186.69810000000024,-523.5441000000035,516.049,-7.495100000006801,2
8,-143.58499999999992,-381.6568999999994,446.6734000000001,-100.13470000000015,185.38290000000012,-525.2418999999966,531.9216000000001,6.679700000004914,2
9,-146.2114999999999,-404.62450000000155,451.7300999999998,-99.73310000000001,188.45379999999986,-550.8360000000014,540.4507999999998,-10.385200000001078,2
10,-134.1054,-386.1570000000024,433.99770000000024,-94.49300000000005,182.396,-520.262400000003,521.9007000000001,1.638299999999731,2
11,-131.48949999999988,-363.4349999999972,411.9452000000001,-95.74519999999981,182.24670000000003,-494.92449999999934,498.4467000000001,3.522200000002954,2
12,-135.63400000000007,-393.3509000000006,440.0179999999999,-93.71340000000018,182.99769999999984,-528.9849000000002,529.3022999999998,0.31740000000274904,2
13,-137.34590000000009,-387.80060000000077,443.8121999999998,-94.54030000000006,183.19270000000006,-525.146500000002,532.4646,7.318099999998367,2
14,-133.8703,-343.20269999999994,393.65419999999983,-96.32640000000009,182.15799999999984,-477.07300000000106,479.4857999999996,2.4128000000021075,2
15,-121.96320000000009,-329.51200000000017,372.5301,-91.97940000000011,181.2767,-451.4751999999989,461.82739999999944,10.352200000002426,2
16,-125.16269999999986,-327.28310000000243,379.2590000000001,-92.39999999999984,182.0810999999999,-452.4458000000041,468.9401,16.494299999994837,2
17,-129.66429999999986,-347.85679999999945,387.07219999999995,-95.26800000000003,180.2894000000002,-477.5210999999991,472.0935999999999,-5.42749999999819,2
18,-139.3031999999998,-385.8120999999993,438.6482999999998,-92.3857999999999,181.29730000000006,-525.1153000000021,527.5597999999998,2.4444999999943775,2
19,-138.79339999999982,-386.00789999999853,433.14680000000016,-93.39679999999998,180.08849999999984,-524.8012999999969,519.8384999999998,-4.9628000000008115,2
0,-132.06520000000012,-382.96749999999696,421.8826,-93.07560000000015,181.30319999999998,-515.0326999999952,510.11019999999985,-4.922499999994557,3
1,-136.7232,-374.6982000000005,423.7775,-94.73420000000004,180.02759999999998,-511.4214000000003,509.07089999999994,-2.3504999999989877,3
2,-139.2835,-326.26799999999974,382.35549999999995,-91.45020000000017,179.69900000000018,-465.55150000000185,470.60429999999997,5.05280000000073,3
3,-131.70090000000008,-327.5908999999987,385.2240000000003,-92.15420000000003,180.47960000000012,-459.2917999999993,473.5494000000004,14.257600000004686,3
4,-136.92300000000003,-335.38820000000015,385.7256999999998,-91.38399999999982,178.60230000000013,-472.31120000000243,472.9440000000001,0.632799999995882,3
5,-123.60329999999985,-349.99740000000315,385.33519999999965,-89.85320000000016,176.0714000000002,-473.6007000000032,471.5533999999999,-2.0472999999988133,3
6,-129.18480000000008,-348.0052000000007,399.2512999999999,-90.06109999999998,178.46140000000008,-477.1899999999996,487.6516000000002,10.461599999996452,3
7,-137.622,-346.28719999999936,405.1373999999999,-93.72279999999998,178.59270000000004,-483.9091999999969,490.00729999999993,6.098100000009367,3
8,-134.90359999999987,-357.48040000000105,407.89280000000014,-93.17949999999996,179.34180000000015,-492.3840000000032,494.0551000000003,1.6710999999970682,3
9,-126.05900000000005,-346.8914000000015,394.4592000000001,-89.1490999999998,176.94209999999987,-472.9504000000022,482.25219999999996,9.301799999996888,3
10,-139.78819999999996,-339.27429999999725,396.4653000000001,-93.29300000000006,179.6726999999999,-479.062499999997,482.8450000000002,3.7825000000013915,3
11,-133.8977999999999,-335.20789999999835,394.46179999999976,-93.4629000000001,180.51200000000006,-469.1056999999953,481.5108999999995,12.405200000002878,3
12,-128.06900000000007,-330.4586000000018,388.49730000000005,-92.7589999999999,179.30229999999997,-458.5275999999994,475.0405999999999,16.513000000005945,3
13,-136.767,-310.75470000000075,384.0285999999997,-95.37190000000007,182.30469999999997,-447.5216999999996,470.96139999999957,23.43970000000172,3
14,-128.53020000000004,-313.11539999999684,375.2193999999999,-92.48499999999996,179.1907,-441.6455999999969,461.9250999999997,20.279500000000667,3
15,-126.43740000000011,-317.2304000000002,380.80900000000014,-92.05499999999986,176.9886000000002,-443.66779999999875,465.74260000000066,22.074800000001915,3
16,-123.96380000000002,-311.1427000000016,368.4094999999998,-90.26890000000014,172.6673,-435.1065000000005,450.8078999999997,15.70139999999833,3
17,-118.12090000000003,-321.5164000000012,381.6464,-89.20099999999985,175.71070000000003,-439.6372999999992,468.1561,28.518800000000056,3
18,-126.64719999999997,-318.17460000000085,371.9081,-90.30199999999999,176.49529999999996,-444.82180000000125,458.1014000000004,13.279600000001892,3
19,-122.61599999999997,-292.722999999998,354.30740000000003,-88.5444,172.87510000000003,-415.33899999999915,438.63810000000007,23.299099999999953,3
0,-110.64619999999988,-283.2078000000005,333.14090000000004,-85.33130000000014,162.9035,-393.8540000000015,410.71310000000034,16.859099999993305,4
1,-118.83600000000015,-308.9250000000008,363.6215,-86.37079999999997,166.83729999999983,-427.7610000000017,444.0880000000001,16.32699999999761,4
2,-109.59,-306.881199999997,351.26990000000006,-87.63249999999985,168.92930000000004,-416.47119999999495,432.5667,16.09550000000138,4
3,-103.83090000000016,-332.923699999999,371.7478999999999,-87.36310000000017,163.79289999999997,-436.75460000000004,448.17769999999996,11.423100000000886,4
4,-117.95890000000009,-276.3510999999998,340.9951999999998,-87.38669999999985,170.17070000000004,-394.31000000000034,423.7791999999997,29.46920000000216,4
5,-110.45010000000018,-304.7631000000034,362.36890000000034,-87.60879999999995,166.13880000000017,-415.2132000000036,440.89890000000037,25.6856999999967,4
6,-109.39940000000004,-286.8013000000005,341.7402999999999,-84.04129999999998,162.97790000000003,-396.20070000000237,420.67689999999993,24.47619999999756,4
7,-112.31579999999997,-268.8679999999985,309.95179999999976,-84.98630000000003,162.85289999999986,-381.1838000000001,387.8183999999996,6.63460000000498,4
8,-111.01879999999994,-313.78920000000227,358.18270000000024,-83.73420000000013,161.69549999999998,-424.8080000000013,436.14400000000035,11.335999999995465,4
9,-114.12839999999997,-319.3693999999968,361.2045000000002,-87.41970000000009,166.23079999999993,-433.497799999994,440.0156000000003,6.517800000006787,4
10,-117.39090000000019,-291.6212999999987,344.8369000000001,-88.56790000000001,166.94389999999999,-409.01219999999773,423.21290000000033,14.200700000002143,4
11,-111.07039999999998,-302.1766999999999,348.7484000000001,-84.87290000000004,162.9977,-413.2471000000006,426.87320000000034,13.626099999997336,4
12,-118.64719999999997,-271.41579999999874,329.2849000000002,-85.97389999999999,164.8839999999999,-390.06300000000147,408.19500000000016,18.132000000001426,4
13,-117.29110000000006,-264.90890000000235,320.7881000000001,-83.71539999999993,163.25740000000013,-382.2000000000013,400.33009999999985,18.130099999997583,4
14,-115.13129999999992,-267.58579999999756,317.28359999999975,-81.21109999999987,161.88850000000008,-382.7170999999952,397.96099999999996,15.243900000001986,4
15,-111.91799999999992,-288.3253000000001,331.8833999999998,-83.6634,162.39300000000014,-400.2433000000014,410.6129999999997,10.369699999998375,4
16,-107.28419999999994,-282.23540000000116,321.39309999999995,-84.28230000000002,162.41380000000012,-389.5196000000002,399.52459999999985,10.004999999999086,4
17,-119.95660000000002,-283.36009999999885,348.74799999999993,-87.85440000000003,168.18140000000014,-403.31670000000094,429.0750000000003,25.758299999998485,4
18,-116.6840999999998,-266.3422000000019,316.7098,-85.30770000000012,165.56740000000008,-383.0262999999985,396.9694999999999,13.94320000000198,4
19,-112.51249999999997,-265.04970000000066,313.2433000000002,-84.32960000000003,162.99850000000018,-377.56220000000246,391.9122000000003,14.350000000001955,4
