Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-39.4271,-451.252,-278.6542,135.6809,-133.5613,-490.6791,-276.53459999999995,-767.2136999999999,30
1,-35.5998,-456.3381,-270.3673,136.4416,-133.061,-491.9379,-266.98670000000004,-758.9246,30
2,-37.6819,-465.4438,-268.8157,133.9704,-130.9636,-503.1257,-265.8089,-768.9345999999999,30
3,-37.4672,-466.6598,-258.091,132.3025,-130.7632,-504.127,-256.5517,-760.6787,30
4,-34.4979,-461.4598,-264.2891,134.9958,-132.4495,-495.9577,-261.7428,-757.7004999999999,30
5,-44.0452,-446.5711,-269.1251,131.9765,-128.0884,-490.6163,-265.23699999999997,-755.8533,30
6,-34.6538,-530.2222,-202.1907,134.5422,-131.2819,-564.8760000000001,-198.9304,-763.8064000000002,30
7,-32.499,-496.4331,-230.351,132.4112,-130.1071,-528.9321,-228.0469,-756.979,30
8,-36.4261,-460.7197,-255.7333,134.1216,-130.0391,-497.1458,-251.6508,-748.7965999999999,30
9,-37.2858,-474.5277,-245.332,132.2978,-127.9858,-511.8135,-241.01999999999998,-752.8335000000001,30
10,-34.8217,-486.9668,-253.8555,131.0693,-129.0292,-521.7885,-251.8154,-773.6039000000001,30
11,-35.7187,-492.5238,-248.6132,133.2617,-129.617,-528.2425,-244.9685,-773.2109999999999,30
12,-38.0913,-476.3437,-255.0598,132.912,-130.7858,-514.4350000000001,-252.93359999999998,-767.3686,30
13,-41.744,-486.8771,-252.588,133.309,-129.8183,-528.6211,-249.0973,-777.7184,30
14,-37.4111,-469.1354,-266.1409,132.7798,-129.3899,-506.5465,-262.751,-769.2975,30
15,-37.6445,-462.1131,-265.3584,136.1581,-133.3309,-499.75759999999997,-262.5312,-762.2888,30
16,-35.9831,-464.8888,-266.0792,135.9549,-131.6628,-500.8719,-261.7871,-762.6590000000001,30
17,-32.2503,-484.9448,-253.3436,137.5378,-132.9995,-517.1951,-248.80530000000002,-766.0004,30
18,-38.6262,-477.603,-258.1032,132.9924,-128.443,-516.2292,-253.55380000000002,-769.783,30
19,-38.3865,-476.8066,-268.2055,134.9674,-131.8969,-515.1931,-265.135,-780.3281,30
