Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1734.2038,-17515.2296,-3547.628,1991.1742,-1322.2241,-19249.433399999998,-2878.6779,-22128.111299999997,26
1,-1765.5062,-17538.4614,-3478.9091,1981.0911,-1302.6532,-19303.9676,-2800.4712,-22104.4388,26
2,-1778.7248,-17480.3062,-3511.8178,1988.7125,-1303.2784,-19259.031,-2826.3836999999994,-22085.414699999998,26
3,-1713.2239,-17516.7608,-3488.0881,1996.2394,-1319.2768,-19229.9847,-2811.1255,-22041.110200000003,26
4,-1739.124,-17727.7542,-3350.494,1978.1427,-1297.3127,-19466.8782,-2669.6639999999998,-22136.542199999996,26
5,-1745.9189,-17625.9593,-3514.1505,1984.5356,-1312.0479,-19371.8782,-2841.6628,-22213.541,26
6,-1762.0324,-17578.1399,-3462.8955,1992.2704,-1314.5952,-19340.1723,-2785.2203,-22125.392599999996,26
7,-1739.2575,-17552.6951,-3516.8131,1986.7752,-1313.3515,-19291.9526,-2843.3894,-22135.342,26
8,-1755.6929,-17628.5401,-3451.5245,1976.0259,-1290.9417,-19384.233,-2766.4403,-22150.6733,26
9,-1751.4303,-17553.881,-3531.3445,1985.3341,-1302.7023,-19305.3113,-2848.7127,-22154.024,26
10,-1730.1858,-17508.5715,-3593.66,1989.563,-1315.9976,-19238.757299999997,-2920.0945999999994,-22158.851899999998,26
11,-1759.4067,-17540.3596,-3521.1458,1984.0442,-1294.268,-19299.7663,-2831.3696,-22131.135899999997,26
12,-1747.5577,-17486.9541,-3554.7939,1978.6435,-1293.0478,-19234.5118,-2869.1982000000003,-22103.710000000003,26
13,-1763.0938,-17499.2634,-3535.1588,1986.2508,-1303.8458,-19262.3572,-2852.7538000000004,-22115.110999999997,26
14,-1754.7652,-17444.1422,-3620.0999,1989.3031,-1303.2536,-19198.9074,-2934.0504,-22132.9578,26
15,-1760.966,-17559.3057,-3515.983,1990.1064,-1305.7541,-19320.2717,-2831.6307000000006,-22151.9024,26
16,-1768.1616,-17641.3851,-3437.4675,1983.6001,-1307.6307,-19409.5467,-2761.4981,-22171.0448,26
17,-1732.8409,-17652.9123,-3415.3595,1990.1111,-1317.3808,-19385.7532,-2742.6292,-22128.382399999995,26
18,-1755.5641,-17663.2176,-3426.6507,1978.36,-1290.7511,-19418.7817,-2739.0418,-22157.8235,26
19,-1745.1275,-17768.7863,-3399.8629,1981.7668,-1303.4899,-19513.9138,-2721.5860000000002,-22235.499799999998,26
