Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-35.2683,-447.5378,-270.876,136.7157,-135.6746,-482.8061,-269.83489999999995,-752.6410000000001,17
1,-34.4296,-439.0938,-274.4621,134.4382,-133.9683,-473.5234,-273.9922,-747.5156,17
2,-34.4282,-443.2509,-274.7712,136.0967,-134.6037,-477.6791,-273.2782,-750.9572999999999,17
3,-30.7589,-410.7488,-295.3005,134.7595,-134.817,-441.5077,-295.358,-736.8657,17
4,-33.4716,-416.0375,-295.0816,137.174,-136.5695,-449.50910000000005,-294.47709999999995,-743.9862,17
5,-30.145,-439.5587,-283.9564,138.9648,-137.7035,-469.70369999999997,-282.69509999999997,-752.3987999999999,17
6,-29.8148,-454.5392,-270.0324,139.116,-135.755,-484.354,-266.67139999999995,-751.0254,17
7,-33.6629,-423.3017,-284.5915,138.8041,-136.0676,-456.96459999999996,-281.855,-738.8195999999999,17
8,-33.1419,-445.934,-275.4819,136.6684,-134.7724,-479.07590000000005,-273.58590000000004,-752.6618000000001,17
9,-32.3624,-445.7001,-262.9613,136.47,-134.9104,-478.0625,-261.4017,-739.4641999999999,17
10,-33.6675,-444.8211,-282.4514,137.2212,-135.2976,-478.4886,-280.52779999999996,-759.0164000000001,17
11,-32.1189,-435.3453,-280.8111,136.6542,-136.7207,-467.4642,-280.87760000000003,-748.3418,17
12,-32.2259,-432.1987,-288.9749,137.0228,-135.5421,-464.4246,-287.4942,-751.9188,17
13,-28.1541,-438.4408,-290.6585,138.1096,-137.573,-466.59490000000005,-290.1219,-756.7168,17
14,-24.2066,-453.4635,-277.5963,140.6658,-140.4645,-477.6701,-277.395,-755.0651,17
15,-24.1609,-440.9028,-276.9531,142.655,-141.7022,-465.06370000000004,-276.00030000000004,-741.0640000000001,17
16,-26.5034,-446.0772,-269.662,141.9982,-139.9701,-472.5806,-267.6339,-740.2145,17
17,-33.4593,-448.3553,-271.2619,137.1267,-135.4897,-481.8146,-269.6249,-751.4395,17
18,-27.9759,-432.577,-278.1693,135.0289,-134.6537,-460.5529,-277.7941,-738.347,17
19,-33.1958,-462.989,-252.2212,136.0778,-135.9905,-496.1848,-252.1339,-748.3186999999999,17
