Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-33.9524,-445.0719,-262.2418,136.8196,-132.7147,-479.02430000000004,-258.13689999999997,-737.1612,23
1,-32.0039,-447.132,-270.5421,138.8797,-137.5783,-479.1359,-269.2407,-748.3765999999999,23
2,-35.6406,-448.7259,-266.468,138.3836,-133.3241,-484.36650000000003,-261.4085,-745.7750000000001,23
3,-32.8721,-440.1482,-262.799,137.4102,-134.935,-473.02029999999996,-260.3238,-733.3440999999998,23
4,-33.1703,-460.2055,-259.6616,136.8291,-133.8791,-493.37579999999997,-256.7116,-750.0873999999999,23
5,-34.7268,-452.9566,-264.0826,137.1551,-134.4872,-487.6834,-261.41470000000004,-749.0981000000002,23
6,-29.4429,-445.9379,-267.9273,137.2354,-134.7525,-475.3808,-265.4444,-740.8252,23
7,-33.064,-439.5673,-276.9764,137.6654,-135.5543,-472.6313,-274.86530000000005,-747.4966000000001,23
8,-28.5786,-451.6946,-267.6958,141.3934,-139.4705,-480.2732,-265.7729,-746.0461,23
9,-28.9283,-457.4162,-262.5765,138.8041,-138.0538,-486.3445,-261.8262,-748.1707,23
10,-27.7123,-451.4711,-275.8415,138.79,-137.313,-479.1834,-274.3645,-753.5479,23
11,-31.3423,-454.2778,-260.9057,137.037,-136.0713,-485.62010000000004,-259.94000000000005,-745.5601000000001,23
12,-32.9234,-443.6999,-268.1007,137.4622,-136.544,-476.62330000000003,-267.1825,-743.8058,23
13,-35.2517,-450.5264,-263.6723,135.5628,-132.5281,-485.7781,-260.6376,-746.4156999999999,23
14,-37.6507,-439.9487,-269.5593,136.1014,-131.7526,-477.59939999999995,-265.2105,-742.8099,23
15,-33.6266,-460.9427,-255.7405,133.7626,-132.7105,-494.5693,-254.6884,-749.2577,23
16,-31.1847,-467.9196,-254.7235,137.1645,-136.2354,-499.1043,-253.7944,-752.8987000000001,23
17,-33.642,-461.6554,-259.9624,135.0714,-134.1438,-495.2974,-259.0348,-754.3322000000001,23
18,-27.3686,-457.8206,-267.1534,135.0997,-133.215,-485.1892,-265.26869999999997,-750.4579,23
19,-36.6549,-461.0336,-255.3402,135.9455,-132.9044,-497.6885,-252.2991,-749.9875999999999,23
