Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-111.8041,-292.72199999999793,331.9993999999999,-15.634401840000006,-404.52609999999567,316.36499816,-88.16110183999433,5
1,-98.87419999999992,-265.4360999999994,302.8050000000004,-15.43321295999999,-364.3103000000011,287.3717870400003,-76.938512959999,5
2,-108.96620000000009,-255.51809999999904,309.85270000000037,-15.644255040000001,-364.4843000000005,294.2084449600002,-70.27585504000035,5
3,-111.1414999999999,-267.32509999999706,316.2721,-15.434930160000004,-378.46659999999696,300.8371698400002,-77.62943015999394,5
4,-107.63479999999998,-280.8249000000028,321.79240000000016,-15.114340800000006,-388.4597000000046,306.6780592000002,-81.78164080000352,5
5,-116.04350000000017,-298.31050000000204,347.65940000000006,-16.03100376000001,-414.3540000000047,331.62839624000037,-82.72560376000649,5
6,-110.29020000000003,-240.31089999999983,297.04700000000025,-15.463253520000013,-350.6010999999987,281.5837464800004,-69.01735351999514,5
7,-102.40490000000008,-256.5381999999981,298.5289000000001,-14.866318079999997,-358.9430999999979,283.66258192000015,-75.28051807999827,5
8,-111.0636999999999,-259.491700000001,309.6924999999998,-15.665347440000005,-370.55539999999905,294.02715255999976,-76.52824743999747,5
9,-102.45189999999997,-267.23750000000166,313.06469999999973,-14.96963736,-369.689400000003,298.0950626399995,-71.5943373600021,5
10,-105.69000000000003,-281.8502999999998,319.6743999999997,-15.100997039999994,-387.5403000000016,304.5734029599998,-82.96689704000221,5
11,-99.9683,-293.00470000000064,330.4519999999999,-15.768321120000007,-392.9729999999988,314.68367887999966,-78.28932112000189,5
12,-97.14209999999986,-296.5523000000017,332.3282999999999,-15.145781759999998,-393.6944000000027,317.1825182400001,-76.51188175999903,5
13,-104.9704000000001,-275.26610000000153,324.86740000000015,-15.048321120000004,-380.2365000000037,309.8190788800001,-70.41742112000543,5
14,-99.3143,-292.9823000000012,329.2809000000001,-15.201792000000006,-392.2966000000012,314.0791080000001,-78.21749200000329,5
15,-111.44050000000001,-280.05029999999806,327.6787000000002,-15.372016559999993,-391.49079999999833,312.3066834400005,-79.1841165599991,5
16,-104.76619999999998,-278.3394999999984,320.37030000000027,-15.40686456000001,-383.10569999999836,304.9634354400005,-78.14226455999915,5
17,-109.10150000000002,-257.0831000000027,307.06049999999993,-15.844714559999984,-366.18460000000385,291.21578543999993,-74.96881456000062,5
18,-116.22319999999993,-257.06489999999934,307.55089999999973,-15.594261840000001,-373.288100000002,291.9566381599998,-81.33146184000407,5
19,-113.30129999999996,-291.32890000000083,333.7262999999999,-15.74026272000001,-404.63019999999943,317.9860372799997,-86.64416271999607,5
