Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-108.18930000000006,-290.32209999999935,334.70530000000014,-15.881606639999994,-398.5114000000001,318.82369336000056,-79.6877066400009,6
1,-95.63099999999994,-268.8633000000009,305.4726000000001,-15.475114800000002,-364.4943000000011,289.99748520000026,-74.49681480000118,6
2,-104.32310000000004,-263.2839999999991,311.07360000000006,-15.257344319999996,-367.6070999999964,295.81625568,-71.79084431999331,6
3,-99.7244,-288.66960000000097,326.3500999999999,-14.745366720000007,-388.39400000000006,311.60473327999966,-76.78926671999943,6
4,-103.66599999999984,-269.69189999999946,315.40009999999995,-15.09046056,-373.35789999999974,300.30963943999967,-73.04826055999786,6
5,-107.85969999999989,-263.08509999999853,307.9633000000001,-14.829703920000002,-370.9447999999989,293.13359608,-77.81120392000025,6
6,-97.00940000000017,-295.1024000000002,336.91730000000007,-15.167754,-392.11179999999877,321.74954599999984,-70.36225399999807,6
7,-101.75940000000014,-271.65040000000107,311.67110000000014,-14.604052319999994,-373.4097999999996,297.06704768,-76.34275232000277,6
8,-107.54279999999991,-261.8177999999999,309.63939999999997,-14.89917239999999,-369.360599999998,294.74022759999986,-74.62037239999904,6
9,-105.02890000000005,-283.3676999999981,327.3177999999998,-15.094571040000021,-388.396599999999,312.22322895999935,-76.17337103999967,6
10,-93.5729,-292.05710000000033,333.30229999999995,-15.148417679999989,-385.6300000000019,318.1538823200001,-67.4761176799991,6
11,-99.52920000000009,-289.94019999999716,333.08009999999996,-14.807824559999995,-389.4693999999973,318.2722754399996,-71.19712455999263,6
12,-97.44600000000017,-279.99319999999983,331.87799999999964,-14.782890240000008,-377.4391999999996,317.09510975999984,-60.34409023999876,6
13,-98.31880000000002,-279.5786999999987,318.67029999999994,-15.077276640000003,-377.8975000000008,303.5930233600001,-74.30447663999985,6
14,-93.73779999999995,-292.7500999999995,330.9657999999998,-14.39937071999999,-386.4879000000006,316.5664292799999,-69.92147071999841,6
15,-95.53549999999987,-293.7832999999996,335.3006999999999,-14.529551039999996,-389.31880000000217,320.7711489600001,-68.54765104000069,6
16,-90.20649999999993,-285.3289000000017,320.59029999999984,-14.395934159999994,-375.53540000000277,306.1943658399999,-69.34103416000278,6
17,-101.73190000000017,-268.22419999999954,318.3852000000001,-13.758973920000013,-369.95609999999994,304.62622608,-65.32987392000132,6
18,-101.87240000000006,-278.6095000000003,326.78249999999986,-14.252112720000001,-380.4818999999983,312.53038728,-67.95151271999964,6
19,-97.34859999999989,-287.95299999999975,315.4575000000002,-13.445176320000005,-385.301600000001,302.01232368000024,-83.28927632000114,6
