Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1661.3922,-17121.4103,-3216.6395,1875.974,-1228.5799,-18782.802499999998,-2569.2454000000002,-21352.0479,29
1,-1711.7038,-17272.2697,-3069.8773,1870.2709,-1217.3705,-18983.9735,-2416.9769,-21400.9504,29
2,-1667.0734,-17300.8119,-3083.1663,1870.7009,-1211.2607,-18967.8853,-2423.7261,-21391.6114,29
3,-1697.8714,-17142.8,-3188.8266,1869.118,-1207.1055,-18840.6714,-2526.8140999999996,-21367.485500000003,29
4,-1676.944,-17303.7701,-3059.9015,1869.7559,-1205.1023,-18980.7141,-2395.2479,-21375.962,29
5,-1701.0702,-17241.1378,-3099.1511,1864.6293,-1205.3615,-18942.208,-2439.8833,-21382.091299999996,29
6,-1691.0402,-17158.2616,-3187.8006,1864.8277,-1198.9319,-18849.3018,-2521.9048000000003,-21371.206599999998,29
7,-1689.67,-17128.1342,-3204.1671,1860.1453,-1201.3452,-18817.8042,-2545.367,-21363.171199999997,29
8,-1675.801,-17355.2594,-3090.9496,1860.5989,-1203.9617,-19031.0604,-2434.3124,-21465.372799999997,29
9,-1665.8176,-17154.7504,-3201.7571,1866.3823,-1196.7088,-18820.568,-2532.0836,-21352.651599999997,29
10,-1712.1859,-17089.1702,-3227.0041,1863.07,-1199.3856,-18801.3561,-2563.3197,-21364.675800000005,29
11,-1697.1126,-17103.0648,-3235.3841,1863.6323,-1206.4698,-18800.1774,-2578.2216000000003,-21378.398999999998,29
12,-1658.2837,-17155.7855,-3219.3697,1869.4866,-1216.0547,-18814.0692,-2565.9378,-21380.007,29
13,-1690.8667,-17185.2798,-3208.7352,1874.4715,-1210.8777,-18876.1465,-2545.1414,-21421.2879,29
14,-1692.7958,-17177.8186,-3205.0779,1869.066,-1208.4826,-18870.6144,-2544.4945000000002,-21415.1089,29
15,-1636.555,-17274.553,-3102.8214,1868.3431,-1198.6735,-18911.108,-2433.1517999999996,-21344.259800000003,29
16,-1713.3462,-17063.876,-3215.2018,1854.6028,-1178.1266,-18777.2222,-2538.7255999999998,-21315.947799999998,29
17,-1728.435,-17073.4477,-3220.9548,1862.0164,-1197.4397,-18801.882700000002,-2556.3781,-21358.2608,29
18,-1672.089,-17096.6432,-3293.9599,1868.4424,-1205.8533,-18768.7322,-2631.3707999999997,-21400.103,29
19,-1680.6386,-17056.6558,-3236.371,1866.7555,-1201.6785,-18737.2944,-2571.294,-21308.5884,29
