GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1720.7628,-17635.7728,-3581.1054,96.37321824,-19356.5356,-3484.73218176,-22841.267781759998
1,-1707.177,-17535.4894,-3660.2966,97.19225064,-19242.6664,-3563.10434936,-22805.77074936
2,-1740.4816,-17574.5151,-3633.5326,94.41834263999999,-19314.9967,-3539.11425736,-22854.110957359997
3,-1708.767,-17677.4059,-3530.1477,94.49678016,-19386.1729,-3435.65091984,-22821.823819840003
4,-1720.5799,-17618.8094,-3592.8169,96.14986992,-19339.3893,-3496.6670300799997,-22836.056330080002
5,-1744.2373,-17692.0948,-3548.6347,95.44484088,-19436.3321,-3453.18985912,-22889.521959119997
6,-1699.7523,-17751.6863,-3503.2482,94.68364104,-19451.4386,-3408.56455896,-22860.003158960004
7,-1696.8155,-17628.1733,-3528.8809,96.66866088,-19324.9888,-3432.21223912,-22757.20103912
8,-1742.1354,-17671.9467,-3504.6482,95.35550831999998,-19414.0821,-3409.29269168,-22823.37479168
9,-1755.1423,-17641.1624,-3544.7181,95.50742184,-19396.3047,-3449.21067816,-22845.51537816
10,-1707.0478,-17582.3873,-3588.1539,95.79940631999999,-19289.4351,-3492.35449368,-22781.78959368
11,-1724.0118,-17679.1014,-3544.4252,94.64431895999999,-19403.1132,-3449.78088104,-22852.89408104
12,-1746.613,-17720.4163,-3516.6569,94.21172712,-19467.029300000002,-3422.44517288,-22889.474472880003
13,-1683.5016,-17715.7525,-3544.5222,95.29649064,-19399.2541,-3449.22570936,-22848.479809359997
14,-1725.4461,-17558.8939,-3620.0265,95.85091367999999,-19284.34,-3524.17558632,-22808.51558632
15,-1732.5962,-17607.6403,-3688.1072,96.48925344,-19340.2365,-3591.61794656,-22931.85444656
16,-1739.3821,-17640.2831,-3601.8749,95.45152752,-19379.6652,-3506.4233724799997,-22886.08857248
17,-1713.7306,-17536.6276,-3685.3012,96.20151984,-19250.3582,-3589.09968016,-22839.457880159996
18,-1696.8124,-17571.6031,-3618.7467,95.25775176,-19268.4155,-3523.4889482400004,-22791.90444824
19,-1741.2245,-17682.2304,-3564.0402,95.56974072,-19423.4549,-3468.47045928,-22891.92535928

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1682.4958,-17149.3532,-3338.6789,85.34904048,-18831.849000000002,-3253.32985952,-22085.17885952
1,-1669.2641,-17057.3303,-3408.2062,86.3565516,-18726.5944,-3321.8496484,-22048.4440484
2,-1700.6556,-17114.2482,-3363.6678,83.55123072,-18814.9038,-3280.11656928,-22095.02036928
3,-1666.7569,-17191.272,-3280.9192,84.02906808,-18858.0289,-3196.89013192,-22054.919031920002
4,-1679.4356,-17150.7056,-3336.1313,85.7457936,-18830.141200000002,-3250.3855064,-22080.526706400004
5,-1698.2909,-17217.1975,-3288.3853,85.0380012,-18915.4884,-3203.3472988,-22118.835698799998
6,-1658.7746,-17272.6337,-3242.3223,84.75914879999999,-18931.4083,-3157.5631512,-22088.9714512
7,-1656.442,-17163.3695,-3260.8836,85.70014056,-18819.8115,-3175.18345944,-21994.994959440002
8,-1701.0327,-17227.0002,-3231.8008,85.0596516,-18928.0329,-3146.7411484,-22074.7740484
9,-1711.3207,-17193.3002,-3269.8701,84.8869308,-18904.6209,-3184.9831692000002,-22089.604069200002
10,-1665.7906,-17133.4919,-3321.1859,85.7788956,-18799.2825,-3235.4070044,-22034.6895044
11,-1682.2192,-17230.5391,-3269.6986,84.58220232,-18912.7583,-3185.1163976800003,-22097.87469768
12,-1709.9683,-17260.3322,-3253.4511,83.79902808,-18970.3005,-3169.6520719200003,-22139.952571920003
13,-1648.4241,-17257.2202,-3263.1244,84.44041487999999,-18905.6443,-3178.68398512,-22084.328285120002
14,-1689.9541,-17123.8819,-3334.7965,84.78943344,-18813.836,-3250.00706656,-22063.84306656
15,-1692.5546,-17159.113,-3398.825,85.64208047999999,-18851.6676,-3313.18291952,-22164.85051952
16,-1697.3567,-17187.0789,-3328.5069,84.92809608,-18884.4356,-3243.5788039199997,-22128.014403920002
17,-1672.5801,-17085.2032,-3415.7198,86.12027136,-18757.7833,-3329.59952864,-22087.38282864
18,-1657.7535,-17115.3998,-3350.7963,84.92032584,-18773.153299999998,-3265.87597416,-22039.02927416
19,-1701.6776,-17221.6481,-3300.7559,85.3203636,-18923.325699999998,-3215.4355364000003,-22138.761236399998

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-38.2463,-473.8405,-255.0196,11.02417776,-512.0868,-243.99542223999998,-756.08222224
1,-37.891,-458.4879,-271.7405,10.83569904,-496.37890000000004,-260.90480096,-757.28370096
2,-39.8095,-444.8345,-285.2797,10.86711264,-484.644,-274.41258736,-759.0565873600001
3,-41.9929,-468.9898,-266.3475,10.46771208,-510.9827,-255.87978792,-766.8624879200001
4,-41.1158,-453.1323,-271.6719,10.4040756,-494.24809999999997,-261.2678244,-755.5159243999999
5,-45.9226,-457.7836,-277.3537,10.40683896,-503.70619999999997,-266.94686104,-770.65306104
6,-40.9568,-464.0464,-275.9187,9.92449224,-505.0032,-265.99420776,-770.9974077600001
7,-40.3547,-450.9071,-281.8758,10.96852032,-491.2618,-270.90727968000004,-762.16907968
8,-41.0788,-436.0091,-281.8221,10.29585672,-477.0879,-271.52624327999996,-748.61414328
9,-43.7996,-442.2378,-280.5209,10.62049104,-486.0374,-269.90040896,-755.9378089599999
10,-41.2357,-443.8574,-272.0504,10.020511439999998,-485.0931,-262.02988856,-747.1229885600001
11,-41.768,-444.8411,-278.5151,10.06211592,-486.6091,-268.45298408,-755.06208408
12,-36.6112,-459.3017,-264.1109,10.41269904,-495.9129,-253.69820096,-749.6111009599999
13,-35.0587,-456.1162,-283.8731,10.85607576,-491.1749,-273.01702424,-764.19192424
14,-35.4626,-435.0297,-285.339,11.06148024,-470.4923,-274.27751976,-744.76981976
15,-40.0177,-447.1376,-290.7588,10.84717296,-487.1553,-279.91162704,-767.06692704
16,-42.0015,-447.8206,-278.8134,10.52343144,-489.82210000000003,-268.28996856,-758.1120685600001
17,-41.1311,-443.0313,-278.0102,10.08124848,-484.1624,-267.92895152,-752.09135152
18,-39.038,-450.0373,-274.1654,10.33742592,-489.0753,-263.82797408,-752.9032740800001
19,-39.5284,-451.9073,-271.9737,10.24937712,-491.4357,-261.72432288,-753.16002288

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-0.020700000000054786,-12.579099999997425,12.593099999999964,0.0,-12.59979999999723,12.593099999999879,-0.006699999996499173
1,-0.021899999999810404,-19.6711999999971,19.650099999999952,-5.329070518200751e-15,-19.693099999996434,19.65010000000018,-0.04299999999852844
2,-0.01650000000002194,-15.432399999998722,15.41490000000016,-7.200000151641461e-07,-15.44889999999964,15.414899279999986,-0.034000719998175555
3,-0.01719999999996702,-17.14410000000072,17.118999999999858,-1.7763568394002505e-15,-17.16130000000021,17.119000000000028,-0.04230000000052314
4,-0.028499999999930026,-14.97149999999715,14.986300000000199,7.200000009532914e-07,-14.999999999997101,14.986300720000258,-0.013699279998718339
5,-0.023800000000036903,-17.113700000000563,17.104299999999853,7.200000045060051e-07,-17.137500000001296,17.104300719999685,-0.03319927999882566
6,-0.020900000000139585,-15.006200000002707,14.992799999999818,7.105427357601002e-15,-15.027100000002179,14.992800000000102,-0.034300000004691356
7,-0.018799999999920658,-13.89669999999785,13.878500000000031,1.0658141036401503e-14,-13.915499999999383,13.878500000000201,-0.03699999999605552
8,-0.023899999999912325,-8.937400000001844,8.97469999999987,-1.0658141036401503e-14,-8.961300000001302,8.9746999999997,0.013400000000274304
9,-0.02199999999999136,-5.624399999999582,5.672900000000027,5.329070518200751e-15,-5.646399999998891,5.6729000000001975,0.02650000000392083
10,-0.02150000000001029,-5.0379999999976235,5.082400000000177,-7.200000080587188e-07,-5.059499999997627,5.082399280000118,0.022899279999819555
11,-0.024599999999992406,-3.7211999999977934,3.788500000000056,7.199999991769346e-07,-3.7457999999984395,3.7885007200001724,0.04270071999758329
12,-0.03350000000006048,-0.7824000000000524,0.9051000000002887,7.105427357601002e-15,-0.815900000000795,0.9051000000002887,0.08919999999943684
13,-0.018800000000098294,-2.4160999999989485,2.4753000000002885,1.0658141036401503e-14,-2.434899999998379,2.475300000000118,0.04040000000543387
14,-0.029399999999959903,0.017700000001184435,0.10899999999998045,-5.329070518200751e-15,-0.011700000000814725,0.10900000000003729,0.09729999999740357
15,-0.023900000000018906,-1.3896999999979016,1.4765999999999053,8.881784197001252e-15,-1.4135999999983824,1.4765999999999622,0.06300000000248929
16,-0.023899999999990484,-5.383600000000115,5.445400000000063,-3.552713678800501e-15,-5.40749999999872,5.4454000000000065,0.03790000000321925
17,-0.019400000000189266,-8.39309999999989,8.428799999999967,0.0,-8.412499999999625,8.428799999999853,0.016300000002047454
18,-0.020899999999997476,-6.16600000000102,6.2149999999998045,1.7763568394002505e-15,-6.186900000001003,6.2149999999998045,0.02810000000022228
19,-0.018500000000052808,-8.67500000000183,8.689400000000205,5.329070518200751e-15,-8.693500000003041,8.689400000000376,-0.004100000003518289


POISSON BOLTZMANN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,-1720.7628,-17635.7728,-3452.6525,2001.2668,-1338.8644,-19356.5356,-2790.2501,-22146.785699999997
1,-1707.177,-17535.4894,-3523.3836,2011.1562,-1344.1926,-19242.6664,-2856.42,-22099.086399999997
2,-1740.4816,-17574.5151,-3503.3815,1999.8352,-1337.2787,-19314.9967,-2840.825,-22155.821699999997
3,-1708.767,-17677.4059,-3417.1897,1994.8881,-1327.2616,-19386.1729,-2749.5632,-22135.736100000002
4,-1720.5799,-17618.8094,-3456.6434,2007.5369,-1340.6961,-19339.3893,-2789.8026,-22129.1919
5,-1744.2373,-17692.0948,-3417.6642,1999.7879,-1330.0845,-19436.3321,-2747.9608,-22184.2929
6,-1699.7523,-17751.6863,-3375.2708,1996.5749,-1326.1191,-19451.4386,-2704.8149999999996,-22156.2536
7,-1696.8155,-17628.1733,-3401.3315,2008.2504,-1342.6165,-19324.9888,-2735.6976,-22060.6864
8,-1742.1354,-17671.9467,-3378.4662,1997.4915,-1330.4661,-19414.0821,-2711.4408,-22125.5229
9,-1755.1423,-17641.1624,-3414.0334,2002.2213,-1334.8278,-19396.3047,-2746.6399,-22142.9446
10,-1707.0478,-17582.3873,-3447.1895,2001.092,-1332.469,-19289.4351,-2778.5665,-22068.0016
11,-1724.0118,-17679.1014,-3395.3235,1998.12,-1325.7606,-19403.1132,-2722.9641,-22126.0773
12,-1746.613,-17720.4163,-3372.5629,1997.7372,-1323.8575,-19467.029300000002,-2698.6832,-22165.7125
13,-1683.5016,-17715.7525,-3429.3167,1994.6188,-1323.3396,-19399.2541,-2758.0375,-22157.291599999997
14,-1725.4461,-17558.8939,-3480.433,2002.4528,-1330.9499,-19284.34,-2808.9301,-22093.2701
15,-1732.5962,-17607.6403,-3529.0961,2007.6834,-1333.5202,-19340.2365,-2854.9329000000002,-22195.1694
16,-1739.3821,-17640.2831,-3458.0475,2001.9756,-1333.9337,-19379.6652,-2790.0056000000004,-22169.6708
17,-1713.7306,-17536.6276,-3546.627,2005.5997,-1337.4715,-19250.3582,-2878.4988000000003,-22128.857
18,-1696.8124,-17571.6031,-3476.3964,2000.8794,-1327.4866,-19268.4155,-2803.0036,-22071.4191
19,-1741.2245,-17682.2304,-3436.9358,1997.7656,-1333.597,-19423.4549,-2772.7672000000002,-22196.222100000003

Receptor Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,-1682.4958,-17149.3532,-3217.3081,1865.1018,-1207.3684,-18831.849000000002,-2559.5747,-21391.423700000003
1,-1669.2641,-17057.3303,-3281.8604,1876.0118,-1215.7078,-18726.5944,-2621.5564,-21348.150800000003
2,-1700.6556,-17114.2482,-3240.4161,1865.1443,-1206.7688,-18814.9038,-2582.0406000000003,-21396.9444
3,-1666.7569,-17191.272,-3175.6344,1861.1848,-1197.7378,-18858.0289,-2512.1874,-21370.2163
4,-1679.4356,-17150.7056,-3206.8883,1874.0935,-1213.085,-18830.141200000002,-2545.8798,-21376.021
5,-1698.2909,-17217.1975,-3166.5383,1866.6421,-1204.3719,-18915.4884,-2504.2681000000002,-21419.756499999996
6,-1658.7746,-17272.6337,-3122.056,1867.1761,-1201.6469,-18931.4083,-2456.5268,-21387.9351
