Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1737.4125,-17785.0479,-3353.703,93.62736072,-19522.4604,-3260.07563928,-22782.536039280003,34
1,-1706.1933,-17698.0656,-3491.6121,94.9403016,-19404.2589,-3396.6717983999997,-22800.9306984,34
2,-1703.5692,-17600.4194,-3564.1947,96.58181232,-19303.988599999997,-3467.61288768,-22771.601487679996,34
3,-1691.3898,-17648.6941,-3533.6827,98.01168335999999,-19340.0839,-3435.67101664,-22775.754916640002,34
4,-1671.3332,-17700.456,-3530.0353,96.50036952,-19371.7892,-3433.53493048,-22805.32413048,34
5,-1713.0677,-17794.5174,-3393.99,96.86342303999999,-19507.5851,-3297.12657696,-22804.711676960003,34
6,-1728.8451,-17767.2604,-3447.9314,95.93463239999998,-19496.105499999998,-3351.9967676,-22848.1022676,34
7,-1704.5503,-17735.1494,-3430.3379,94.50147815999999,-19439.699699999997,-3335.83642184,-22775.536121839996,34
8,-1748.2089,-17881.464,-3350.5555,91.95409656,-19629.6729,-3258.60140344,-22888.27430344,34
9,-1725.6157,-17709.3544,-3499.0185,94.25080439999999,-19434.9701,-3404.7676956,-22839.7377956,34
10,-1700.5097,-17653.4476,-3499.3926,95.54687352,-19353.9573,-3403.84572648,-22757.803026479996,34
11,-1707.5044,-17713.296,-3468.4694,95.82396336,-19420.8004,-3372.64543664,-22793.445836640003,34
12,-1734.6564,-17677.0519,-3480.0206,94.98181824,-19411.7083,-3385.03878176,-22796.747081759997,34
13,-1719.4822,-17759.6477,-3454.7818,95.02410816,-19479.1299,-3359.75769184,-22838.88759184,34
14,-1748.1235,-17728.474,-3526.5107,94.74136992,-19476.5975,-3431.7693300799997,-22908.366830079998,34
15,-1720.5736,-17671.085,-3504.7116,96.01817328,-19391.6586,-3408.69342672,-22800.352026719997,34
16,-1710.2393,-17651.7025,-3588.0054,98.07230304000001,-19361.9418,-3489.93309696,-22851.874896960002,34
17,-1702.0612,-17778.1327,-3476.4904,95.0703552,-19480.1939,-3381.4200448,-22861.613944799996,34
18,-1718.6434,-17531.5879,-3614.6062,97.47979631999999,-19250.2313,-3517.1264036800003,-22767.35770368,34
19,-1688.7473,-17607.7749,-3611.0382,97.72216416,-19296.5222,-3513.31603584,-22809.838235839998,34
