Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-39.7113,-437.6101,-282.172,134.4004,-128.0576,-477.3214,-275.8292,-753.1506,8
1,-36.8649,-444.179,-274.516,131.4237,-126.2846,-481.04389999999995,-269.37690000000003,-750.4207999999999,8
2,-38.0018,-425.8665,-286.2536,132.5719,-127.1028,-463.8683,-280.7845,-744.6528,8
3,-36.2712,-419.2848,-286.3592,133.2428,-126.8062,-455.55600000000004,-279.9226,-735.4786,8
4,-43.7019,-437.3159,-280.1801,131.3575,-125.312,-481.0178,-274.1346,-755.1524000000001,8
5,-41.8412,-454.002,-269.5811,131.6457,-125.7472,-495.8432,-263.6826,-759.5258,8
6,-45.6775,-432.0477,-266.4065,130.6488,-125.6118,-477.72520000000003,-261.3695,-739.0947,8
7,-40.2817,-440.8026,-268.7547,131.1732,-125.5159,-481.0843,-263.0974,-744.1817,8
8,-39.4363,-418.0484,-285.8464,132.5057,-126.2352,-457.48470000000003,-279.57590000000005,-737.0606000000001,8
9,-40.7524,-423.5851,-293.5466,130.8236,-125.0448,-464.33750000000003,-287.7678,-752.1053,8
10,-41.0567,-409.1867,-290.9767,134.6225,-127.5321,-450.24339999999995,-283.8863,-734.1297000000001,8
11,-38.9955,-442.6532,-269.8213,131.3906,-125.497,-481.6487,-263.9277,-745.5764,8
12,-34.1636,-422.5402,-280.3565,133.0066,-126.6501,-456.7038,-274.0,-730.7037999999999,8
13,-39.5538,-417.6624,-284.8963,133.5074,-127.7826,-457.2162,-279.17150000000004,-736.3877,8
14,-38.3088,-456.7225,-265.5338,129.6329,-125.0435,-495.03130000000004,-260.9444,-755.9757,8
15,-42.1499,-407.6813,-292.8969,132.8884,-125.7853,-449.8312,-285.79380000000003,-735.625,8
16,-43.2699,-422.8182,-290.3477,132.3025,-125.5159,-466.0881,-283.56109999999995,-749.6492,8
17,-37.6325,-426.3205,-286.2758,132.3545,-126.8888,-463.953,-280.81010000000003,-744.7630999999999,8
18,-40.9192,-431.0259,-281.4675,133.0727,-127.9649,-471.94509999999997,-276.3597,-748.3047999999999,8
19,-41.6769,-426.2635,-280.9731,133.6633,-126.6451,-467.9404,-273.9549,-741.8952999999999,8
