Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1717.9209,-17165.5146,-3111.0849,1845.2993,-1173.1737,-18883.4355,-2438.9593,-21322.394800000002,11
1,-1755.8716,-17150.7424,-3140.1304,1832.0882,-1152.2162,-18906.613999999998,-2460.2584,-21366.872399999997,11
2,-1748.6316,-17170.9349,-3103.3034,1824.8873,-1145.1029,-18919.5665,-2423.519,-21343.085500000005,11
3,-1739.9245,-17115.7293,-3171.5466,1834.3184,-1142.5264,-18855.6538,-2479.7546,-21335.4084,11
4,-1711.7139,-17150.5555,-3128.6376,1836.9597,-1153.5789,-18862.269399999997,-2445.2568,-21307.5262,11
5,-1735.2671,-17175.9866,-3162.931,1844.1653,-1156.6139,-18911.2537,-2475.3796,-21386.6333,11
6,-1716.9048,-17092.514,-3227.334,1853.1475,-1172.0596,-18809.4188,-2546.2461,-21355.6649,11
7,-1679.9057,-17100.7674,-3287.9175,1862.4085,-1187.7014,-18780.6731,-2613.2104,-21393.883499999996,11
8,-1684.1648,-17102.9472,-3251.2724,1857.4851,-1183.9036,-18787.111999999997,-2577.6908999999996,-21364.802899999995,11
9,-1721.6553,-17147.0235,-3211.626,1842.4029,-1168.3234,-18868.678799999998,-2537.5465000000004,-21406.2253,11
10,-1703.1467,-17104.8334,-3221.703,1848.328,-1162.0259,-18807.9801,-2535.4009,-21343.381,11
11,-1674.7681,-17183.9029,-3138.6087,1840.8153,-1162.1122,-18858.671000000002,-2459.9056,-21318.576600000004,11
12,-1750.9461,-17106.8224,-3204.2566,1845.493,-1172.3053,-18857.768500000002,-2531.0689,-21388.837400000004,11
13,-1699.9552,-17146.5533,-3189.371,1845.1103,-1168.3338,-18846.5085,-2512.5945,-21359.103,11
14,-1737.6153,-17071.261,-3183.5897,1854.6406,-1178.2548,-18808.8763,-2507.2039,-21316.0802,11
15,-1718.2809,-17167.9645,-3184.6497,1833.397,-1163.5427,-18886.2454,-2514.7954,-21401.040800000002,11
16,-1712.6944,-17239.6966,-3072.4005,1843.5369,-1168.7555,-18952.391,-2397.6191,-21350.0101,11
17,-1749.2998,-17093.4478,-3178.3703,1834.5074,-1152.8854,-18842.747600000002,-2496.7483,-21339.4959,11
18,-1729.5949,-17073.3781,-3152.6341,1849.8447,-1170.6345,-18802.973,-2473.4239,-21276.3969,11
19,-1743.4308,-17038.3413,-3157.2055,1839.601,-1153.3398,-18781.772100000002,-2470.9443,-21252.716400000005,11
