Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1746.0836,-17290.1992,-3171.2053,78.01121952,-19036.2828,-3093.19408048,-22129.47688048,1
1,-1744.8361,-17384.0321,-3084.6591,76.87600344,-19128.8682,-3007.7830965599996,-22136.65129656,1
2,-1756.5781,-17343.5275,-3137.8509,75.97080072,-19100.1056,-3061.8800992799997,-22161.98569928,1
3,-1718.2498,-17463.2487,-3056.8435,76.72766544,-19181.4985,-2980.11583456,-22161.61433456,1
4,-1719.1575,-17469.211,-3046.4618,77.81141592,-19188.3685,-2968.65038408,-22157.01888408,1
5,-1708.4342,-17482.8216,-3034.0319,79.16093783999999,-19191.2558,-2954.87096216,-22146.12676216,1
6,-1721.9784,-17430.8963,-3061.0678,75.86854127999999,-19152.8747,-2985.1992587199998,-22138.07395872,1
7,-1730.3918,-17409.8899,-3040.9406,77.90654448,-19140.2817,-2963.03405552,-22103.31575552,1
8,-1712.0928,-17452.6214,-3068.1646,77.12502984,-19164.7142,-2991.03957016,-22155.753770159998,1
9,-1707.3174,-17288.0457,-3136.9362,78.43384008,-18995.3631,-3058.50235992,-22053.865459919998,1
10,-1724.2075,-17307.811,-3196.8945,77.82625008,-19032.018500000002,-3119.0682499199997,-22151.08674992,1
11,-1722.4808,-17328.521,-3192.9606,78.791832,-19051.001800000002,-3114.168768,-22165.170568,1
12,-1704.0052,-17282.5615,-3178.6461,78.6634704,-18986.5667,-3099.9826296,-22086.549329600002,1
13,-1700.867,-17248.9715,-3232.116,79.81488216,-18949.838499999998,-3152.30111784,-22102.13961784,1
14,-1719.0063,-17209.4067,-3263.7389,78.92174304,-18928.413,-3184.81715696,-22113.230156960002,1
15,-1682.6624,-17270.1263,-3275.8878,83.2733424,-18952.7887,-3192.6144576,-22145.4031576,1
16,-1703.0427,-17139.8832,-3293.1543,81.49409279999999,-18842.925900000002,-3211.6602072,-22054.586107200004,1
17,-1670.1676,-17242.5274,-3228.0171,83.40122663999999,-18912.695,-3144.61587336,-22057.310873360002,1
18,-1699.0484,-17059.3208,-3346.3386,81.97976016,-18758.3692,-3264.35883984,-22022.72803984,1
