Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1698.9116,-17250.658,-3284.3286,85.73728104,-18949.5696,-3198.5913189599996,-22148.16091896,32
1,-1679.4701,-16897.4844,-3497.8735,87.8636232,-18576.9545,-3410.0098768000003,-21986.964376800002,32
2,-1698.9818,-17283.3246,-3197.2825,83.2499568,-18982.3064,-3114.0325432,-22096.338943200004,32
3,-1687.2814,-17125.562,-3292.896,84.55171535999999,-18812.8434,-3208.3442846400003,-22021.18768464,32
4,-1697.2806,-17244.5171,-3215.1509,84.3899004,-18941.797700000003,-3130.7609996,-22072.558699600002,32
5,-1694.0499,-17368.9117,-3182.9613,83.31979752000001,-19062.961600000002,-3099.64150248,-22162.603102480003,32
6,-1686.3846,-17304.7167,-3175.5847,83.68317936,-18991.101300000002,-3091.90152064,-22083.002820640002,32
7,-1686.5183,-17122.6321,-3312.4694,84.99293424,-18809.1504,-3227.47646576,-22036.62686576,32
8,-1695.6544,-17185.5157,-3281.5449,85.56560424,-18881.1701,-3195.97929576,-22077.14939576,32
9,-1656.1433,-17139.6853,-3352.6837,85.88567807999999,-18795.8286,-3266.79802192,-22062.62662192,32
10,-1674.8138,-17125.3388,-3327.3883,85.43775959999999,-18800.1526,-3241.9505404,-22042.1031404,32
11,-1671.8472,-17108.1245,-3359.1484,86.55691248,-18779.971700000002,-3272.59148752,-22052.56318752,32
12,-1682.6913,-17137.1714,-3294.1169,84.62199744,-18819.862699999998,-3209.49490256,-22029.357602559998,32
13,-1680.075,-17233.2416,-3221.1222,85.57070544,-18913.316600000002,-3135.55149456,-22048.868094560003,32
14,-1673.6934,-17124.9592,-3372.676,85.98138551999999,-18798.6526,-3286.69461448,-22085.34721448,32
15,-1689.0186,-17067.1862,-3329.1045,84.70646064,-18756.2048,-3244.39803936,-22000.60283936,32
16,-1674.5644,-17090.4081,-3339.0113,85.84360344,-18764.9725,-3253.16769656,-22018.14019656,32
17,-1689.0629,-17048.826,-3320.3556,85.65562728,-18737.8889,-3234.69997272,-21972.58887272,32
18,-1688.3321,-17161.6335,-3263.571,84.50863776,-18849.9656,-3179.06236224,-22029.02796224,32
19,-1659.3777,-17206.119,-3249.324,85.95473184,-18865.4967,-3163.36926816,-22028.86596816,32
