Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1809.8886,-17801.1047,-3276.0955,1953.3931,-1249.2839,-19610.9933,-2571.9862999999996,-22182.979599999995,15
1,-1777.9739,-17698.1014,-3325.2515,1961.1043,-1255.7412,-19476.0753,-2619.8884,-22095.9637,15
2,-1743.0992,-17927.7454,-3189.4358,1965.886,-1265.2553,-19670.8446,-2488.8051000000005,-22159.6497,15
3,-1767.2998,-17764.3246,-3312.8976,1967.9603,-1267.2592,-19531.6244,-2612.1965,-22143.820900000002,15
4,-1783.4367,-17755.2265,-3377.9514,1970.0204,-1271.1297,-19538.6632,-2679.0607,-22217.7239,15
5,-1794.6969,-17713.128,-3336.4129,1969.3258,-1262.0565,-19507.8249,-2629.1435999999994,-22136.9685,15
6,-1773.7436,-17689.1661,-3418.5382,1965.6167,-1262.8332,-19462.9097,-2715.7547,-22178.6644,15
7,-1772.4736,-17725.7787,-3357.282,1979.6452,-1279.7288,-19498.2523,-2657.3656,-22155.6179,15
8,-1787.2239,-17689.2313,-3438.9181,1967.0389,-1270.7363,-19476.4552,-2742.6155,-22219.0707,15
9,-1755.8634,-17775.7663,-3335.9922,1973.6492,-1279.0437,-19531.629699999998,-2641.3867,-22173.016399999997,15
10,-1748.2747,-17694.213,-3430.1758,1971.3576,-1277.6866,-19442.487699999998,-2736.5047999999997,-22178.9925,15
11,-1769.6313,-17682.0475,-3373.9234,1973.1909,-1270.3008,-19451.6788,-2671.0333,-22122.7121,15
12,-1750.2932,-17785.8567,-3279.3885,1968.5509,-1259.9072,-19536.1499,-2570.7448000000004,-22106.894700000004,15
13,-1779.8882,-17741.9769,-3308.7758,1962.6399,-1255.57,-19521.865100000003,-2601.7059,-22123.571000000004,15
14,-1791.3489,-17667.2004,-3377.5931,1969.0612,-1259.453,-19458.549300000002,-2667.9849,-22126.534200000006,15
15,-1774.153,-17758.422,-3289.7715,1958.5386,-1263.543,-19532.574999999997,-2594.7758999999996,-22127.350899999998,15
16,-1792.9039,-17674.6529,-3384.2693,1969.5195,-1256.0348,-19467.556800000002,-2670.7846,-22138.341400000005,15
17,-1759.3727,-17612.983,-3402.0199,1975.0998,-1271.386,-19372.3557,-2698.3061,-22070.661799999998,15
18,-1759.2442,-17575.4809,-3495.7361,1971.7308,-1270.2684,-19334.7251,-2794.2736999999997,-22128.998799999998,15
19,-1803.9522,-17570.2578,-3468.4946,1966.9728,-1261.7511,-19374.21,-2763.2729,-22137.4829,15
