GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1721.3143,-17666.2703,-3460.6692,95.12246952000001,-19387.584600000002,-3365.54673048,-22753.131330480002
1,-1755.4678,-17717.1157,-3465.0124,93.17320991999999,-19472.583499999997,-3371.83919008,-22844.422690079995
2,-1711.4308,-17810.261,-3412.8868,93.98723472,-19521.6918,-3318.8995652800004,-22840.59136528
3,-1727.1702,-17698.6573,-3521.9312,95.5464624,-19425.8275,-3426.3847376,-22852.212237599997
4,-1743.5696,-17694.7479,-3503.843,94.50134064,-19438.317499999997,-3409.34165936,-22847.65915936
5,-1691.6845,-17704.7658,-3491.1768,96.18708744,-19396.4503,-3394.98971256,-22791.44001256
6,-1752.9509,-17764.2946,-3486.54,94.09392648,-19517.2455,-3392.44607352,-22909.691573520002
7,-1725.4544,-17715.0546,-3465.4423,92.83103064000001,-19440.509,-3372.6112693600003,-22813.120269359995
8,-1714.7374,-17651.9786,-3539.1988,93.77481888,-19366.716,-3445.42398112,-22812.13998112
9,-1716.324,-17505.8522,-3594.669,94.96458864,-19222.1762,-3499.70441136,-22721.880611360004
10,-1739.413,-17613.1836,-3508.6049,93.43272384,-19352.5966,-3415.1721761599997,-22767.76877616
11,-1735.5726,-17660.7762,-3501.5123,92.54101608,-19396.3488,-3408.9712839199997,-22805.32008392
12,-1743.3979,-17671.3491,-3511.454,93.78932255999999,-19414.747,-3417.66467744,-22832.411677440003
13,-1709.2483,-17784.7773,-3383.4763,92.99698128,-19494.0256,-3290.47931872,-22784.50491872
14,-1721.0757,-17827.2555,-3340.7666,93.95736408,-19548.3312,-3246.80923592,-22795.14043592
15,-1707.8704,-17852.3338,-3338.2508,96.55756704,-19560.2042,-3241.69323296,-22801.897432960002
16,-1756.3714,-17863.706,-3295.5591,93.49213391999999,-19620.0774,-3202.06696608,-22822.144366079996
