Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-42.863,-460.1778,-261.7024,10.16832168,-503.0408,-251.53407832000002,-754.57487832,1
1,-34.2129,-456.1004,-274.4359,10.21794336,-490.31329999999997,-264.21795664,-754.5312566399999,1
2,-40.5325,-457.501,-269.997,10.19409984,-498.0335,-259.80290016000004,-757.83640016,1
3,-36.2167,-455.1472,-272.7368,10.26234,-491.3639,-262.47446,-753.83836,1
4,-37.399,-466.7779,-270.9261,10.14096672,-504.1769,-260.78513328,-764.96203328,1
5,-38.3049,-460.1331,-268.592,9.97542288,-498.438,-258.61657712,-757.05457712,1
6,-33.9693,-479.4824,-264.3142,9.80866152,-513.4517,-254.50553848000004,-767.95723848,1
7,-43.4993,-453.9592,-277.2688,10.20067056,-497.4585,-267.06812944,-764.52662944,1
8,-35.7335,-449.658,-273.9367,10.3704444,-485.3915,-263.5662556,-748.9577555999999,1
9,-36.9614,-463.7489,-270.3722,10.16335512,-500.71029999999996,-260.20884488,-760.91914488,1
10,-37.7834,-465.0234,-267.6128,10.04659776,-502.80679999999995,-257.56620224,-760.3730022399999,1
11,-42.3684,-455.2996,-273.8473,10.23472368,-497.668,-263.61257632,-761.28057632,1
12,-42.3692,-456.7125,-264.5859,10.169174159999999,-499.08169999999996,-254.41672583999997,-753.49842584,1
13,-38.1468,-456.5338,-276.2067,10.17858168,-494.68059999999997,-266.02811832000003,-760.70871832,1
14,-35.5822,-451.1581,-269.6503,10.099774799999999,-486.7403,-259.55052520000004,-746.2908252,1
15,-41.4949,-464.2159,-265.8144,10.24485912,-505.71079999999995,-255.56954087999998,-761.2803408799999,1
16,-40.002,-469.1217,-263.3113,10.242893519999999,-509.1237,-253.06840648000002,-762.1921064799999,1
17,-43.2648,-456.9039,-271.5569,10.35797184,-500.1687,-261.19892816,-761.36762816,1
18,-37.8991,-453.4143,-268.5686,10.25301672,-491.3134,-258.31558328,-749.62898328,1
19,-44.3653,-459.4048,-266.2301,10.1171088,-503.7701,-256.1129912,-759.8830912,1
0,-43.0293,-461.0811,-270.7217,10.20451752,-504.11039999999997,-260.51718248,-764.62758248,2
1,-37.0447,-450.1458,-270.2086,10.33869528,-487.1905,-259.86990471999997,-747.06040472,2
2,-34.2582,-467.6519,-268.1915,10.3828212,-501.9101,-257.8086788,-759.7187788,2
3,-37.9289,-452.9453,-267.9122,10.218562559999999,-490.8742,-257.69363744,-748.56783744,2
4,-37.6435,-461.8424,-262.4274,10.18052496,-499.4859,-252.24687503999996,-751.73277504,2
5,-37.1797,-465.7847,-257.8817,10.04336784,-502.96439999999996,-247.83833216000002,-750.80273216,2
6,-44.9698,-458.1291,-273.2699,10.251348479999999,-503.0989,-263.01855152,-766.1174515199999,2
7,-38.1529,-460.3344,-268.5305,10.17980712,-498.4873,-258.35069288,-756.8379928800001,2
8,-32.044,-457.8221,-272.0336,10.16844912,-489.86609999999996,-261.86515088,-751.73125088,2
9,-42.6023,-455.0651,-272.69,10.22009328,-497.6674,-262.46990672,-760.13730672,2
10,-34.9372,-457.6423,-270.0964,10.12920192,-492.5795,-259.96719808,-752.5466980799999,2
11,-41.4014,-454.73,-274.2876,10.14909552,-496.13140000000004,-264.13850448,-760.2699044800002,2
12,-41.3231,-447.1557,-277.9003,10.194569999999999,-488.47880000000004,-267.70573,-756.1845300000001,2
13,-39.7262,-467.4943,-272.1969,10.29277728,-507.2205,-261.90412272000003,-769.12462272,2
14,-36.1959,-458.5113,-270.8925,10.1716668,-494.7072,-260.72083319999996,-755.4280332,2
15,-44.4359,-452.8316,-271.2081,10.228869360000001,-497.2675,-260.97923064,-758.24673064,2
16,-39.5063,-461.4645,-263.7987,10.24010712,-500.9708,-253.55859288,-754.52939288,2
17,-37.7928,-461.0548,-266.7222,10.23854544,-498.8476,-256.48365456,-755.3312545599999,2
18,-38.8479,-462.6489,-269.7565,10.08019728,-501.4968,-259.67630272,-761.1731027200001,2
19,-33.8079,-454.276,-275.6949,10.31361624,-488.0839,-265.38128376000003,-753.4651837600001,2
0,-37.2033,-448.0355,-273.5472,10.26216792,-485.2388,-263.28503207999995,-748.52383208,3
