Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-34.0631,-459.5585,-275.7037,10.73084688,-493.6216,-264.97285312,-758.59445312,25
1,-34.9463,-443.1449,-269.2091,10.59610248,-478.0912,-258.61299751999996,-736.70419752,25
2,-38.3499,-457.4736,-269.7554,10.828390319999999,-495.82349999999997,-258.92700968,-754.7505096799999,25
3,-34.2215,-442.2421,-280.2233,11.27230776,-476.4636,-268.95099224,-745.4145922399999,25
4,-33.976,-432.2999,-292.3852,11.472845040000001,-466.2759,-280.91235496,-747.18825496,25
5,-30.9899,-443.3422,-286.9322,11.24646696,-474.33209999999997,-275.68573304,-750.01783304,25
6,-37.2703,-438.8534,-278.5311,11.250549359999999,-476.12370000000004,-267.28055064,-743.40425064,25
7,-33.0116,-435.83,-277.7677,11.017528559999999,-468.84159999999997,-266.75017144,-735.59177144,25
8,-37.3105,-440.0361,-282.1639,10.851635519999999,-477.34659999999997,-271.31226448,-748.65886448,25
9,-39.4852,-435.5648,-285.3914,11.24325432,-475.05,-274.14814567999997,-749.1981456799999,25
10,-37.6083,-441.9131,-284.3251,10.77832368,-479.52139999999997,-273.54677632000005,-753.06817632,25
11,-35.0535,-434.4035,-283.4315,11.33356392,-469.457,-272.09793608,-741.5549360800001,25
12,-34.1857,-424.0117,-291.293,11.42963496,-458.1974,-279.86336504,-738.06076504,25
13,-32.372,-439.8039,-281.5826,11.109713759999998,-472.1759,-270.47288624000004,-742.64878624,25
14,-31.166,-439.6304,-276.3578,11.45883672,-470.7964,-264.89896328,-735.6953632799999,25
15,-30.6387,-423.4519,-294.0316,11.66357448,-454.0906,-282.36802552,-736.45862552,25
16,-30.3867,-435.6111,-287.5349,11.8257588,-465.99780000000004,-275.7091412,-741.7069412,25
17,-28.7451,-431.2591,-286.2276,11.920352399999999,-460.00419999999997,-274.3072476,-734.3114476000001,25
18,-30.9657,-413.6447,-304.7977,11.85294456,-444.6104,-292.94475544,-737.5551554400001,25
19,-33.9928,-431.8874,-283.2112,11.57941944,-465.8802,-271.63178056000004,-737.51198056,25
