GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1898.3595,-17906.9544,-3247.1002,76.6502676,-19805.313899999997,-3170.4499324,-22975.7638324
1,-1837.5524,-17962.143,-3220.1291,77.67692568,-19799.6954,-3142.4521743200003,-22942.147574320003
2,-1837.721,-18027.0373,-3213.9134,77.23414728,-19864.7583,-3136.67925272,-23001.437552720003
3,-1865.297,-18150.5094,-3105.7545,75.31202376,-20015.806399999998,-3030.44247624,-23046.248876239995
4,-1844.4752,-17987.5913,-3162.8077,75.66162408,-19832.0665,-3087.14607592,-22919.212575920003
5,-1867.5233,-18016.5971,-3131.9458,75.55887648,-19884.1204,-3056.38692352,-22940.50732352
6,-1840.5079,-18076.8746,-3145.6644,77.14348848,-19917.3825,-3068.52091152,-22985.90341152
7,-1851.8397,-18046.8434,-3112.6262,75.80274768,-19898.683100000002,-3036.8234523200003,-22935.50655232
8,-1845.7331,-18031.6919,-3141.0186,75.4273296,-19877.425000000003,-3065.5912703999998,-22943.016270400003
9,-1857.9253,-18085.692,-3070.4839,76.10954688,-19943.617299999998,-2994.3743531200003,-22937.991653119996
10,-1830.3757,-18113.6046,-3043.4819,77.55885359999999,-19943.9803,-2965.9230464,-22909.9033464
11,-1843.2765,-17950.1596,-3199.6661,77.81049432,-19793.4361,-3121.85560568,-22915.291705679996
12,-1850.702,-18081.7408,-3097.9619,77.0273208,-19932.4428,-3020.9345792,-22953.3773792
13,-1857.5768,-17977.2776,-3172.1836,76.42759968,-19834.8544,-3095.7560003199997,-22930.61040032
14,-1831.678,-18006.434,-3210.4164,77.42427552,-19838.112,-3132.9921244800003,-22971.104124480004
15,-1849.7189,-18011.0199,-3168.4708,75.73340376,-19860.7388,-3092.73739624,-22953.476196239997
16,-1848.6565,-18071.3385,-3083.6823,77.11034255999999,-19919.995000000003,-3006.57195744,-22926.56695744
17,-1825.2829,-17941.152,-3186.9304,78.61458599999999,-19766.434899999997,-3108.315814,-22874.750713999998
18,-1809.2766,-18006.2911,-3166.9306,81.93642768,-19815.5677,-3084.99417232,-22900.56187232
19,-1842.9715,-17841.2575,-3263.8594,79.76030184,-19684.229,-3184.09909816,-22868.32809816

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1761.2337,-17181.8202,-3293.9121,80.64510192,-18943.0539,-3213.26699808,-22156.32089808
1,-1709.7611,-17181.3608,-3307.2084,82.07899848,-18891.1219,-3225.12940152,-22116.25130152
2,-1708.5879,-17242.6215,-3297.8366,81.74094624,-18951.2094,-3216.09565376,-22167.30505376
3,-1736.5667,-17376.8314,-3179.5249,78.60893759999999,-19113.3981,-3100.9159624,-22214.3140624
4,-1713.2226,-17196.348,-3260.6239,79.309188,-18909.570600000003,-3181.314712,-22090.885312000002
5,-1729.8288,-17210.0546,-3249.1145,79.54036703999999,-18939.8834,-3169.57413296,-22109.457532959997
6,-1714.9874,-17269.5329,-3251.5227,81.26136864,-18984.520299999996,-3170.26133136,-22154.781631359998
7,-1711.2311,-17284.3383,-3196.6253,80.40219264,-18995.5694,-3116.22310736,-22111.79250736
8,-1709.6384,-17265.9926,-3220.5232,79.95711743999999,-18975.631,-3140.5660825600003,-22116.19708256
9,-1718.8122,-17322.5238,-3142.8349,80.4825468,-19041.336,-3062.3523532,-22103.688353199996
10,-1695.2476,-17348.4184,-3110.9222,81.69495192,-19043.665999999997,-3029.22724808,-22072.89324808
11,-1704.2008,-17179.2328,-3285.9068,81.58177872,-18883.4336,-3204.3250212800003,-22087.75862128
12,-1713.8813,-17334.2857,-3176.6438,80.86307544,-19048.167,-3095.7807245599997,-22143.94772456
13,-1709.6137,-17189.592,-3273.1211,80.79021072,-18899.205700000002,-3192.3308892799996,-22091.536589280004
14,-1701.1404,-17241.0379,-3289.9391,81.6680088,-18942.1783,-3208.2710912000002,-22150.4493912
15,-1710.3463,-17244.3729,-3251.0842,79.9947612,-18954.7192,-3171.0894387999997,-22125.8086388
16,-1708.2753,-17314.2376,-3161.0046,81.2006568,-19022.5129,-3079.8039432,-22102.316843200002
17,-1688.3606,-17179.7136,-3264.4793,82.9366056,-18868.0742,-3181.5426944,-22049.6168944
18,-1681.8801,-17273.1122,-3203.2605,84.31348464,-18954.992299999998,-3118.94701536,-22073.93931536
19,-1705.089,-17116.4997,-3309.7459,82.87781616,-18821.5887,-3226.86808384,-22048.456783840003

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-43.0145,-445.6723,-279.9009,10.333132560000001,-488.6868,-269.56776743999995,-758.2545674400001
1,-32.922,-447.2478,-278.1529,10.19735424,-480.1698,-267.95554576,-748.12534576
2,-40.4784,-446.0507,-291.2101,10.292058,-486.5291,-280.918042,-767.447142
3,-44.4907,-447.7073,-276.2566,10.22774328,-492.198,-266.02885671999996,-758.22685672
4,-40.1705,-434.0298,-284.8312,9.980812799999999,-474.2003,-274.8503872,-749.0506872000001
5,-42.2363,-436.3417,-282.9861,10.014203519999999,-478.578,-272.97189648,-751.54989648
6,-37.7515,-452.9964,-279.8674,10.0845972,-490.7479,-269.78280279999996,-760.5307028
7,-42.8907,-419.5932,-295.5627,10.38525264,-462.4839,-285.17744736000003,-747.66134736
8,-36.249,-449.8049,-278.7755,10.379919600000001,-486.0539,-268.39558040000003,-754.4494804000001
9,-44.1861,-439.4062,-286.2644,10.38585168,-483.5923,-275.87854832000005,-759.4708483200001
10,-39.9797,-423.5898,-303.4075,10.46372472,-463.5695,-292.94377528,-756.5132752800001
11,-40.908,-418.3291,-297.3725,10.628907120000001,-459.2371,-286.74359288,-745.98069288
12,-39.3956,-412.4873,-301.1838,10.254453119999999,-451.8829,-290.92934688,-742.8122468800001
13,-46.665,-418.8302,-305.3787,10.09392192,-465.4952,-295.28477807999997,-760.7799780800001
14,-39.6098,-411.1403,-302.862,10.31367888,-450.75010000000003,-292.54832112,-743.2984211200001
15,-43.7412,-416.8054,-301.1834,10.38940416,-460.5466,-290.79399584,-751.34059584
16,-40.5441,-415.1098,-300.2069,10.206197999999999,-455.6539,-290.00070200000005,-745.6546020000001
17,-41.4334,-411.039,-306.8629,10.3553172,-452.4724,-296.5075828,-748.9799828
18,-39.7685,-448.6656,-274.4279,10.340272079999998,-488.4341,-264.08762792000005,-752.5217279200001
19,-39.6407,-420.1015,-303.1616,10.45922832,-459.74219999999997,-292.70237168,-752.4445716800001

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-94.11130000000003,-279.4619000000004,326.71280000000013,-14.327966879999996,-373.5731999999984,312.3848331200002,-61.188366879998966
1,-94.8693000000001,-333.5344000000015,365.23219999999986,-14.599427039999998,-428.40370000000223,350.63277295999984,-77.77092704000427
2,-88.65470000000002,-338.36509999999885,375.1333000000002,-14.798856959999998,-427.01980000000157,360.33444304,-66.68535696000345
3,-84.23959999999994,-325.9706999999999,350.0269999999999,-13.524657119999988,-410.21029999999917,336.50234287999996,-73.7079571199946
4,-91.08210000000003,-357.21349999999825,382.64740000000023,-13.62837672000001,-448.29559999999805,369.01902327999994,-79.27657672000032
5,-95.45820000000006,-370.20079999999956,400.1548000000002,-13.995694079999996,-465.659000000001,386.15910592000006,-79.49989408000226
6,-87.76900000000009,-354.34530000000086,385.72569999999985,-14.202477359999998,-442.1143000000032,371.5232226399999,-70.59107736000328
7,-97.71790000000001,-342.9119000000021,379.5618,-14.984697599999999,-440.6298000000017,364.5771023999998,-76.05269759999737
