Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1773.4733,-17709.9716,-3456.738,90.83271167999999,-19483.444900000002,-3365.9052883199997,-22849.350188320004,23
1,-1760.6431,-17635.6745,-3494.2009,89.60652288,-19396.317600000002,-3404.59437712,-22800.911977120002,23
2,-1739.6493,-17743.7411,-3466.8698,91.92160439999999,-19483.3904,-3374.9481956,-22858.338595600002,23
3,-1751.5147,-17783.9968,-3360.9478,91.35738936,-19535.5115,-3269.59041064,-22805.10191064,23
4,-1765.1264,-17795.9626,-3358.7698,91.55357568,-19561.089,-3267.21622432,-22828.30522432,23
5,-1742.4911,-17783.0977,-3450.7949,93.10312872,-19525.588799999998,-3357.69177128,-22883.28057128,23
6,-1735.7946,-17708.3649,-3458.0176,92.66035608,-19444.1595,-3365.35724392,-22809.51674392,23
7,-1750.3899,-17813.0501,-3387.6616,91.289646,-19563.44,-3296.3719539999997,-22859.811953999997,23
8,-1739.2055,-17784.5523,-3379.9271,93.15673919999999,-19523.7578,-3286.7703607999997,-22810.5281608,23
9,-1752.8497,-17943.2642,-3296.2742,92.36966112,-19696.1139,-3203.90453888,-22900.01843888,23
10,-1757.8295,-17743.9034,-3423.7519,91.81392264,-19501.7329,-3331.9379773600003,-22833.670877359997,23
11,-1745.7772,-17783.8634,-3448.3654,91.3673664,-19529.6406,-3356.9980336000003,-22886.638633599996,23
12,-1769.8611,-17735.3901,-3422.9266,88.72178616000001,-19505.2512,-3334.2048138399996,-22839.456013839997,23
13,-1779.9715,-17800.283,-3327.7641,90.66706992,-19580.2545,-3237.09703008,-22817.35153008,23
14,-1770.7175,-17655.7552,-3471.4153,89.04222216,-19426.4727,-3382.37307784,-22808.84577784,23
15,-1789.0028,-17657.784,-3478.1895,89.91026568,-19446.786799999998,-3388.27923432,-22835.06603432,23
16,-1755.3157,-17788.6549,-3379.0044,90.10333007999999,-19543.9706,-3288.90106992,-22832.871669919998,23
17,-1747.7097,-17702.8858,-3423.9683,89.58996288,-19450.5955,-3334.37833712,-22784.97383712,23
18,-1766.7988,-17683.4573,-3471.8584,92.3792364,-19450.2561,-3379.4791636,-22829.7352636,23
19,-1742.1999,-17724.9184,-3460.3991,91.96379928,-19467.1183,-3368.43530072,-22835.553600719995,23
