Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-34.6501,-421.3853,-275.9194,134.3107,-130.3599,-456.0354,-271.96860000000004,-728.004,6
1,-38.2234,-420.3089,-281.4404,133.5594,-131.4767,-458.53229999999996,-279.3577,-737.8900000000001,6
2,-34.0137,-440.7686,-271.056,132.8979,-129.3424,-474.78229999999996,-267.5005,-742.2828,6
3,-34.0962,-422.0386,-276.1004,133.205,-130.5586,-456.1348,-273.45399999999995,-729.5888,6
4,-38.0801,-444.7341,-270.007,134.6745,-130.1445,-482.8142,-265.477,-748.2912000000001,6
5,-35.9188,-426.4452,-277.0555,133.1436,-131.1804,-462.364,-275.0923,-737.4562999999999,6
6,-38.5461,-421.2219,-283.2794,133.9563,-130.3693,-459.76800000000003,-279.6924,-739.4604000000002,6
7,-38.0906,-437.3101,-268.2393,133.7342,-130.5487,-475.4007,-265.0538,-740.4545,6
8,-38.5853,-431.8782,-268.0757,134.4666,-130.8509,-470.4635,-264.46,-734.9235,6
9,-39.0615,-441.9551,-266.2507,134.3248,-129.5174,-481.01660000000004,-261.4433,-742.4599000000001,6
10,-37.101,-428.2214,-275.2945,133.4791,-129.4723,-465.3224,-271.28770000000003,-736.6101,6
11,-36.1534,-454.3547,-270.4459,134.0224,-129.2827,-490.50809999999996,-265.70619999999997,-756.2142999999999,6
12,-39.6901,-457.6007,-258.476,133.257,-128.8104,-497.2908,-254.02939999999998,-751.3202,6
13,-37.2753,-428.3204,-273.5653,133.3893,-131.2983,-465.5957,-271.47429999999997,-737.07,6
14,-35.9979,-461.9511,-261.1774,133.6302,-128.4707,-497.949,-256.01789999999994,-753.9669,6
15,-37.379,-459.3361,-250.5733,132.3025,-128.8702,-496.7151,-247.141,-743.8561,6
16,-40.2059,-438.1935,-266.4285,132.553,-127.7095,-478.39939999999996,-261.585,-739.9844,6
17,-42.5129,-459.6717,-256.1901,128.9525,-125.2287,-502.1846,-252.4663,-754.6509,6
18,-38.3303,-460.0044,-261.6865,130.9559,-126.1865,-498.3347,-256.9171,-755.2518,6
19,-38.2968,-454.153,-258.4641,129.6093,-124.9862,-492.44980000000004,-253.84099999999998,-746.2908,6
