Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1707.5076,-17758.0132,-3297.6501,1994.7652,-1329.9149,-19465.520800000002,-2632.7998,-22098.3206,36
1,-1727.0958,-17711.5068,-3370.2053,1996.9718,-1328.3155,-19438.6026,-2701.549,-22140.1516,36
2,-1731.7169,-17727.6904,-3367.5416,1998.4507,-1323.1399,-19459.4073,-2692.2308,-22151.638099999996,36
3,-1703.8559,-17523.8305,-3499.7442,1998.8051,-1329.9371,-19227.6864,-2830.8762,-22058.562599999997,36
4,-1727.6461,-17682.4231,-3398.9145,1997.8129,-1329.1426,-19410.069199999998,-2730.2442,-22140.313399999995,36
5,-1719.0227,-17600.6009,-3440.62,1991.3538,-1326.8802,-19319.623600000003,-2776.1463999999996,-22095.77,36
6,-1701.2711,-17644.4602,-3380.0979,2009.6915,-1341.6003,-19345.7313,-2712.0067000000004,-22057.737999999998,36
7,-1755.2928,-17818.2665,-3308.9555,1987.5123,-1310.0556,-19573.5593,-2631.4988,-22205.058100000002,36
8,-1743.7732,-17595.8117,-3423.0435,1987.5596,-1315.4078,-19339.584899999998,-2750.8917,-22090.476599999998,36
9,-1740.878,-17581.2077,-3414.0152,1989.5866,-1311.7274,-19322.0857,-2736.156,-22058.2417,36
10,-1714.4875,-17602.443,-3372.4872,1992.7051,-1323.8341,-19316.9305,-2703.6162000000004,-22020.5467,36
11,-1742.9428,-17659.525,-3350.7334,1989.9457,-1312.8808,-19402.467800000002,-2673.6684999999998,-22076.136300000002,36
12,-1701.2466,-17635.6797,-3424.0242,1999.8918,-1336.8886,-19336.9263,-2761.0209999999997,-22097.947299999996,36
13,-1750.2904,-17474.4711,-3471.8542,1991.5097,-1323.7819,-19224.7615,-2804.1264,-22028.8879,36
14,-1734.0681,-17351.0806,-3587.0007,2004.5649,-1332.2325,-19085.1487,-2914.6683000000003,-21999.817000000003,36
15,-1731.0217,-17520.3836,-3466.3918,1997.175,-1325.6857,-19251.405300000002,-2794.9025,-22046.307800000002,36
16,-1736.7396,-17543.1836,-3406.5073,1990.2245,-1310.6394,-19279.9232,-2726.9222,-22006.845400000002,36
17,-1768.0202,-17518.6799,-3500.7877,1997.0096,-1322.5067,-19286.7001,-2826.2847999999994,-22112.984899999996,36
18,-1717.4528,-17342.2551,-3587.0961,2001.8811,-1325.6729,-19059.707899999998,-2910.8879,-21970.5958,36
19,-1764.0453,-17557.3307,-3388.6535,1989.9363,-1315.7281,-19321.376,-2714.4453,-22035.8213,36
