Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-30.056799999999868,-135.50060000000178,147.50039999999967,-4.5024739200000035,-165.55740000000026,142.99792607999984,-22.55947392000178,19
1,-31.348099999999818,-134.18489999999883,150.30889999999988,-4.7934842399999855,-165.5329999999998,145.51541575999966,-20.01758423999877,19
2,-32.769700000000114,-136.8242000000015,155.60160000000008,-4.872739679999999,-169.59390000000207,150.72886031999985,-18.865039680004884,19
3,-31.316599999999873,-106.94669999999905,122.12360000000007,-4.907396159999994,-138.26329999999803,117.21620383999993,-21.047096159995704,19
4,-41.14340000000014,-108.53429999999906,126.41689999999977,-5.482156320000007,-149.67770000000127,120.93474367999949,-28.74295632000087,19
5,-30.854100000000045,-123.80349999999856,136.50899999999984,-5.073683759999989,-154.65760000000046,131.43531623999968,-23.222283759999982,19
6,-28.28350000000001,-103.48500000000087,109.75569999999993,-4.8400293599999955,-131.76849999999928,104.91567063999997,-26.85282935999794,19
7,-30.887200000000156,-103.98359999999735,124.5431000000001,-4.337402399999995,-134.8707999999982,120.20569760000006,-14.665102400000933,19
8,-41.97929999999992,-104.2492999999991,131.40260000000035,-5.934497040000007,-146.22859999999923,125.46810296000018,-20.76049703999547,19
9,-43.228599999999794,-114.08999999999935,136.93620000000033,-5.866307999999984,-157.31859999999824,131.06989200000038,-26.248707999994735,19
10,-40.17659999999997,-129.07879999999818,146.33240000000006,-6.129772560000006,-169.25539999999972,140.20262744000001,-29.05277256000022,19
11,-37.280499999999975,-96.43360000000013,113.52600000000024,-5.164871040000003,-133.7141000000026,108.36112895999992,-25.352971040003126,19
12,-42.7294999999999,-93.11710000000033,119.78259999999983,-5.248158480000004,-135.84660000000002,114.5344415199998,-21.312158479995674,19
13,-32.54190000000008,-91.59660000000162,109.68960000000015,-4.681575359999995,-124.13849999999968,105.0080246400002,-19.130475360004084,19
14,-27.695999999999884,-90.9416,106.12110000000013,-4.778801999999995,-118.637599999999,101.34229800000037,-17.295301999997605,19
15,-34.02990000000007,-94.3094000000014,110.00459999999998,-4.681879919999998,-128.33930000000282,105.32272007999973,-23.016579920003096,19
16,-36.69460000000013,-79.74120000000147,100.88729999999981,-4.752174959999998,-116.43580000000276,96.13512504000022,-20.300674960002993,19
17,-32.33230000000001,-74.17249999999967,94.7339,-4.376706480000003,-106.50480000000175,90.35719351999984,-16.147606480002878,19
18,-33.0345,-113.8743999999977,128.1574999999998,-5.01732288,-146.9088999999986,123.1401771199998,-23.768722880001405,19
19,-35.31759999999985,-97.61120000000119,117.40649999999971,-5.116578479999992,-132.92880000000036,112.28992151999961,-20.638878480001154,19
