Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-40.54530000000006,-230.83769999999993,250.4949999999996,-6.58021608,-271.3830000000011,243.91478391999954,-27.468216080003344,14
1,-40.67889999999993,-193.982200000001,216.99059999999997,-5.598954720000004,-234.66110000000117,211.39164528000003,-23.269454720002955,14
2,-47.337299999999985,-221.58410000000066,246.21020000000016,-7.3297612800000085,-268.92140000000086,238.88043871999997,-30.040961280003103,14
3,-39.35450000000003,-253.4833999999969,271.1132999999998,-6.819544079999989,-292.8378999999967,264.29375591999985,-28.54414407999684,14
4,-49.09990000000018,-240.95540000000057,270.1694,-6.790469040000005,-290.0553000000028,263.3789309599996,-26.67636904000358,14
5,-40.25240000000016,-242.38889999999975,262.36170000000004,-6.336262079999999,-282.64129999999784,256.02543791999994,-26.615862079997896,14
6,-47.87319999999999,-241.51290000000046,272.0319000000001,-6.615511200000007,-289.38610000000045,265.4163888,-23.969711199998187,14
7,-38.480900000000055,-219.43259999999987,237.17720000000008,-6.359233680000003,-257.91349999999835,230.81796632000027,-27.09553367999763,14
8,-49.087600000000144,-204.24419999999822,232.54699999999997,-7.1581082399999865,-253.33179999999538,225.38889175999975,-27.942908239996882,14
9,-48.848199999999956,-230.6467,256.3008,-7.080767999999997,-279.4949000000002,249.2200320000003,-30.274867999998946,14
10,-45.89710000000015,-208.96849999999836,241.18169999999986,-7.50811248000001,-254.86559999999804,233.67358751999967,-21.192012479997402,14
11,-47.47510000000008,-203.71930000000157,233.02219999999988,-6.5098368000000075,-251.19440000000395,226.51236320000015,-24.68203680000329,14
12,-37.96429999999991,-185.97960000000165,210.6652999999996,-5.6396368799999905,-223.9439000000018,205.02566311999982,-18.918236880002382,14
13,-41.40409999999985,-174.11959999999857,203.18749999999994,-5.247621359999991,-215.5236999999966,197.93987863999996,-17.583821359997955,14
14,-34.42360000000004,-182.08900000000028,205.08440000000013,-5.056753680000011,-216.51260000000212,200.0276463200002,-16.48495368000556,14
15,-33.71319999999995,-165.2050000000013,187.60310000000032,-4.856486400000003,-198.9182000000008,182.74661360000033,-16.171586399999114,14
16,-34.03340000000012,-181.104299999997,201.8440000000004,-5.243159519999992,-215.13769999999397,196.60084048000067,-18.53685951999512,14
17,-33.61389999999993,-185.97979999999757,208.7451000000002,-4.86458064,-219.59369999999797,203.88051936000033,-15.71318063999854,14
18,-41.349299999999964,-166.86960000000238,195.5355999999996,-5.433098400000004,-208.2189000000037,190.10250159999958,-18.116398400003618,14
19,-40.17240000000018,-194.94070000000113,219.1185999999998,-5.347886399999984,-235.11309999999855,213.7707135999999,-21.34238639999728,14
