Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-40.5824,-448.3114,-271.7915,9.73113696,-488.8938,-262.06036303999997,-750.95416304,35
1,-38.6186,-435.2624,-288.4892,10.25804736,-473.88100000000003,-278.23115264,-752.1121526400001,35
2,-48.8191,-425.4337,-291.8661,9.24174576,-474.2528,-282.62435424,-756.87715424,35
3,-49.6578,-444.3528,-279.3431,9.17616672,-494.0106,-270.16693327999997,-764.17753328,35
4,-45.5627,-436.0719,-282.4877,9.481338,-481.63460000000003,-273.006362,-754.640962,35
5,-49.5355,-433.0637,-283.6687,9.44768232,-482.5992,-274.22101768,-756.82021768,35
6,-42.7742,-447.3533,-280.7883,9.779987519999999,-490.1275,-271.00831248,-761.13581248,35
7,-46.8687,-445.4054,-272.6235,9.11594592,-492.2741,-263.50755408,-755.7816540800001,35
8,-44.7828,-436.5401,-289.8515,9.28246536,-481.3229,-280.56903464,-761.89193464,35
9,-49.5258,-430.6131,-297.6155,9.11609136,-480.1389,-288.49940864,-768.63830864,35
10,-48.8237,-439.8578,-284.1123,9.28590408,-488.6815,-274.82639592,-763.50789592,35
11,-42.3099,-428.4549,-306.5381,10.6237296,-470.76480000000004,-295.9143704,-766.6791704,35
12,-40.8363,-428.2189,-304.2058,10.176423119999999,-469.0552,-294.02937688000003,-763.08457688,35
13,-43.5593,-443.1858,-280.0541,10.259753759999999,-486.7451,-269.79434624,-756.53944624,35
14,-42.2394,-432.891,-288.732,10.00684512,-475.1304,-278.72515488000005,-753.85555488,35
15,-40.5865,-441.5233,-287.0229,9.90926064,-482.1098,-277.11363936,-759.22343936,35
16,-45.3661,-455.1565,-279.8657,10.1702664,-500.5226,-269.6954336,-770.2180336000001,35
17,-44.5216,-421.1781,-299.9802,9.99867024,-465.69969999999995,-289.98152976,-755.68122976,35
18,-45.6692,-412.7922,-305.2439,9.7526916,-458.46139999999997,-295.4912084,-753.9526083999999,35
19,-37.2634,-435.896,-300.0987,10.19518344,-473.1594,-289.90351656,-763.06291656,35
