Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1791.652,-17876.7254,-3216.1835,1937.7345,-1223.6917,-19668.377399999998,-2502.1407,-22170.518099999998,11
1,-1784.713,-17901.171,-3170.6616,1945.2236,-1225.8865,-19685.884,-2451.3244999999997,-22137.208499999997,11
2,-1797.1777,-17896.3742,-3168.5081,1936.4209,-1221.9957,-19693.5519,-2454.0829,-22147.634799999996,11
3,-1748.7681,-18028.0058,-3101.5307,1932.2629,-1218.9431,-19776.7739,-2388.2109,-22164.9848,11
4,-1740.077,-17944.2078,-3126.2645,1946.2395,-1239.6705,-19684.2848,-2419.6955000000003,-22103.980300000003,11
5,-1739.8493,-17919.908,-3232.5201,1949.9864,-1241.8857,-19659.7573,-2524.4194,-22184.1767,11
6,-1819.0405,-17711.6768,-3261.8224,1949.358,-1227.0137,-19530.7173,-2539.4781000000003,-22070.1954,11
7,-1779.8222,-17706.9329,-3346.7912,1953.4687,-1241.4932,-19486.7551,-2634.8157,-22121.570799999998,11
8,-1806.4345,-17803.3974,-3306.5082,1950.4258,-1234.8899,-19609.8319,-2590.9723000000004,-22200.8042,11
9,-1771.6723,-17828.7064,-3307.4017,1955.1744,-1251.4624,-19600.378699999997,-2603.6897,-22204.068399999996,11
10,-1775.7811,-17877.1819,-3228.2756,1954.7067,-1245.7228,-19652.963,-2519.2916999999998,-22172.2547,11
11,-1797.4233,-17773.0981,-3271.7753,1942.2185,-1236.6856,-19570.521399999998,-2566.2424,-22136.7638,11
12,-1760.8128,-17923.6068,-3172.7227,1957.9008,-1234.692,-19684.4196,-2449.5139,-22133.9335,11
13,-1753.3913,-17844.5255,-3252.1299,1964.6812,-1250.2159,-19597.9168,-2537.6646,-22135.5814,11
14,-1794.7644,-17856.6628,-3123.2241,1955.1697,-1229.7401,-19651.4272,-2397.7945,-22049.2217,11
15,-1766.9403,-17932.1158,-3154.7975,1949.5375,-1238.6104,-19699.056099999998,-2443.8704000000002,-22142.9265,11
16,-1760.661,-17974.2499,-3127.2115,1959.5734,-1246.7697,-19734.9109,-2414.4078,-22149.3187,11
17,-1796.8018,-17864.4898,-3195.3191,1938.6511,-1220.8736,-19661.2916,-2477.5416,-22138.8332,11
18,-1773.7096,-18023.4628,-3066.1881,1942.7949,-1227.4936,-19797.1724,-2350.8867999999998,-22148.0592,11
19,-1809.6965,-17897.1572,-3169.047,1950.8794,-1243.8668,-19706.8537,-2462.0344,-22168.888099999996,11
