Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1644.3492,-17354.9264,-3040.7046,81.92419848,-18999.2756,-2958.78040152,-21958.056001520003,21
1,-1672.5296,-17393.7953,-3050.9235,80.7493608,-19066.324900000003,-2970.1741392,-22036.499039200004,21
2,-1659.5592,-17361.6661,-3100.7662,82.75196808,-19021.2253,-3018.01423192,-22039.239531919997,21
3,-1647.694,-17343.2072,-3120.6852,83.7957384,-18990.9012,-3036.8894616,-22027.7906616,21
4,-1672.2476,-17097.4466,-3302.8011,83.75392584,-18769.694199999998,-3219.04717416,-21988.74137416,21
5,-1685.1496,-17291.3057,-3178.209,82.03905791999999,-18976.4553,-3096.16994208,-22072.62524208,21
6,-1705.7286,-17285.9776,-3179.6052,80.31373488,-18991.706199999997,-3099.29146512,-22090.997665119998,21
7,-1685.5918,-17293.8815,-3150.3714,80.6360976,-18979.473299999998,-3069.7353024,-22049.2086024,21
8,-1675.3472,-17351.979,-3135.5957,81.35288568,-19027.3262,-3054.24281432,-22081.56901432,21
9,-1693.1401,-17190.3586,-3181.1441,83.12509872,-18883.4987,-3098.01900128,-21981.51770128,21
10,-1683.3906,-17174.5327,-3197.3936,82.00631664,-18857.9233,-3115.38728336,-21973.31058336,21
11,-1697.6165,-17310.2975,-3156.4812,81.36641952000001,-19007.914,-3075.1147804800003,-22083.02878048,21
12,-1701.6461,-17372.1626,-3062.0416,81.57734928,-19073.8087,-2980.46425072,-22054.272950720002,21
13,-1684.8122,-17407.3626,-3011.5604,82.08414864,-19092.1748,-2929.47625136,-22021.65105136,21
14,-1689.3039,-17435.4356,-3063.3288,80.72261352,-19124.7395,-2982.60618648,-22107.34568648,21
15,-1668.2315,-17465.6189,-3072.3894,83.30545152,-19133.850400000003,-2989.08394848,-22122.934348480005,21
16,-1670.3437,-17295.4878,-3188.2901,83.27915928,-18965.8315,-3105.0109407200002,-22070.84244072,21
17,-1673.9725,-17385.7141,-3093.0664,83.23066584,-19059.6866,-3009.8357341600004,-22069.52233416,21
18,-1663.7862,-17215.3074,-3209.2031,84.22864127999999,-18879.0936,-3124.9744587200003,-22004.06805872,21
19,-1694.7638,-17255.5412,-3215.7869,85.4038584,-18950.305,-3130.3830416,-22080.6880416,21
