Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1765.5766,-17901.5137,-3268.687,90.11716632,-19667.0903,-3178.56983368,-22845.66013368,16
1,-1750.4571,-17873.3627,-3286.5542,90.21582792,-19623.8198,-3196.33837208,-22820.15817208,16
2,-1762.9952,-17915.6877,-3193.1725,87.49818791999999,-19678.6829,-3105.67431208,-22784.35721208,16
3,-1712.4533,-17926.7157,-3284.7497,91.80517392,-19639.169,-3192.94452608,-22832.113526080004,16
4,-1769.7216,-17826.2461,-3344.9609,93.09155112,-19595.9677,-3251.86934888,-22847.83704888,16
5,-1761.3309,-17885.461,-3330.2209,89.44051824,-19646.7919,-3240.7803817599997,-22887.57228176,16
6,-1741.8961,-17831.9365,-3360.0183,90.9783396,-19573.8326,-3269.0399604000004,-22842.872560400003,16
7,-1794.8752,-17718.9725,-3384.6826,90.00083808000001,-19513.8477,-3294.68176192,-22808.52946192,16
8,-1702.2379,-17712.7377,-3404.7878,91.38139416,-19414.9756,-3313.40640584,-22728.382005840005,16
9,-1747.8862,-17803.5886,-3349.3995,90.53339111999999,-19551.4748,-3258.86610888,-22810.34090888,16
10,-1768.6559,-17850.2615,-3325.9608,88.9911036,-19618.917400000002,-3236.9696964,-22855.8870964,16
11,-1732.0295,-17975.6099,-3272.4388,90.56864879999999,-19707.6394,-3181.8701512,-22889.5095512,16
12,-1774.7122,-17959.3398,-3216.0205,88.81894728,-19734.052000000003,-3127.20155272,-22861.25355272,16
13,-1721.9507,-18026.4448,-3148.3557,89.95504104,-19748.395500000002,-3058.40065896,-22806.79615896,16
14,-1763.224,-17989.9484,-3149.8898,87.50713608,-19753.1724,-3062.38266392,-22815.55506392,16
15,-1732.3834,-17867.6737,-3262.1761,90.85521888,-19600.057099999998,-3171.32088112,-22771.37798112,16
16,-1733.9202,-17822.3545,-3375.8032,92.32964928,-19556.2747,-3283.47355072,-22839.74825072,16
17,-1746.3615,-17902.3727,-3253.9875,92.39890896,-19648.7342,-3161.58859104,-22810.32279104,16
18,-1773.3712,-17994.2639,-3178.6948,89.21741616,-19767.635100000003,-3089.47738384,-22857.112483840003,16
19,-1790.4655,-17991.4368,-3177.928,86.40715176,-19781.902299999998,-3091.52084824,-22873.42314824,16
