Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1687.3959,-17181.6343,-3139.9645,1863.9016,-1202.1916,-18869.0302,-2478.2545,-21347.284700000004,10
1,-1664.598,-17214.8216,-3192.5631,1866.6421,-1205.519,-18879.4196,-2531.4399999999996,-21410.8596,10
2,-1690.1425,-17195.4066,-3147.899,1866.1224,-1203.4979,-18885.549099999997,-2485.2745,-21370.823599999996,10
3,-1691.0314,-17114.3217,-3199.6373,1866.9587,-1213.0796,-18805.3531,-2545.7582,-21351.1113,10
4,-1656.9155,-17169.8644,-3170.842,1864.6907,-1208.2993,-18826.779899999998,-2514.4506,-21341.230499999998,10
5,-1679.5417,-17143.7072,-3245.9578,1855.4108,-1208.0074,-18823.248900000002,-2598.5544,-21421.8033,10
6,-1670.3865,-17209.2973,-3164.8862,1862.5786,-1208.7494,-18879.6838,-2511.057,-21390.7408,10
7,-1678.1877,-17235.0029,-3190.08,1866.4484,-1207.5748,-18913.190599999998,-2531.2064,-21444.396999999994,10
8,-1695.0897,-17216.9094,-3129.8883,1855.5195,-1195.7351,-18911.9991,-2470.1039,-21382.103000000003,10
9,-1680.0843,-17285.6436,-3103.0103,1855.047,-1198.1766,-18965.727899999998,-2446.1399,-21411.8678,10
10,-1669.002,-17200.2892,-3183.7258,1857.4378,-1195.5709,-18869.2912,-2521.8589,-21391.1501,10
11,-1691.1763,-17200.8976,-3204.1575,1856.5212,-1192.0769,-18892.0739,-2539.7132,-21431.7871,10
12,-1703.1246,-17185.1458,-3218.3622,1862.2242,-1209.9392,-18888.270399999998,-2566.0771999999997,-21454.347599999997,10
13,-1678.2668,-17274.6739,-3116.5477,1858.0899,-1195.2575,-18952.940700000003,-2453.7153,-21406.656000000003,10
14,-1698.0504,-17329.9166,-3107.7496,1856.181,-1182.1994,-19027.967,-2433.768,-21461.735,10
15,-1714.9644,-17311.472,-3118.3491,1856.5117,-1199.152,-19026.436400000002,-2460.9894,-21487.425800000005,10
16,-1709.1991,-17345.5218,-3125.9163,1859.909,-1191.6563,-19054.7209,-2457.6636,-21512.3845,10
17,-1679.6603,-17292.7367,-3073.0094,1850.6197,-1184.8408,-18972.397,-2407.2304999999997,-21379.627500000002,10
18,-1713.0304,-17321.7615,-3096.9892,1845.3796,-1174.9749,-19034.7919,-2426.5845,-21461.3764,10
19,-1707.1903,-17160.2337,-3177.8278,1857.7355,-1185.7082,-18867.424,-2505.8005000000003,-21373.2245,10
