GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1760.3009,-17703.8594,-3515.2406,92.16231336,-19464.1603,-3423.07828664,-22887.23858664
1,-1733.075,-17633.3216,-3455.1955,91.25219519999999,-19366.3966,-3363.9433047999996,-22730.339904800003
2,-1761.9636,-17645.8967,-3471.7411,90.133398,-19407.8603,-3381.6077020000002,-22789.468001999998
3,-1738.7999,-17788.176,-3341.9159,89.89875576,-19526.975899999998,-3252.01714424,-22778.993044239996
4,-1767.5182,-17588.3149,-3451.583,90.89617104,-19355.8331,-3360.68682896,-22716.51992896
5,-1763.9573,-17756.5689,-3351.9656,87.7759128,-19520.5262,-3264.1896872,-22784.7158872
6,-1789.296,-17742.2314,-3366.1072,89.01164879999999,-19531.5274,-3277.0955512,-22808.6229512
7,-1737.6797,-17746.1471,-3374.0579,90.26800128000001,-19483.8268,-3283.7898987199997,-22767.616698719998
8,-1750.7833,-17771.1866,-3372.3663,90.83394216,-19521.9699,-3281.5323578400003,-22803.502257840002
9,-1775.8441,-17656.209,-3465.1233,89.72963136,-19432.053099999997,-3375.39366864,-22807.446768639995
10,-1748.5972,-17763.7626,-3426.9825,91.49482152,-19512.3598,-3335.48767848,-22847.84747848
11,-1764.0113,-17877.8658,-3334.146,88.51404312,-19641.877099999998,-3245.63195688,-22887.509056879997
12,-1750.2658,-17837.9282,-3355.4243,91.32557328,-19588.194,-3264.0987267200003,-22852.29272672
13,-1774.1191,-17865.9032,-3264.8837,89.08625304,-19640.0223,-3175.79744696,-22815.819746959998
14,-1758.2989,-17887.3005,-3242.17,89.42570136,-19645.599400000003,-3152.74429864,-22798.343698640005
15,-1747.3991,-17997.5077,-3208.2145,89.79763176,-19744.906799999997,-3118.41686824,-22863.32366824
16,-1751.6447,-17989.9436,-3202.1869,90.16986743999999,-19741.5883,-3112.01703256,-22853.60533256
17,-1732.6939,-17896.5734,-3299.4588,92.55966768,-19629.2673,-3206.89913232,-22836.16643232
18,-1728.0126,-17907.0152,-3298.5519,90.93541536,-19635.027800000003,-3207.6164846399997,-22842.644284640002
19,-1702.922,-17805.4167,-3344.5214,91.47524904,-19508.3387,-3253.04615096,-22761.384850960003

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1705.9332,-17178.3677,-3320.3095,83.29173624,-18884.3009,-3237.01776376,-22121.318663759997
1,-1682.5727,-17093.3302,-3268.4628,83.25953424,-18775.9029,-3185.20326576,-21961.10616576
2,-1700.8523,-17120.1212,-3269.762,82.02242663999999,-18820.9735,-3187.73957336,-22008.71307336
3,-1681.2567,-17280.623,-3130.9573,82.02010104,-18961.879699999998,-3048.93719896,-22010.816898959998
4,-1708.692,-17060.3888,-3259.9471,82.47624192,-18769.0808,-3177.4708580799997,-21946.55165808
5,-1711.9562,-17241.6363,-3148.9762,79.27324847999999,-18953.5925,-3069.70295152,-22023.29545152
6,-1736.9922,-17210.6515,-3172.8672,80.03157912,-18947.6437,-3092.83562088,-22040.47932088
7,-1681.5535,-17227.8574,-3161.2538,81.15956064,-18909.410900000003,-3080.09423936,-21989.50513936
8,-1697.5366,-17264.4964,-3168.5789,82.44796536,-18962.033,-3086.13093464,-22048.16393464
9,-1719.15,-17174.7407,-3226.1478,81.21271752,-18893.8907,-3144.9350824800003,-22038.82578248
10,-1693.5127,-17249.1116,-3226.3202,82.88955071999999,-18942.6243,-3143.43064928,-22086.05494928
11,-1706.4708,-17358.5253,-3127.9161,80.3463732,-19064.9961,-3047.5697268,-22112.5658268
12,-1698.2999,-17320.8812,-3143.0956,82.30575744,-19019.1811,-3060.78984256,-22079.97094256
13,-1722.7458,-17345.2394,-3064.4566,79.89236856,-19067.9852,-2984.56423144,-22052.549431440002
14,-1704.2459,-17370.3768,-3026.8777,80.42380272,-19074.6227,-2946.45389728,-22021.07659728
15,-1693.9594,-17475.201,-3004.1898,81.26530128,-19169.1604,-2922.92449872,-22092.08489872
16,-1698.6878,-17477.024,-2993.4823,81.289728,-19175.7118,-2912.192572,-22087.904372
17,-1676.1838,-17391.3765,-3078.9065,83.23035192,-19067.560299999997,-2995.67614808,-22063.23644808
18,-1681.9549,-17407.288,-3075.51,81.69794352000001,-19089.2429,-2993.81205648,-22083.05495648
19,-1649.1008,-17283.3562,-3140.9004,82.65112631999999,-18932.457,-3058.24927368,-21990.706273679996

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-34.1476,-479.7345,-253.7518,11.083346639999998,-513.8821,-242.66845336,-756.5505533600001
1,-36.2238,-481.4013,-251.2013,10.36887984,-517.6251,-240.83242016,-758.45752016
2,-41.654,-471.4063,-262.9117,10.59501888,-513.0603,-252.31668112,-765.37698112
3,-34.0675,-471.8741,-260.5875,10.37808432,-505.9416,-250.20941567999998,-756.15101568
4,-39.8466,-470.8498,-261.0425,10.63781784,-510.69640000000004,-250.40468216000002,-761.10108216
5,-36.1286,-479.1358,-247.7972,10.48333896,-515.2644,-237.31386104,-752.57826104
6,-37.5436,-474.0089,-257.7244,10.86447024,-511.5525,-246.85992976,-758.4124297600001
7,-42.7454,-463.9386,-272.4938,10.84527576,-506.684,-261.64852424000003,-768.33252424
8,-36.6946,-461.3828,-261.5241,10.52587296,-498.07739999999995,-250.99822704,-749.07562704
9,-39.727,-452.2601,-280.4445,10.487584799999999,-491.9871,-269.9569152,-761.9440152
10,-38.2535,-463.0767,-261.3532,10.50779088,-501.3302,-250.84540912000003,-752.17560912
11,-39.1772,-467.2082,-268.0295,10.319610959999999,-506.3854,-257.70988904,-764.09528904
12,-35.4002,-473.9251,-264.8735,10.944002159999998,-509.32529999999997,-253.92949783999998,-763.2547978399999
13,-34.3598,-472.5069,-260.9877,11.19850488,-506.8667,-249.78919512000002,-756.65589512
14,-31.8938,-467.8298,-278.5072,11.23808976,-499.7236,-267.26911024000003,-766.9927102400001
15,-34.3894,-470.3147,-266.5204,10.64461968,-504.70410000000004,-255.87578032,-760.57988032
16,-34.8523,-462.7451,-267.8171,11.050704719999999,-497.5974,-256.76639528,-754.36379528
17,-36.4562,-462.3419,-276.567,11.35658016,-498.79810000000003,-265.21041984,-764.00851984
18,-28.9472,-453.271,-279.9893,11.23352568,-482.2182,-268.75577432,-750.97397432
19,-33.6249,-476.0872,-261.6529,11.109777119999999,-509.71209999999996,-250.54312288,-760.25522288

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-20.220100000000016,-45.757200000002285,58.82069999999976,-2.2127695200000055,-65.97730000000115,56.60793047999999,-9.369369520002465
1,-14.278500000000108,-58.59009999999898,64.46859999999998,-2.376218880000005,-72.8685999999991,62.09238112000017,-10.776218880002602
