Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1667.101,-17374.7935,-2970.824,1858.5104,-1193.8279,-19041.8945,-2306.1415,-21348.036,17
1,-1717.9859,-17347.0809,-2951.0199,1859.0632,-1188.9062,-19065.0668,-2280.8628999999996,-21345.9297,17
2,-1659.5035,-17316.8014,-3030.519,1866.4342,-1193.7261,-18976.3049,-2357.8109,-21334.1158,17
3,-1687.4142,-17240.217,-3079.2401,1858.7514,-1196.8835,-18927.6312,-2417.3722,-21345.003399999998,17
4,-1706.8942,-17212.5175,-3058.1841,1855.562,-1193.2655,-18919.4117,-2395.8876,-21315.2993,17
5,-1688.3828,-17230.4277,-3053.5177,1867.3745,-1201.4416,-18918.8105,-2387.5848,-21306.395299999996,17
6,-1731.3222,-17276.6196,-3050.1053,1847.6665,-1197.5208,-19007.9418,-2399.9596,-21407.9014,17
7,-1686.9729,-17303.1557,-2998.3293,1856.8803,-1193.2505,-18990.1286,-2334.6994999999997,-21324.8281,17
8,-1716.1076,-17191.1674,-3164.6839,1852.5285,-1184.4661,-18907.274999999998,-2496.6215,-21403.8965,17
9,-1687.6745,-17253.3455,-3041.7442,1853.8421,-1181.087,-18941.02,-2368.9891,-21310.0091,17
10,-1696.8462,-17317.4012,-3039.6288,1854.9525,-1196.9861,-19014.2474,-2381.6624,-21395.9098,17
11,-1724.3191,-17320.7643,-3004.2856,1854.7351,-1194.7884,-19045.0834,-2344.3388999999997,-21389.4223,17
12,-1669.567,-17279.5454,-3059.9465,1865.0782,-1196.914,-18949.112399999998,-2391.7823,-21340.894699999997,17
13,-1685.9202,-17322.053,-3017.0596,1859.5499,-1202.6107,-19007.9732,-2360.1204,-21368.093600000004,17
14,-1662.2542,-17200.7998,-3183.9517,1871.8585,-1208.4279,-18863.054,-2520.5211,-21383.575100000002,17
15,-1709.0857,-17324.1333,-3040.6558,1865.7018,-1193.2706,-19033.219,-2368.2246,-21401.443600000002,17
16,-1698.6853,-17236.3545,-3115.8451,1870.4316,-1207.8875,-18935.039800000002,-2453.3010000000004,-21388.3408,17
17,-1724.0394,-17237.7254,-3099.3235,1862.2479,-1198.4819,-18961.7648,-2435.5575,-21397.3223,17
18,-1680.4893,-17278.1814,-3069.8683,1861.9077,-1200.1137,-18958.670700000002,-2408.0743,-21366.745000000006,17
19,-1693.6793,-17215.6644,-3069.8397,1864.2466,-1203.605,-18909.3437,-2409.1981,-21318.541800000003,17
