Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-0.3803999999999803,-39.26539999999824,38.72710000000001,0.5692000000000519,0.7304000000000741,-39.64580000000001,40.02670000000012,0.38089999999874635,34
1,-0.5732999999999606,-46.34899999999902,45.375500000000045,0.5692000000001372,1.1238999999998924,-46.922299999999666,47.06860000000029,0.14630000000067866,34
2,-0.5573000000000476,-48.31959999999924,47.54080000000016,0.569199999999995,1.1060000000000372,-48.876899999995885,49.21600000000018,0.33910000000616947,34
3,-0.35690000000008837,-49.01459999999997,48.25049999999976,0.569100000000077,0.6387000000000285,-49.371499999998946,49.45830000000012,0.08679999999799293,34
4,-0.2924000000000646,-45.468499999999665,44.641599999999954,0.5692000000001656,0.5263999999999669,-45.760899999998855,45.73720000000009,-0.023699999996097176,34
5,-0.2943999999999818,-44.4519000000015,43.72519999999986,0.5692000000000235,0.5405000000000229,-44.746300000003544,44.83489999999989,0.08859999999731372,34
6,-0.22850000000017445,-42.436500000000706,41.76500000000004,0.5691999999998245,0.3973000000002145,-42.66500000000042,42.731500000000096,0.06650000000195178,34
7,-0.7361999999999824,-39.40170000000171,38.75530000000026,0.4226000000000738,1.7792000000000883,-40.1379000000033,40.957100000000196,0.8191999999986592,34
8,-0.7378000000000782,-33.12810000000002,32.613299999999896,0.5692000000001372,1.6528999999999883,-33.86589999999694,34.83540000000025,0.9695000000006075,34
9,-0.6072000000000344,-27.377699999998242,26.841200000000356,0.5551000000001522,1.479700000000065,-27.98489999999714,28.876000000000545,0.8911000000034619,34
10,-1.0770999999998168,-31.06270000000086,30.62960000000035,0.5030000000001564,2.6959999999999695,-32.13980000000066,33.828600000000705,1.6888000000019474,34
11,-0.4352999999999412,-30.64250000000112,29.99330000000009,0.5692000000000519,0.9139999999999588,-31.077800000001503,31.47650000000033,0.39869999999382344,34
12,-1.1665999999999883,-34.71069999999918,34.23430000000019,0.5644000000000915,2.9102000000000885,-35.87729999999783,37.7089000000006,1.831600000004073,34
13,-0.38450000000000273,-35.80160000000228,35.376900000000035,0.5691999999999098,0.7540999999999514,-36.18610000000024,36.70020000000011,0.5141000000013491,34
14,-0.8102999999999767,-36.48059999999873,35.98459999999983,0.4889000000000294,1.8111000000000956,-37.290900000000306,38.284599999999955,0.993699999995215,34
15,-0.3631000000000668,-31.720399999999245,31.176600000000008,0.5692000000001656,0.708400000000097,-32.08349999999615,32.4542000000007,0.37070000000642267,34
16,-0.35850000000007753,-34.24450000000172,33.66450000000003,0.5692000000000803,0.6767999999999859,-34.60300000000154,34.910500000000326,0.3075000000019372,34
17,-0.2331000000000074,-39.172199999999805,38.57399999999984,0.5692000000001372,0.42049999999994725,-39.405300000000466,39.563699999999926,0.1583999999994603,34
18,-0.1554999999999538,-38.76119999999867,38.074100000000044,0.5691999999998529,0.2839999999999918,-38.916699999999764,38.927299999999434,0.010599999996998122,34
19,-0.212299999999928,-41.029000000001304,40.36640000000017,0.5692000000001087,0.3968000000002263,-41.241300000001445,41.33240000000029,0.09109999999975571,34
