GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1724.661,-17645.6317,-3435.0274,90.05198759999999,-19370.2927,-3344.9754124,-22715.2681124
1,-1775.4712,-17694.6579,-3409.4336,90.42247223999999,-19470.1291,-3319.01112776,-22789.14022776
2,-1774.8891,-17626.9469,-3449.0584,88.32061872,-19401.836,-3360.73778128,-22762.573781279996
3,-1766.2283,-17664.1137,-3471.7036,89.38930104,-19430.342,-3382.3142989599996,-22812.656298960002
4,-1769.3735,-17643.3529,-3468.2443,89.11375416,-19412.726400000003,-3379.1305458399997,-22791.85694584
5,-1781.6551,-17602.4269,-3516.9535,87.6848148,-19384.082,-3429.2686852,-22813.3506852
6,-1751.054,-17584.1979,-3535.8526,91.08382032,-19335.2519,-3444.76877968,-22780.02067968
7,-1708.6475,-17761.3699,-3399.312,88.4946744,-19470.0174,-3310.8173256,-22780.8347256
8,-1755.0896,-17837.2819,-3336.3092,88.32236544,-19592.3715,-3247.9868345600003,-22840.358334560002
9,-1741.8368,-17697.5028,-3411.4488,90.60643296,-19439.3396,-3320.84236704,-22760.181967039996
10,-1722.9097,-17626.9742,-3473.8444,92.27557152,-19349.8839,-3381.56882848,-22731.452728480002
11,-1782.7645,-17746.1678,-3384.6242,89.97539112,-19528.9323,-3294.64880888,-22823.58110888
12,-1722.1884,-17778.0926,-3404.3037,90.17624592,-19500.281,-3314.12745408,-22814.40845408
13,-1727.526,-17701.1282,-3434.8216,92.58345216,-19428.6542,-3342.2381478400002,-22770.89234784
14,-1736.3712,-17513.4178,-3543.876,94.78776096,-19249.789,-3449.08823904,-22698.87723904
15,-1716.1739,-17622.0755,-3504.8861,92.61092808,-19338.2494,-3412.27517192,-22750.52457192
16,-1717.7309,-17602.287,-3522.6557,92.90112119999999,-19320.0179,-3429.7545787999998,-22749.772478799998
17,-1735.9761,-17767.0711,-3376.5566,92.02646376,-19503.0472,-3284.53013624,-22787.57733624
18,-1783.547,-17612.8083,-3471.3562,92.20650264,-19396.3553,-3379.14969736,-22775.504997359996
19,-1734.1406,-17765.2281,-3401.0419,90.82747583999999,-19499.3687,-3310.2144241600004,-22809.58312416

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1680.6571,-17155.0559,-3206.6682,80.54355312,-18835.713,-3126.12464688,-21961.83764688
1,-1730.5505,-17207.1053,-3172.2682,80.59589064,-18937.6558,-3091.67230936,-22029.328109359998
2,-1730.5052,-17148.1154,-3209.9144,78.601572,-18878.6206,-3131.312828,-22009.933428
3,-1721.5805,-17177.2328,-3237.1302,79.66287432,-18898.8133,-3157.46732568,-22056.28062568
4,-1726.2219,-17144.589,-3237.2309,79.50360599999999,-18870.8109,-3157.7272940000003,-22028.538194
5,-1731.8197,-17114.4402,-3285.3299,78.25031351999999,-18846.2599,-3207.07958648,-22053.339486480003
6,-1702.5918,-17085.1695,-3317.1638,81.82244736,-18787.7613,-3235.34135264,-22023.10265264
7,-1654.2551,-17265.3536,-3168.424,79.81511904,-18919.608699999997,-3088.60888096,-22008.217580959998
8,-1707.0482,-17333.178,-3123.0503,79.08817536000001,-19040.2262,-3043.9621246399997,-22084.18832464
9,-1691.3593,-17204.6209,-3181.9879,81.53287344,-18895.9802,-3100.45502656,-21996.435226560003
10,-1679.2169,-17133.859,-3240.0889,82.26002808,-18813.0759,-3157.82887192,-21970.90477192
11,-1740.3265,-17253.2867,-3153.7116,80.49624984,-18993.6132,-3073.21535016,-22066.82855016
12,-1676.1243,-17292.0923,-3171.2414,80.8198596,-18968.2166,-3090.4215403999997,-22058.6381404
13,-1677.8761,-17210.6407,-3202.5775,82.91445552,-18888.5168,-3119.66304448,-22008.17984448
14,-1691.5103,-17022.2078,-3311.211,84.80916144,-18713.7181,-3226.4018385599998,-21940.119938559998
15,-1670.6071,-17106.7536,-3281.3827,82.90162224,-18777.3607,-3198.48107776,-21975.84177776
16,-1671.5787,-17088.7894,-3301.1808,83.14579584,-18760.3681,-3218.03500416,-21978.403104160003
17,-1694.4861,-17245.8432,-3156.8512,82.18920672,-18940.329299999998,-3074.66199328,-22014.99129328
18,-1738.2675,-17102.0801,-3251.181,82.54483488,-18840.3476,-3168.63616512,-22008.983765120003
19,-1692.5047,-17250.3212,-3180.4485,80.94367656,-18942.8259,-3099.50482344,-22042.330723439998

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-43.8569,-445.2364,-273.884,9.5084352,-489.0933,-264.3755648,-753.4688648
1,-44.8162,-446.1367,-278.6604,9.8265816,-490.9529,-268.8338184,-759.7867183999999
2,-44.2996,-441.9974,-276.04,9.71904672,-486.297,-266.32095328,-752.6179532799999
3,-44.5634,-448.7762,-272.7551,9.72642672,-493.3396,-263.02867328,-756.3682732800002
4,-43.0573,-465.1214,-264.7902,9.61014816,-508.1787,-255.18005184000003,-763.3587518400001
5,-49.7372,-452.5991,-267.1225,9.434501280000001,-502.33630000000005,-257.68799872,-760.0242987200002
6,-48.3274,-462.811,-255.0776,9.26137296,-511.1384,-245.81622704,-756.95462704
