GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1711.1661,-17824.3498,-3350.3895,91.95348743999999,-19535.5159,-3258.43601256,-22793.951912559998
1,-1734.8607,-17559.1109,-3547.9421,93.9901824,-19293.9716,-3453.9519176000003,-22747.9235176
2,-1752.7453,-17685.4385,-3412.4099,88.92623015999999,-19438.1838,-3323.48366984,-22761.66746984
3,-1764.8194,-17734.5853,-3337.0265,88.75374479999999,-19499.4047,-3248.2727552,-22747.6774552
4,-1752.2986,-17760.7866,-3416.872,89.77125744,-19513.0852,-3327.10074256,-22840.18594256
5,-1752.8625,-17758.2302,-3423.5252,90.0431316,-19511.0927,-3333.4820684,-22844.5747684
6,-1745.1511,-17749.8129,-3431.8334,92.22533496,-19494.964,-3339.60806504,-22834.57206504
7,-1727.2386,-17694.124,-3422.4164,90.30730824,-19421.3626,-3332.10909176,-22753.47169176
8,-1735.0985,-17820.2057,-3415.8437,91.02942792,-19555.3042,-3324.8142720799997,-22880.11847208
9,-1755.6149,-17735.6305,-3432.4337,89.71072487999999,-19491.2454,-3342.7229751200002,-22833.968375120003
10,-1714.9918,-17705.9997,-3469.8502,91.53337248,-19420.9915,-3378.31682752,-22799.30832752
11,-1723.2307,-17680.9091,-3480.7381,94.06399752,-19404.1398,-3386.67410248,-22790.81390248
12,-1716.833,-17800.4575,-3421.3876,93.32514936,-19517.2905,-3328.06245064,-22845.352950639997
13,-1751.9717,-17726.0008,-3488.9997,94.02759936,-19477.972500000003,-3394.97210064,-22872.944600640003
14,-1710.6238,-17688.0104,-3495.1241,94.8787992,-19398.6342,-3400.2453008,-22798.8795008
15,-1719.4149,-17728.7217,-3423.0921,92.93796288,-19448.136599999998,-3330.1541371199996,-22778.290737119998
16,-1706.1854,-17650.3063,-3513.383,95.28849072,-19356.4917,-3418.09450928,-22774.58620928
17,-1725.9042,-17580.5664,-3558.1271,94.12996824,-19306.4706,-3463.9971317600002,-22770.467731760004
18,-1708.5016,-17611.0044,-3538.3704,93.47132520000001,-19319.506,-3444.8990747999997,-22764.4050748
19,-1710.4223,-17672.6842,-3458.2972,95.22541727999999,-19383.106499999998,-3363.07178272,-22746.17828272

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1670.389,-17340.6819,-3114.27,82.22235047999999,-19011.0709,-3032.04764952,-22043.11854952
1,-1695.8236,-17090.8185,-3292.9605,83.74881672,-18786.6421,-3209.21168328,-21995.853783280003
2,-1703.7859,-17232.3079,-3148.4648,79.6844844,-18936.0938,-3068.7803156,-22004.8741156
3,-1714.9989,-17258.8422,-3089.3535,79.57757808,-18973.841099999998,-3009.77592192,-21983.61702192
4,-1706.6177,-17297.7758,-3161.5185,80.28992016,-19004.3935,-3081.2285798400003,-22085.622079839995
5,-1703.2039,-17295.0061,-3170.1941,80.59544928,-18998.21,-3089.59865072,-22087.80865072
6,-1702.2564,-17268.0606,-3185.5875,82.44534744,-18970.317,-3103.14215256,-22073.45915256
7,-1680.2668,-17217.1968,-3181.4299,81.19136304,-18897.463600000003,-3100.23853696,-21997.70213696
8,-1690.1317,-17348.928,-3160.9504,81.74696327999999,-19039.059699999998,-3079.2034367200004,-22118.26313672
9,-1705.9559,-17266.9576,-3173.016,80.59463352,-18972.913500000002,-3092.42136648,-22065.334866480003
10,-1666.0562,-17235.2095,-3216.7956,82.24746768,-18901.2657,-3134.54813232,-22035.81383232
11,-1680.8442,-17215.722,-3210.981,83.44026792,-18896.5662,-3127.5407320800005,-22024.10693208
12,-1675.9213,-17349.0746,-3140.4366,83.14872624,-19024.9959,-3057.28787376,-22082.283773760002
