Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-96.33820000000011,-288.0978999999994,330.8304000000003,-68.81269999999986,134.28619999999998,-384.4360999999991,396.3039000000004,11.867799999997715,8
1,-84.71850000000003,-301.64279999999934,332.64109999999994,-61.25269999999995,124.46059999999996,-386.3612999999973,395.84899999999993,9.487700000001382,8
2,-81.40259999999999,-303.7954,326.0458000000001,-65.13669999999988,127.6165,-385.19800000000066,388.5256,3.3276000000001886,8
3,-78.70870000000008,-290.5546000000025,319.6159999999999,-62.745799999999974,130.62420000000003,-369.2633000000019,387.4943999999997,18.23109999999815,8
4,-85.81969999999998,-293.9669000000007,318.2836999999999,-65.29259999999994,130.2273,-379.78659999999974,383.21839999999975,3.431800000002795,8
5,-86.86489999999986,-276.90550000000167,307.4112000000001,-67.83930000000007,130.5033999999999,-363.7704000000006,370.0753000000002,6.304900000001339,8
6,-79.97609999999995,-258.617500000001,286.6092000000002,-64.3004,123.85640000000015,-338.59360000000004,346.16520000000037,7.571600000001695,8
7,-86.06130000000007,-255.7762000000016,285.30509999999975,-65.08470000000003,128.6067,-341.83749999999986,348.8271000000002,6.989600000000337,8
8,-95.11409999999992,-251.92849999999964,288.3976999999997,-67.96689999999992,132.185,-347.04260000000113,352.6157999999996,5.5731999999939035,8
9,-89.28820000000007,-269.5275000000025,315.50120000000015,-70.26790000000008,133.4557000000001,-358.8157000000023,378.68899999999996,19.873300000000768,8
10,-93.79789999999998,-278.35070000000013,317.8699000000002,-72.0540999999998,134.3177,-372.1486000000008,380.13350000000037,7.984900000000607,8
11,-85.4218,-284.4983999999986,311.2516999999999,-69.75760000000008,133.78860000000006,-369.9202000000011,375.2827000000003,5.362499999995634,8
12,-93.38200000000003,-272.13649999999967,319.26129999999984,-71.09489999999991,135.83139999999997,-365.51850000000013,383.99779999999987,18.47929999999519,8
13,-96.00760000000001,-293.4475000000002,324.60200000000003,-73.72670000000008,138.74310000000014,-389.4550999999998,389.61839999999984,0.1632999999982303,8
14,-92.14280000000001,-282.8820999999997,315.3586,-71.94070000000005,134.91490000000005,-375.0249000000004,378.3327999999998,3.3078999999993357,8
15,-96.61039999999983,-251.26309999999745,283.70199999999994,-72.33280000000002,136.75409999999994,-347.8734999999971,348.12329999999986,0.2498000000018692,8
16,-101.48510000000007,-273.3968000000023,314.2014000000002,-74.85129999999981,141.7717000000002,-374.8819000000019,381.1218000000008,6.239899999998443,8
17,-94.40009999999992,-272.2826000000005,313.42790000000025,-73.52350000000001,137.05120000000005,-366.68269999999865,376.9556000000003,10.272900000002664,8
18,-86.93320000000006,-281.9503000000025,320.43159999999995,-72.10599999999988,134.1204999999999,-368.8835000000035,382.44610000000023,13.562599999999861,8
19,-91.4769,-278.67600000000016,307.9623000000001,-69.91369999999995,131.3236,-370.15290000000107,369.37220000000036,-0.7807000000029802,8
