Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1778.7563,-17844.1417,-3308.1179,86.88634416,-19622.898,-3221.23155584,-22844.12955584,14
1,-1788.1142,-17792.5433,-3352.7949,90.47159784,-19580.6575,-3262.32330216,-22842.98080216,14
2,-1713.4053,-17789.0587,-3340.9271,87.67107863999999,-19502.464,-3253.25602136,-22755.72002136,14
3,-1748.5019,-17702.3225,-3402.2197,90.63473256,-19450.824399999998,-3311.58496744,-22762.40936744,14
4,-1778.2986,-17685.8324,-3421.6225,88.89285815999999,-19464.131,-3332.72964184,-22796.86064184,14
5,-1790.5965,-17774.0397,-3358.4581,87.56510184,-19564.6362,-3270.89299816,-22835.529198160002,14
6,-1773.3153,-17710.0019,-3381.8376,88.76192759999999,-19483.317199999998,-3293.0756724,-22776.392872399996,14
7,-1769.0228,-17617.7897,-3439.8947,90.06359687999999,-19386.8125,-3349.8311031199996,-22736.64360312,14
8,-1795.9652,-17759.4809,-3328.6286,87.11336592,-19555.446099999997,-3241.51523408,-22796.96133408,14
9,-1758.7174,-17705.7332,-3354.5208,88.67537136,-19464.4506,-3265.8454286399997,-22730.296028639998,14
10,-1761.4482,-17792.474,-3389.1254,89.8831044,-19553.922199999997,-3299.2422956,-22853.1644956,14
11,-1717.6231,-17692.132,-3436.4523,91.11259224,-19409.755100000002,-3345.33970776,-22755.094807760004,14
12,-1778.9384,-17713.0456,-3366.2692,89.00347392,-19491.984,-3277.26572608,-22769.24972608,14
13,-1738.9669,-17804.7721,-3319.1872,90.232326,-19543.738999999998,-3228.954874,-22772.693873999997,14
14,-1730.4539,-17728.6632,-3439.555,92.0581776,-19459.1171,-3347.4968224,-22806.6139224,14
15,-1747.7865,-17616.034,-3487.7598,91.0112796,-19363.820499999998,-3396.7485204,-22760.5690204,14
16,-1736.3042,-17895.4086,-3245.3367,88.91650224,-19631.712799999998,-3156.4201977599996,-22788.132997759996,14
17,-1713.2998,-17877.5162,-3266.5076,90.527058,-19590.816,-3175.980542,-22766.796542,14
18,-1716.6402,-17857.3695,-3267.0907,91.44843408,-19574.009700000002,-3175.64226592,-22749.651965920002,14
19,-1762.2669,-17783.615,-3354.0736,91.00305144000001,-19545.8819,-3263.07054856,-22808.95244856,14
