Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1774.1857,-17816.9492,-3371.2009,89.2724004,-19591.134899999997,-3281.9284995999997,-22873.063399599996,12
1,-1775.3279,-17808.6252,-3375.6839,87.72868224,-19583.9531,-3287.95521776,-22871.90831776,12
2,-1777.6082,-17843.7787,-3349.4026,86.01571007999999,-19621.386899999998,-3263.3868899199997,-22884.77378992,12
3,-1801.3564,-17822.9054,-3317.2563,87.45815736,-19624.2618,-3229.79814264,-22854.05994264,12
4,-1781.7509,-17938.6408,-3243.6145,86.36247648,-19720.3917,-3157.25202352,-22877.64372352,12
5,-1777.8904,-17897.3298,-3280.8523,86.41668743999999,-19675.2202,-3194.43561256,-22869.65581256,12
6,-1772.4183,-17899.6966,-3307.4073,87.82113887999999,-19672.1149,-3219.58616112,-22891.70106112,12
7,-1734.8955,-17939.745,-3263.1999,87.93138599999999,-19674.640499999998,-3175.268514,-22849.909013999997,12
8,-1750.3039,-17882.4869,-3313.8276,90.06525864,-19632.7908,-3223.76234136,-22856.55314136,12
9,-1755.4718,-17885.8589,-3275.1534,88.46149319999999,-19641.3307,-3186.6919068,-22828.022606799997,12
10,-1753.5173,-17823.9501,-3364.9291,90.77621328,-19577.467399999998,-3274.15288672,-22851.620286719997,12
11,-1757.6587,-17691.746,-3438.6266,88.21185768,-19449.4047,-3350.41474232,-22799.81944232,12
12,-1753.8744,-17772.5895,-3363.5674,93.35013552,-19526.4639,-3270.21726448,-22796.68116448,12
13,-1773.5756,-17887.1842,-3229.5528,89.98327512,-19660.7598,-3139.56952488,-22800.32932488,12
14,-1742.3266,-17935.0599,-3198.9306,88.5387744,-19677.3865,-3110.3918256,-22787.7783256,12
15,-1731.1957,-17766.4152,-3333.2622,89.84822616,-19497.6109,-3243.41397384,-22741.02487384,12
16,-1708.1073,-17822.5623,-3294.5502,90.69413975999998,-19530.6696,-3203.8560602400003,-22734.525660240004,12
17,-1746.7472,-17809.6137,-3333.9769,88.64179560000001,-19556.360900000003,-3245.3351044,-22801.696004400004,12
18,-1756.3893,-17896.4294,-3273.4548,89.97449544,-19652.8187,-3183.48030456,-22836.299004559998,12
19,-1776.0835,-17801.7711,-3316.2482,88.43647896,-19577.854600000002,-3227.81172104,-22805.66632104,12
