Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-144.26839999999993,-337.8853000000008,370.3227999999999,-19.247526000000008,-482.15369999999757,351.07527400000015,-131.07842599999697,1
1,-148.9219000000001,-334.23780000000016,370.8140000000001,-18.928758240000008,-483.1596999999996,351.88524176,-131.27445823999824,1
2,-157.19169999999997,-363.7095000000004,408.0446000000001,-19.823739119999995,-520.9012000000006,388.2208608800001,-132.68033912000237,1
3,-145.136,-364.61529999999914,395.7302000000001,-19.49458824,-509.7512999999984,376.2356117600002,-133.51568824000185,1
4,-145.42179999999993,-360.57449999999915,392.0718000000001,-19.70744975999999,-505.9962999999982,372.3643502400004,-133.63194975999863,1
5,-146.3746,-362.43769999999995,393.7333000000001,-19.617506640000002,-508.8122999999997,374.1157933600001,-134.69650663999778,1
6,-143.97400000000005,-373.85870000000074,404.32780000000014,-19.44078624000001,-517.8326999999997,384.8870137600002,-132.94568623999805,1
7,-142.77850000000007,-399.28079999999784,423.76329999999996,-19.448785439999998,-542.0592999999969,404.31451455999985,-137.74478543999578,1
8,-149.05309999999992,-374.37260000000214,406.65430000000026,-19.848231359999996,-523.4257000000034,386.80606864000043,-136.61963136000213,1
9,-147.6178,-355.331600000001,393.57,-19.447431119999983,-502.9494000000042,374.12256888000013,-128.8268311200004,1
10,-145.62860000000006,-391.3267999999984,415.5601999999999,-19.42043327999999,-536.9554000000019,396.13976672000024,-140.81563328000345,1
11,-148.81319999999985,-358.7272000000008,401.80450000000025,-19.748045520000016,-507.54040000000134,382.05645448000007,-125.48394552000025,1
12,-142.40570000000005,-318.5758,359.36569999999995,-19.102838399999996,-460.9815000000003,340.26286159999984,-120.71863839999867,1
13,-139.52240000000018,-328.0976000000014,361.87230000000005,-18.961958159999988,-467.61999999999955,342.91034184,-124.70965816000171,1
14,-151.57170000000005,-319.87740000000065,356.66530000000023,-19.24148663999999,-471.44910000000186,337.4238133600002,-134.02528664000351,1
15,-152.09830000000014,-317.6123000000021,350.98579999999987,-18.922122719999997,-469.7106000000016,332.06367727999964,-137.6469227199965,1
16,-142.91610000000003,-308.73199999999815,347.86589999999995,-19.257921359999987,-451.64809999999795,328.60797863999994,-123.04012135999892,1
17,-153.8477000000001,-308.86560000000014,351.6729999999999,-19.25497440000001,-462.71330000000114,332.41802559999985,-130.2952744000022,1
18,-144.77490000000012,-338.24860000000126,374.6504,-19.398705120000002,-483.02349999999933,355.25169488000006,-127.77180512000291,1
19,-138.81579999999988,-326.767,360.5730999999999,-19.07146008000001,-465.58280000000127,341.50163991999966,-124.08116007999934,1
0,-143.39790000000005,-311.8577999999988,360.464,-18.8933976,-455.2556999999991,341.57060239999976,-113.68509759999847,2
1,-143.72710000000004,-313.5403999999981,349.1935999999998,-18.78592608000001,-457.2674999999981,330.40767391999975,-126.85982608000063,2
2,-139.69159999999994,-315.82019999999943,356.62369999999976,-18.895773600000005,-455.5117999999987,337.72792639999983,-117.78387359999942,2
3,-136.63590000000005,-318.50829999999803,353.7261999999999,-18.52279631999999,-455.14419999999853,335.2034036799998,-119.94079631999875,2
4,-136.31120000000013,-305.8474000000019,351.2328999999999,-18.195204240000006,-442.1586000000011,333.03769576,-109.12090423999882,2
5,-140.2166,-315.10449999999884,358.01290000000023,-18.684055440000005,-455.32110000000154,339.32884455999994,-115.99225544000251,2
6,-140.49429999999987,-317.7303999999992,357.3627,-18.035930160000003,-458.22469999999765,339.3267698400003,-118.89793015999862,2
7,-140.98740000000006,-329.9118000000014,374.47030000000007,-18.16611192000001,-470.8992000000042,356.3041880799999,-114.59501192000391,2
8,-136.52030000000002,-354.37730000000164,393.38500000000033,-18.57046103999999,-490.89760000000393,374.81453896000005,-116.08306104000576,2
9,-130.4529000000001,-314.12200000000075,350.68999999999977,-18.351780479999984,-444.57490000000405,332.3382195199997,-112.23668048000434,2
10,-137.1258999999999,-314.66670000000283,356.7560999999997,-18.13920552,-451.7926000000025,338.6168944799994,-113.17570552000166,2
11,-137.72300000000007,-347.41119999999825,381.82210000000003,-18.312459119999993,-485.1341999999958,363.5096408800001,-121.62455911999473,2
12,-139.2592,-337.4183000000007,378.53770000000014,-18.340883999999996,-476.6775000000021,360.1968160000003,-116.48068400000409,2
13,-134.41430000000003,-343.0943999999987,378.80479999999983,-18.51461927999999,-477.50869999999804,360.2901807199997,-117.21851927999649,2
14,-130.87439999999987,-326.51689999999996,371.08610000000016,-18.504983520000003,-457.3912999999994,352.58111648000016,-104.81018351999785,2
15,-134.4169,-331.4366000000007,375.4111,-18.21046824000001,-465.85349999999977,357.2006317599998,-108.65286823999998,2
16,-125.56750000000014,-319.49090000000126,359.4597999999999,-18.09715392000001,-445.0584000000005,341.3626460800002,-103.69575391999888,2
17,-139.22279999999992,-384.97910000000144,416.4257999999999,-19.013039279999997,-524.2019000000034,397.41276072000005,-126.7891392800019,2
18,-133.62720000000007,-381.8917000000021,414.9938,-18.67110551999999,-515.5189000000058,396.32269447999994,-119.1962055200081,2
19,-134.53129999999993,-381.67240000000083,415.16809999999975,-18.68559336000001,-516.2036999999993,396.48250663999966,-119.72119335999844,2
0,-126.19660000000002,-352.48170000000164,384.6169,-17.839865519999996,-478.6783000000014,366.77703448000017,-111.90126552000527,3
1,-142.0776,-300.43430000000126,353.81329999999986,-18.120189600000003,-442.5119000000019,335.6931103999999,-106.81878960000154,3
2,-128.0934000000001,-338.5330999999985,367.3724999999999,-17.83652976000001,-466.6264999999968,349.53597023999987,-117.09052975999873,3
3,-134.45519999999985,-347.41149999999936,385.25289999999984,-18.5359932,-481.86669999999924,366.7169067999999,-115.14979320000077,3
4,-129.18919999999997,-352.178,381.0642999999999,-17.78294016000001,-481.3672000000011,363.28135983999965,-118.08584016000236,3
5,-130.66670000000005,-384.09809999999777,428.3446000000002,-18.50245056,-514.7647999999992,409.8421494400004,-104.92265056000235,3
6,-133.9864,-379.16999999999774,417.36850000000027,-17.862130799999996,-513.1563999999971,399.5063692000002,-113.65003079999644,3
7,-137.3521999999999,-340.14970000000187,377.73159999999984,-18.040704479999995,-477.5019000000011,359.6908955200001,-117.81100448000188,3
8,-128.72789999999998,-331.85550000000245,364.54539999999974,-17.32438655999999,-460.5834000000024,347.22101343999964,-113.36238656000558,3
9,-131.10899999999984,-372.11839999999944,397.9321000000003,-17.358154559999996,-503.227399999999,380.5739454400003,-122.65345456000148,3
10,-135.0616000000001,-311.3426000000013,354.95320000000015,-17.51111136,-446.4042000000019,337.4420886400001,-108.96211136000397,3
11,-120.3001,-336.27129999999863,364.73529999999977,-17.50972392,-456.57139999999777,347.22557607999977,-109.34582392000073,3
12,-122.82809999999996,-331.28960000000006,359.90270000000004,-17.593786079999994,-454.1176999999998,342.30891392000035,-111.80878607999807,3
13,-125.86959999999996,-307.12239999999855,349.70740000000035,-17.235205200000003,-432.9919999999962,332.47219480000024,-100.51980519999825,3
14,-127.78280000000002,-301.3462000000022,336.4240999999999,-17.080075439999995,-429.1290000000016,319.34402455999975,-109.78497544000197,3
15,-125.18220000000008,-300.9741000000017,336.207,-17.084876400000013,-426.1563000000016,319.1221236,-107.03417640000475,3
16,-119.33239999999995,-308.5292000000005,337.71040000000045,-17.29419336,-427.8616000000007,320.4162066400006,-107.44539335999957,3
17,-118.08449999999984,-312.1957000000004,348.6799999999996,-16.614371519999985,-430.28019999999935,332.06562847999953,-98.21457151999982,3
18,-121.88930000000008,-292.9778999999986,330.3013000000001,-16.5431412,-414.86720000000025,313.75815880000016,-101.10904120000191,3
19,-126.60469999999998,-284.91330000000033,322.14199999999994,-16.74541296,-411.5179999999998,305.3965870399998,-106.12141295999731,3
0,-116.17759999999986,-315.0192000000006,341.66530000000023,-16.993565280000006,-431.1968000000009,324.6717347200005,-106.52506527999958,4
1,-118.00279999999995,-319.32149999999996,349.92359999999996,-16.49540807999999,-437.32430000000215,333.4281919200002,-103.89610808000202,4
2,-109.85350000000003,-296.9265000000001,321.6783999999999,-16.076211840000003,-406.77999999999986,305.60218816000025,-101.17781184000319,4
3,-113.67239999999984,-297.81590000000205,335.76690000000013,-16.592168880000013,-411.4883000000026,319.1747311200001,-92.3135688800038,4
4,-121.53109999999995,-293.6656999999999,323.50659999999993,-16.07658408000001,-415.19679999999784,307.4300159199999,-107.76678407999975,4
5,-116.6418999999999,-280.41560000000015,315.7564000000001,-16.372349279999995,-397.05749999999847,299.3840507200002,-97.67344928000102,4
6,-117.27240000000005,-312.65300000000036,340.19789999999983,-16.708747680000002,-429.92539999999997,323.4891523200001,-106.43624768000177,4
7,-112.84669999999988,-307.47570000000087,343.37160000000017,-16.525100880000018,-420.322400000001,326.84649911999986,-93.47590088000106,4
8,-110.32870000000003,-320.3788000000011,342.5915,-16.12060487999999,-430.7075000000009,326.4708951200002,-104.23660488000075,4
9,-120.16580000000002,-336.1711000000011,371.73740000000004,-16.509183839999984,-456.3369000000029,355.22821616000016,-101.10868384000594,4
10,-114.3207,-309.22930000000093,337.4114999999998,-16.31497536,-423.55000000000115,321.0965246399999,-102.45347535999986,4
11,-120.92190000000008,-311.9199000000031,344.76649999999995,-16.34817024,-432.84180000000435,328.41832975999995,-104.42347024000537,4
12,-111.26969999999997,-342.50869999999924,372.31870000000026,-15.5832264,-453.7783999999978,356.7354736000002,-97.04292639999994,4
13,-100.89330000000001,-317.6480000000015,341.2201999999996,-15.50129111999999,-418.5413000000006,325.71890887999933,-92.82239112000309,4
14,-117.85559999999998,-295.19379999999995,340.6644999999996,-16.07929056000001,-413.0494000000022,324.5852094399998,-88.46419056000104,4
15,-117.0140000000001,-322.4096999999992,353.2684,-15.692567760000008,-439.4236999999995,337.5758322399996,-101.8478677599993,4
16,-120.1856,-312.06869999999975,348.5222,-16.547434560000013,-432.2542999999973,331.97476544000006,-100.27953456000034,4
17,-110.45549999999993,-299.29690000000306,326.77009999999984,-15.28595424,-409.75239999999957,311.48414576,-98.26825423999958,4
18,-112.63969999999983,-317.12630000000183,358.5458999999999,-15.30550007999998,-429.76600000000144,343.2403999200003,-86.52560008000114,4
19,-123.86879999999991,-282.43749999999926,334.5064000000001,-15.826461840000004,-406.30629999999667,318.67993815999995,-87.62636183999075,4
0,-109.12989999999989,-279.68229999999807,323.42819999999983,-15.164311679999978,-388.8121999999982,308.26388832,-80.54831167999964,5
1,-106.64759999999994,-273.94300000000277,308.05350000000004,-15.235129440000001,-380.59060000000136,292.8183705599999,-87.77222944000243,5
2,-111.39840000000015,-304.79219999999975,339.78699999999986,-15.79087584,-416.190599999999,323.9961241599997,-92.19447584000034,5
3,-105.29290000000013,-293.9894,326.3825,-14.837578559999995,-399.28230000000036,311.5449214400003,-87.73737856000014,5
4,-105.39110000000014,-286.30359999999996,325.02160000000026,-14.885335440000008,-391.6947000000021,310.1362645600003,-81.55843544000356,5
5,-98.30960000000007,-274.54790000000133,316.95630000000006,-14.673816720000003,-372.8575000000034,302.28248328,-70.57501671999933,5
6,-98.68360000000007,-264.2550000000002,306.24259999999975,-15.550876799999998,-362.9385999999996,290.69172319999944,-72.24687680000204,5
7,-109.67749999999981,-251.84829999999965,296.3189,-14.927091840000005,-361.52579999999807,281.39180816,-80.13399183999672,5
8,-101.03939999999992,-290.52559999999954,317.1066000000001,-14.812217279999988,-391.56499999999966,302.29438272000027,-89.27061728000206,5
9,-107.37310000000001,-259.95730000000077,297.9001000000001,-15.399281520000011,-367.33040000000034,282.5008184800003,-84.82958152000003,5
10,-102.49889999999996,-287.02329999999944,317.56769999999995,-15.156695520000008,-389.5221999999994,302.41100448000003,-87.11119552000298,5
11,-106.5529,-273.7388000000014,314.2736000000004,-14.452607519999992,-380.29170000000136,299.8209924800003,-80.47070752000366,5
12,-100.14010000000005,-306.0948999999999,330.0552,-14.582060639999993,-406.23499999999945,315.47313936000023,-90.76186063999694,5
13,-100.88489999999996,-294.05830000000077,320.46489999999994,-14.357891520000004,-394.94319999999846,306.1070084800004,-88.83619151999983,5
14,-95.78920000000005,-288.74619999999965,311.3365000000001,-14.62855319999999,-384.53540000000015,296.7079468000001,-87.82745320000276,5
15,-109.40299999999986,-279.7619999999993,309.26969999999983,-14.35790232,-389.165000000001,294.9117976799999,-94.2532023200007,5
16,-111.73099999999991,-287.9626999999998,319.27909999999963,-14.775505920000002,-399.6937000000013,304.5035940799997,-95.19010592000438,5
17,-106.60610000000005,-257.43559999999815,299.34360000000004,-14.649274799999988,-364.0417,284.6943252000002,-79.34737480000251,5
18,-102.6414999999999,-271.3555999999987,301.52429999999987,-14.554808639999996,-373.997099999999,286.96949136000006,-87.027608639998,5
19,-96.31949999999988,-276.7749000000011,302.4191,-14.538247199999986,-373.094400000001,287.8808528000003,-85.21354720000079,5
0,-104.27219999999986,-255.22919999999948,297.5807000000002,-14.674706640000014,-359.5013999999982,282.9059933600003,-76.59540663999803,6
1,-98.81819999999985,-283.29579999999766,310.7415999999996,-14.354195039999995,-382.1139999999955,296.38740495999986,-85.72659503999375,6
2,-101.53390000000007,-271.02530000000183,315.9764000000001,-14.393347199999985,-372.5592000000042,301.5830528000001,-70.97614720000456,6
3,-104.45660000000008,-278.01909999999924,319.37420000000037,-14.599275119999993,-382.4756999999982,304.77492488000036,-77.70077511999784,6
4,-88.61030000000007,-272.1246000000003,294.8886999999999,-14.08139568,-360.7349000000015,280.80730431999973,-79.92759568000224,6
5,-99.77850000000012,-251.59620000000035,286.18910000000017,-14.250780719999996,-351.37469999999865,271.93831928000003,-79.43638071999533,6
6,-87.89819999999999,-290.88070000000204,311.04959999999994,-13.923203039999983,-378.77890000000065,297.12639696000036,-81.65250303999983,6
7,-102.49369999999996,-291.21299999999803,313.98170000000005,-13.523288399999997,-393.70669999999956,300.45841159999986,-93.24828839999782,6
8,-93.25410000000008,-272.813700000002,300.4053000000002,-13.625034480000002,-366.0678000000016,286.78026552,-79.28753447999986,6
9,-84.47999999999999,-276.8532000000017,301.15919999999966,-13.332067199999996,-361.33320000000356,287.8271327999995,-73.50606720000451,6
10,-94.4989,-246.03470000000107,284.7801000000001,-13.453803360000013,-340.53360000000265,271.3262966399999,-69.20730336000315,6
11,-100.78289999999996,-259.95239999999916,298.3068,-13.875642720000004,-360.73529999999937,284.43115728000026,-76.30414271999678,6
12,-94.09720000000004,-271.4478999999995,300.9457999999996,-13.745826000000013,-365.5450999999993,287.1999739999997,-78.34512599999914,6
13,-93.99129999999997,-255.8769999999999,292.3228999999999,-14.411614320000002,-349.86829999999804,277.91128567999993,-71.95701431999817,6
14,-97.10039999999982,-278.45369999999826,316.29299999999984,-13.961494799999997,-375.5540999999976,302.3315051999999,-73.22259479999718,6
15,-98.27980000000002,-243.273900000001,284.60749999999985,-14.002863120000004,-341.5537000000044,270.60463688,-70.94906312000637,6
16,-98.22020000000006,-244.16909999999945,279.5218999999996,-13.259626560000001,-342.3893000000009,266.2622734399994,-76.12702656000101,6
17,-92.94470000000001,-264.32700000000176,293.81770000000006,-12.804012719999996,-357.27170000000154,281.01368728,-76.25801272000524,6
18,-102.80730000000001,-238.26170000000258,277.2246000000002,-13.14260352,-341.0690000000044,264.08199647999993,-76.98700352000674,6
19,-91.10300000000022,-262.40490000000153,293.0137999999999,-13.481383680000002,-353.50789999999927,279.53241632000027,-73.97548367999548,6
0,-97.28330000000011,-252.31880000000126,289.22439999999983,-12.666941279999998,-349.6021000000016,276.5574587199999,-73.04464128000086,7
1,-80.86359999999998,-264.9073999999998,294.7401,-11.508976079999993,-345.7710000000016,283.2311239200001,-62.53987608000102,7
2,-92.41000000000004,-269.98809999999963,298.8195999999999,-12.728707920000003,-362.398099999999,286.0908920799996,-76.30720791999977,7
3,-90.05369999999985,-271.5781000000016,298.5635000000002,-12.399073200000002,-361.63180000000034,286.1644268000001,-75.46737319999932,7
4,-92.84059999999992,-305.619099999998,331.3264999999997,-12.570515279999995,-398.4596999999991,318.75598471999984,-79.703715280001,7
5,-85.45450000000005,-261.3202000000011,291.11419999999987,-12.153962879999987,-346.77470000000113,278.96023712000004,-67.81446288000336,7
6,-90.78900000000007,-278.9926000000006,306.3951999999999,-12.256168320000002,-369.78159999999957,294.1390316800001,-75.64256831999944,7
7,-89.04359999999997,-249.10159999999905,285.8549000000001,-12.52082303999999,-338.14519999999743,273.33407696000023,-64.8111230399968,7
8,-89.28659999999998,-289.5533999999983,312.53030000000024,-12.359255040000013,-378.8399999999978,300.17104496000013,-78.66895503999717,7
9,-94.8618000000001,-258.57390000000004,292.7044,-11.974402799999977,-353.4357000000015,280.7299972000002,-72.7057028000014,7
10,-90.26750000000001,-285.5275000000006,322.6448,-12.75724799999999,-375.7949999999993,309.8875519999999,-65.90744800000039,7
11,-97.5063000000001,-264.3912000000015,302.16340000000025,-12.432642479999997,-361.89750000000157,289.73075752000017,-72.1667424800022,7
12,-90.71529999999991,-274.38870000000054,299.84729999999973,-11.756371679999999,-365.10399999999794,288.0909283199999,-77.013071679998,7
13,-87.5907,-282.075999999999,309.59340000000014,-12.400629119999996,-369.66669999999874,297.19277088000007,-72.47392911999873,7
14,-85.58879999999999,-281.2279999999985,312.94089999999983,-12.13285176,-366.8167999999996,300.80804823999995,-66.00875176000193,7
15,-86.37209999999999,-292.09040000000147,320.9292000000002,-12.501234000000013,-378.46250000000055,308.4279659999999,-70.03453399999921,7
16,-96.12980000000012,-263.9740999999972,305.509,-12.407785920000011,-360.10390000000024,293.10121408000003,-67.00268591999986,7
17,-88.68370000000002,-262.10700000000105,300.9755999999997,-12.354173280000008,-350.7907000000029,288.62142671999965,-62.1692732800019,7
18,-92.63010000000013,-298.9026999999985,325.1437999999998,-12.748240799999998,-391.53280000000046,312.3955591999998,-79.13724080000384,7
19,-96.34910000000008,-275.8923999999982,314.52219999999977,-12.803354640000014,-372.2414999999992,301.71884535999993,-70.52265464000061,7
0,-96.33820000000011,-288.0978999999994,328.4436999999999,-12.959994239999991,-384.4360999999991,315.48370575999996,-68.95239424000181,8
1,-84.71850000000003,-301.64279999999934,334.9228000000001,-11.359555200000003,-386.3612999999973,323.56324480000035,-62.798055199997066,8
2,-81.40259999999999,-303.7954,330.5249,-11.968963200000008,-385.19800000000066,318.55593680000015,-66.64206320000324,8
3,-78.70870000000008,-290.5546000000025,317.16820000000007,-12.007303200000008,-369.2633000000019,305.16089680000033,-64.10240319999934,8
4,-85.81969999999998,-293.9669000000007,325.0290999999999,-12.123446399999999,-379.78659999999974,312.90565360000005,-66.8809464000019,8
5,-86.86489999999986,-276.90550000000167,310.2529999999998,-12.379519440000008,-363.7704000000006,297.87348055999985,-65.89691944000265,8
6,-79.97609999999995,-258.617500000001,295.6574000000003,-11.803227839999995,-338.59360000000004,283.8541721600002,-54.73942783999803,8
7,-86.06130000000007,-255.7762000000016,288.1449999999998,-12.007653119999992,-341.83749999999986,276.13734687999965,-65.70015311999896,8
8,-95.11409999999992,-251.92849999999964,288.04100000000017,-12.742657920000003,-347.04260000000113,275.2983420799998,-71.74425792,8
9,-89.28820000000007,-269.5275000000025,314.68159999999995,-13.131483839999998,-358.8157000000023,301.55011616000024,-57.26558384000259,8
10,-93.79789999999998,-278.35070000000013,318.7392000000001,-13.337128799999999,-372.1486000000008,305.4020712000004,-66.7465287999994,8
11,-85.4218,-284.4983999999986,315.0916999999997,-12.822569999999992,-369.9202000000011,302.26912999999945,-67.65107000000307,8
12,-93.38200000000003,-272.13649999999967,319.3239999999999,-13.538949120000003,-365.51850000000013,305.78505087999974,-59.733449120004934,8
13,-96.00760000000001,-293.4475000000002,335.8596000000001,-13.708599120000015,-389.4550999999998,322.15100088000014,-67.30409911999561,8
14,-92.14280000000001,-282.8820999999997,325.74979999999965,-13.249242719999996,-375.0249000000004,312.5005572799995,-62.52434272000323,8
15,-96.61039999999983,-251.26309999999745,295.90479999999985,-13.463967599999997,-347.8734999999971,282.44083239999964,-65.43266759999472,8
16,-101.48510000000007,-273.3968000000023,313.59049999999996,-14.037536879999994,-374.8819000000019,299.55296311999996,-75.32893688000547,8
17,-94.40009999999992,-272.2826000000005,315.42179999999956,-13.733006400000008,-366.68269999999865,301.6887935999997,-64.99390639999888,8
18,-86.93320000000006,-281.9503000000025,318.49170000000004,-13.354325999999984,-368.8835000000035,305.13737399999974,-63.746126000001595,8
19,-91.4769,-278.67600000000016,322.66310000000016,-13.057235279999988,-370.15290000000107,309.60586472000006,-60.547035279997885,8
0,-85.02689999999996,-307.9190000000003,345.0452999999999,-13.63178016,-392.9459000000014,331.41351983999976,-61.53238016000023,9
1,-89.15159999999997,-309.8624999999992,342.72990000000004,-13.641756479999989,-399.0140999999976,329.0881435200002,-69.92595647999565,9
2,-88.91200000000008,-291.8829000000029,325.6800999999998,-13.3178328,-380.7949000000048,312.3622671999999,-68.43263280000633,9
3,-82.84959999999995,-310.6892000000019,337.4218000000001,-12.52864656,-393.5388000000005,324.89315343999976,-68.64564655999982,9
4,-77.34190000000017,-298.91819999999916,319.5585,-12.314472479999996,-376.2600999999991,307.24402751999986,-69.01607248000346,9
5,-78.31399999999994,-289.32579999999996,315.986,-12.096861839999992,-367.6397999999981,303.88913816000024,-63.75066183999877,9
6,-81.7847,-271.64569999999947,298.9305000000001,-12.064327200000008,-353.4303999999997,286.8661728000003,-66.56422719999705,9
7,-85.46010000000018,-225.74870000000124,270.8117999999996,-11.78152056,-311.2088000000003,259.0302794399997,-52.178520559998674,9
8,-74.93489999999994,-309.4142000000008,330.3114999999997,-11.42889767999999,-384.3490999999994,318.8826023199999,-65.46649767999986,9
9,-79.76170000000005,-282.5629999999988,309.4911,-11.522628720000005,-362.3247,297.9684712799998,-64.35622871999738,9
10,-71.1190000000001,-290.3063999999985,308.9713,-11.124382319999995,-361.4253999999977,297.84691768000005,-63.57848231999992,9
11,-78.98169999999999,-266.26259999999706,302.64070000000027,-11.334302639999997,-345.2442999999941,291.30639736,-53.93790263999176,9
