Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-40.1504,-430.0505,-290.3925,132.3498,-127.0971,-470.2009,-285.1398,-755.3407,36
1,-42.9711,-447.5972,-267.4185,131.0079,-124.772,-490.56829999999997,-261.1826,-751.7508999999999,36
2,-34.4795,-448.3348,-279.2475,135.7612,-133.0896,-482.8143,-276.5759,-759.3901999999999,36
3,-37.9538,-435.1112,-277.8242,131.7828,-127.8605,-473.065,-273.9019,-746.9669000000001,36
4,-42.5629,-443.9034,-270.5393,132.3592,-128.4973,-486.4663,-266.67740000000003,-753.1437,36
5,-40.4579,-437.3792,-285.677,130.507,-124.3282,-477.8371,-279.4982,-757.3353000000001,36
6,-39.1391,-457.8466,-274.9152,130.5023,-125.6425,-496.9857,-270.0554,-767.0411000000001,36
7,-47.2002,-448.8911,-269.2174,127.0294,-120.87,-496.0913,-263.058,-759.1493,36
8,-41.3134,-450.4871,-277.7856,133.7578,-129.3571,-491.8005,-273.3849,-765.1854000000001,36
9,-35.7971,-448.7309,-279.6981,135.2698,-131.6385,-484.528,-276.0668,-760.5948000000001,36
10,-40.2534,-447.6363,-272.3668,134.391,-128.5585,-487.8897,-266.53430000000003,-754.424,36
11,-41.305,-444.4152,-275.6632,131.074,-126.6145,-485.72020000000003,-271.2037,-756.9239000000001,36
12,-45.6371,-443.8136,-277.7053,127.9508,-121.752,-489.4507,-271.5065,-760.9572,36
13,-39.7709,-475.4159,-254.549,131.3103,-123.5893,-515.1868000000001,-246.82799999999997,-762.0148,36
14,-42.5357,-439.8421,-278.1661,134.2823,-128.7774,-482.37780000000004,-272.6612,-755.039,36
15,-40.5125,-440.7087,-286.1595,132.9026,-130.7645,-481.2212,-284.02139999999997,-765.2425999999999,36
16,-41.3508,-438.0419,-293.2419,134.7406,-128.3442,-479.3927,-286.8455,-766.2382,36
17,-36.0454,-435.7671,-288.9919,135.1611,-132.0341,-471.8125,-285.8649,-757.6773999999999,36
18,-44.3139,-450.3185,-283.561,129.1746,-123.3192,-494.63239999999996,-277.7056,-772.3379999999999,36
19,-40.3572,-427.8845,-286.3692,132.586,-126.6907,-468.2417,-280.47389999999996,-748.7155999999999,36
