Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-40.44360000000002,-122.06410000000159,132.2387,-29.949600000000032,57.41840000000005,-162.50770000000296,159.70749999999998,-2.800199999998881,20
1,-30.344800000000085,-96.94619999999946,107.1926000000002,-26.71769999999998,52.74589999999992,-127.29100000000074,133.22080000000017,5.92980000000216,20
2,-34.84740000000016,-103.83770000000055,125.58969999999988,-27.728899999999896,54.26420000000007,-138.68509999999912,152.12500000000028,13.439900000001671,20
3,-38.04159999999999,-94.30989999999986,119.07299999999992,-28.26279999999997,55.11799999999997,-132.3514999999985,145.92819999999972,13.576700000004394,20
4,-30.72939999999989,-108.96619999999746,116.88589999999971,-24.648100000000085,51.85220000000015,-139.69559999999848,144.09000000000003,4.394399999999678,20
5,-33.164999999999914,-96.09589999999787,110.72319999999974,-27.04830000000007,53.00869999999995,-129.26089999999692,136.68359999999961,7.422700000003715,20
6,-36.89340000000014,-109.78529999999762,125.65810000000022,-29.42039999999983,57.426500000000175,-146.67869999999846,153.66420000000033,6.985499999997728,20
7,-33.45009999999995,-92.53119999999757,105.41850000000005,-26.320799999999792,50.96159999999986,-125.98129999999708,130.05930000000012,4.078000000006341,20
8,-35.11510000000002,-85.46910000000247,103.31589999999989,-26.939700000000016,52.45529999999991,-120.58420000000046,128.83149999999978,8.247299999999768,20
9,-34.16889999999996,-86.80799999999726,101.67590000000007,-27.82810000000009,55.04830000000018,-120.97689999999608,128.89610000000016,7.91920000000448,20
10,-36.712800000000186,-107.81570000000085,128.79939999999988,-28.839200000000005,57.94970000000018,-144.5285000000017,157.90989999999982,13.381399999998166,20
11,-28.593199999999985,-111.99299999999937,117.48509999999999,-24.775599999999912,47.83919999999998,-140.58620000000025,140.54870000000005,-0.0375000000020691,20
12,-35.36250000000001,-91.80430000000007,109.11450000000025,-25.337999999999994,52.19760000000002,-127.16680000000144,135.97410000000002,8.807299999997213,20
13,-29.51090000000019,-94.36859999999854,105.32940000000002,-24.095300000000123,47.29039999999998,-123.87949999999853,128.52449999999988,4.645000000001232,20
14,-31.364099999999866,-85.02610000000175,96.86880000000019,-22.087199999999882,48.64289999999991,-116.39019999999982,123.4245000000002,7.034299999999462,20
15,-23.79800000000005,-105.46489999999983,113.45280000000031,-17.518000000000086,40.23389999999992,-129.26290000000125,136.16870000000017,6.905799999997043,20
16,-24.45209999999998,-96.26000000000124,102.11520000000019,-22.210000000000093,45.342900000000014,-120.71210000000121,125.24809999999991,4.5359999999999445,20
17,-31.012900000000087,-101.78989999999823,112.8950000000001,-23.82589999999999,50.044799999999924,-132.80279999999811,139.11390000000006,6.3111000000028525,20
18,-26.232899999999916,-87.76619999999707,101.80989999999974,-20.466400000000164,43.68550000000005,-113.99909999999676,125.02899999999966,11.029900000006478,20
19,-30.91400000000002,-94.47410000000144,104.50160000000022,-23.25420000000011,46.42199999999997,-125.38810000000421,127.66939999999988,2.2812999999971453,20
