Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1778.7563,-17844.1417,-3220.4805,1951.8433,-1257.1524,-19622.898,-2525.7896,-22148.6876,14
1,-1788.1142,-17792.5433,-3253.2155,1972.1041,-1281.3952,-19580.6575,-2562.5065999999997,-22143.164099999998,14
2,-1713.4053,-17789.0587,-3240.06,1959.0395,-1261.3787,-19502.464,-2542.3992,-22044.863200000003,14
3,-1748.5019,-17702.3225,-3303.1083,1971.3056,-1276.084,-19450.824399999998,-2607.8867,-22058.711099999997,14
4,-1778.2986,-17685.8324,-3315.1167,1962.9943,-1250.186,-19464.131,-2602.3084,-22066.439400000003,14
5,-1790.5965,-17774.0397,-3244.4948,1955.7273,-1253.8576,-19564.6362,-2542.6251,-22107.261300000002,14
6,-1773.3153,-17710.0019,-3280.6868,1960.2538,-1258.1217,-19483.317199999998,-2578.5546999999997,-22061.8719,14
7,-1769.0228,-17617.7897,-3332.9712,1970.0535,-1262.4867,-19386.8125,-2625.4044,-22012.2169,14
8,-1795.9652,-17759.4809,-3207.5278,1950.2226,-1252.9669,-19555.446099999997,-2510.2720999999997,-22065.718199999996,14
9,-1758.7174,-17705.7332,-3247.994,1964.1614,-1262.9386,-19464.4506,-2546.7712,-22011.2218,14
10,-1761.4482,-17792.474,-3285.0929,1971.2584,-1272.9883,-19553.922199999997,-2586.8228,-22140.745,14
11,-1717.6231,-17692.132,-3346.9791,1970.5118,-1291.5494,-19409.755100000002,-2668.0167,-22077.771800000002,14
12,-1778.9384,-17713.0456,-3272.9101,1964.1803,-1275.6211,-19491.984,-2584.3509000000004,-22076.3349,14
13,-1738.9669,-17804.7721,-3211.3299,1967.1523,-1284.0473,-19543.738999999998,-2528.2249,-22071.963899999995,14
14,-1730.4539,-17728.6632,-3351.1549,1976.4984,-1291.9676,-19459.1171,-2666.6241,-22125.7412,14
15,-1747.7865,-17616.034,-3385.5721,1976.8102,-1288.7907,-19363.820499999998,-2697.5526,-22061.3731,14
16,-1736.3042,-17895.4086,-3117.9846,1971.9718,-1282.7695,-19631.712799999998,-2428.7823,-22060.495099999996,14
17,-1713.2998,-17877.5162,-3176.5314,1981.1761,-1289.5473,-19590.816,-2484.9026,-22075.718599999997,14
18,-1716.6402,-17857.3695,-3142.5761,1981.6108,-1289.7239,-19574.009700000002,-2450.6892000000003,-22024.698900000003,14
19,-1762.2669,-17783.615,-3238.309,1980.1414,-1284.9917,-19545.8819,-2543.1593000000003,-22089.0412,14
